 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
a31	0.0193436804163	0.0578997434292	0.03231055234	0.153332845697	0.1071496207	0.15145763488	0.1345714191	0.090429202088	0.082636499367	0.170868806281
a1	0.0107818686588	0.0440210399854	0.03760755702	0.206224283139	0.121777479633	0.22148224536	0.130333311634	0.073737083528	0.0803510416423	0.0736841004007
a31	0.00501128494641	0.0413919164538	0.0345313288336	0.231338586613	0.113872623798	0.23059584934	0.116366352406	0.0415687486827	0.135102296724	0.0502210262
a24	0.0178890406553	0.0421100491789	0.0549365695215	0.258633271971	0.080916906186	0.184418023533	0.127407084557	0.0444983650876	0.129363116185	0.0598275819623
a31	0.0354807468583	0.0452434068712	0.0929087673972	0.277238963857	0.078680764462	0.145639664778	0.134181076787	0.0528625842359	0.072630873571	0.0651331627497
a37	0.037255944714	0.0483240118275	0.0931629724757	0.290114852886	0.0816597520207	0.115154466773	0.15624891302	0.062763469472	0.0532646514837	0.0620509769499
a31	0.0329196755993	0.0492924273798	0.0790856168619	0.316674541362	0.105635090274	0.0909638956377	0.150519687391	0.0765394251573	0.0473353110546	0.05103433027
a17	0.0253628595573	0.0547094912133	0.0593035834033	0.315246116054	0.117588114891	0.0902224117459	0.14862167508	0.0911354973724	0.0537628683182	0.04404737731
a31	0.0170860236493	0.0945668186378	0.0425957749938	0.264265134651	0.11933330563	0.0894540261953	0.156644769989	0.118995482331	0.0526426667594	0.0444159874233
a20	0.0180748355926	0.147173016593	0.0345025099026	0.219741626984	0.11827257941	0.0940898199918	0.16379088747	0.127977472017	0.0404565389465	0.0359206968411
a17	0.0187070867451	0.162997512331	0.0289909057915	0.192279360928	0.0909267939367	0.102194403977	0.208082020177	0.110318313779	0.0405025622022	0.0450010303737
a20	0.0163395169186	0.163302784064	0.0339218255725	0.191238377109	0.0812619999122	0.0923354815523	0.213036692886	0.104226235166	0.0413901692541	0.0629469104179
a8	0.0207258408346	0.171398532888	0.0463579778635	0.209779355503	0.0730592881041	0.0744215944108	0.205557480162	0.0906857085887	0.0382559876047	0.0697582229726
a31	0.027598464091	0.161687184563	0.0567557403998	0.207188541168	0.118022656301	0.0679276794969	0.159133266587	0.101201993996	0.0377465707949	0.0627379020242
a37	0.0314936245393	0.135049494208	0.0592606152273	0.195513722123	0.1414626177	0.0614996913656	0.137003960129	0.111082107865	0.0455548477783	0.0820793280947
a13	0.034952170958	0.112543371889	0.0651541716691	0.198733717774	0.105628860767	0.0506354454285	0.170679232243	0.0852826364217	0.0573358205261	0.119054580018
a31	0.0416998143486	0.105044188896	0.0767534193564	0.201035837658	0.121413092989	0.0541160673228	0.141888429414	0.0926558203406	0.0508626515754	0.114530673859
a20	0.041296011652	0.126853672765	0.0761528365568	0.200028352619	0.119714414896	0.0515223812343	0.152892523471	0.0950830515802	0.0440440409251	0.092412696253
a31	0.0382103275721	0.124900673988	0.0736558341836	0.213650214673	0.109850386399	0.0442148291181	0.160061048757	0.0976912737267	0.0469456897084	0.0908197165843
a28	0.0409283478666	0.117006482463	0.0818477397719	0.210552222358	0.108748453733	0.0406343126127	0.161466933586	0.0937562621089	0.0476303926361	0.0974288558548
a31	0.0415885779073	0.114898673488	0.0838297913113	0.207916146053	0.0961816797777	0.0420163178576	0.166997924529	0.0867654298363	0.048822263412	0.110983203072
a17	0.0408332936731	0.105932387229	0.0877062104131	0.206813751951	0.0953244730592	0.0440345348725	0.172746380443	0.0841083348788	0.043976492404	0.118524151864
a31	0.0401421585018	0.103574447476	0.0914373663084	0.20567810965	0.0860805845531	0.0457450449842	0.182914596748	0.0777439432929	0.0425441034347	0.124139649748
a8	0.0393893029793	0.0969381302253	0.0927128108101	0.20094900555	0.0858592229177	0.0478152684081	0.179721863849	0.076171593631	0.0431471444849	0.137295670929
a31	0.0392801646764	0.0949947186084	0.094951657664	0.190216026583	0.0845237115059	0.049551873116	0.189056958883	0.074344667877	0.0464328750683	0.13664734917
a46	0.0397835928348	0.0932215400695	0.0947014390813	0.185148514928	0.0871983558353	0.0512549020387	0.187185504628	0.0754119486923	0.0493207062228	0.136773488537
a28	0.0442333832939	0.106443593356	0.108630339306	0.158391979176	0.0973090491451	0.0494015646329	0.199496542409	0.0622555065641	0.0469743653409	0.126863676666
a31	0.0450892386776	0.112125217652	0.107741426331	0.167929237459	0.0950104523817	0.056128175011	0.176019417003	0.0735833220547	0.0559235927136	0.110449921082
a37	0.0437636860399	0.106431681084	0.111745465069	0.174079941686	0.0908981130606	0.0544813272703	0.166723220934	0.0742775759516	0.0564500892379	0.121148897867
a24	0.0478377374453	0.117882309561	0.126375850761	0.148198420495	0.0837775356869	0.0525233882034	0.171671341778	0.0629642764505	0.0493400434126	0.139429091222
a20	0.0498607170351	0.120359171387	0.120663128256	0.125363258965	0.074707252029	0.0545961434745	0.170370578393	0.0645701546835	0.0543537986042	0.165155786341
</S>	0.0488165345905	0.114662807994	0.116101065818	0.117348792283	0.0742841256145	0.0537827773772	0.167960321096	0.0653886490417	0.0592485223021	0.182406385971
