 	non	ci	dimentichiamo	mai	</S>
a31	0.31245619071	0.18133343878	0.12582413618	0.199609775227	0.18077647669
a20	0.285288707317	0.285187998393	0.123542988501	0.173962944118	0.132017368163
a31	0.357849777639	0.293572249184	0.100039187081	0.144512191478	0.104026586461
a11	0.35145026933	0.289084570988	0.0966614081517	0.17547037742	0.0873333595003
a20	0.277048090433	0.270689477616	0.0979785489952	0.228653713313	0.12563015818
a31	0.352426393271	0.202767928332	0.0850586996651	0.217407201971	0.142339769593
a11	0.34853548411	0.181263535924	0.10659106729	0.211975273957	0.151634625798
a31	0.273762282937	0.222907553788	0.129783580379	0.227807235752	0.145739335733
a18	0.239461977346	0.250378461714	0.142517634106	0.241991756584	0.125650171444
a42	0.203609076082	0.263932358163	0.133407967242	0.264344939228	0.134705658615
a31	0.191417111827	0.247513045328	0.147638714707	0.267971439376	0.145459689272
a18	0.214502994142	0.205087964969	0.157867720302	0.271220531125	0.151320795091
a31	0.225156096847	0.187937915983	0.168514297767	0.264226673975	0.15416500603
a39	0.236511451549	0.170437085714	0.175504781122	0.256605955592	0.16094071501
a31	0.257536568116	0.167688257091	0.179038664107	0.233269064531	0.162467437403
a20	0.262854404772	0.157829036897	0.185228382436	0.219648475777	0.174439688868
a39	0.242934221324	0.149444703832	0.169215955812	0.239121464859	0.199283653623
a31	0.254820419108	0.156716573277	0.188701996804	0.211049417286	0.188711600074
a14	0.260096019703	0.163874483292	0.189130408801	0.200364661429	0.186534422891
a46	0.236427803901	0.161031892297	0.1630835616	0.22693138781	0.212525342297
a20	0.220358418634	0.155023388899	0.160948986533	0.237718017937	0.225951192766
a31	0.236525900878	0.1612728705	0.172361520378	0.220376965312	0.209462758922
</S>	0.262306838439	0.16631136385	0.180253230489	0.201081996656	0.190046583461
