 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.09492118113	0.10269506942	0.21430922809	0.09936553962	0.05460312479	0.11245064636	0.13863763766	0.183017586033
a31	0.057073438798	0.0730929423053	0.280044501483	0.111174677843	0.088712977784	0.0970035172671	0.140719308665	0.152178651934
a7	0.0249991730455	0.0352762650424	0.358135830751	0.0622562484097	0.109073485711	0.0750291454334	0.172673245207	0.162556616146
a46	0.0341028822067	0.0718615258161	0.351757549616	0.0419192145626	0.0821266309323	0.0770056985551	0.202200046362	0.139026452805
a10	0.0563645429089	0.104496222392	0.321470046041	0.101096342554	0.0668232989441	0.0905727655917	0.178457065894	0.0807197282017
a14	0.0613146876603	0.083015522604	0.306834273354	0.158493846631	0.100290608081	0.101064879611	0.141484533618	0.0475016646539
a31	0.0735681257368	0.091681753688	0.290768306398	0.12332212689	0.124641532852	0.127214885137	0.130819234373	0.0379840528246
a0	0.0780857884197	0.0929962561027	0.267673249319	0.0713431002433	0.109302229622	0.146699376312	0.177895283658	0.0560047291949
a20	0.0686148245987	0.0848348763742	0.240446973426	0.0496414517478	0.0935362143073	0.144674083604	0.239667236986	0.0785843386916
a31	0.0572566847122	0.0994875633914	0.247913475609	0.0468246012893	0.0853356748584	0.151308011768	0.230677379015	0.0811966105305
a10	0.0647075532774	0.114644190197	0.266298978003	0.0603371356031	0.0833033149688	0.131093850723	0.184654853738	0.0949601249035
a0	0.0760539743225	0.127044176132	0.275078750334	0.082055668401	0.0885995725696	0.102790013374	0.152293769293	0.0960840729345
a18	0.0719089987728	0.139230145177	0.279304690445	0.110108886534	0.0986364802565	0.0994893007247	0.122740013931	0.0785814796448
a17	0.0729306706309	0.140421731792	0.275589027482	0.129309132778	0.101038012686	0.0975409037082	0.10443491141	0.0787356029683
a8	0.0755172007503	0.131052239864	0.276478209494	0.136516788526	0.101218657495	0.0913386831027	0.0960277279367	0.0918504946894
</S>	0.0771163989751	0.127816676332	0.276719951247	0.137820183763	0.103061729148	0.0870160281514	0.0920867627684	0.0983622836947
