 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.215057517751	0.16731051756	0.13482223263	0.08745412875	0.094213120635	0.15913120407	0.14201129474
a31	0.255436646951	0.157312365773	0.202019558143	0.06912392375	0.0775492422877	0.159340444297	0.0792178409455
a37	0.261801260184	0.124620183911	0.256362454388	0.07728714925	0.0545958874686	0.177188244106	0.0481448440738
a31	0.265017469695	0.111588521637	0.239376346736	0.0837231088733	0.0412488754809	0.208851654489	0.0501940300859
a7	0.236358461422	0.0782464368683	0.206783669672	0.112806382014	0.064982206365	0.254564155236	0.046258678992
a31	0.181788708485	0.0444136248454	0.161113289451	0.136447958459	0.105178949655	0.324557042359	0.0465004117393
a44	0.203696011822	0.0295503503951	0.11205426771	0.121820512092	0.127974208218	0.348343944326	0.0565606867151
a31	0.213367394681	0.0332279260184	0.0965918611367	0.110981652862	0.137584456206	0.341574147835	0.066672556487
a7	0.224921448627	0.0377159850928	0.0857799259522	0.100089793639	0.145668405295	0.330658575678	0.0751658758957
a3	0.243956473142	0.0544010399776	0.0995092069174	0.102270684405	0.150451750925	0.272817554359	0.0765932884319
a20	0.253003137581	0.0731948520592	0.0925025552058	0.124866794988	0.139916462508	0.23567388472	0.080842308944
a31	0.290877652394	0.0738382348197	0.0716892691353	0.138286194129	0.131871520969	0.204140624107	0.0892964999013
a0	0.261169446331	0.0905627499399	0.0724383867118	0.151001414376	0.119910885123	0.186226081369	0.118691027247
a31	0.193105609044	0.10795654678	0.0855323360373	0.176900202392	0.119420423708	0.17152550399	0.145559381176
a8	0.189473171615	0.12054025926	0.0949782602791	0.154663295664	0.117530055103	0.16347323813	0.159341717059
</S>	0.177229929207	0.13379129973	0.10158509834	0.127200947832	0.110593769352	0.179671041365	0.16992789843
