 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.0466370273291	0.109514195919	0.00932347102	0.0137334595587	0.012118855866	0.034941661634	0.06410784555	0.1231067408	0.09116223795	0.05255060951	0.03412023355	0.12337233883	0.0834782812877	0.097860293437	0.103972759528
a10	0.0513013875575	0.0611417300593	0.038322397352	0.0139546169966	0.0159221405667	0.0435689642313	0.0512976833167	0.115587442318	0.08711357505	0.0818210180367	0.0464789497567	0.176735306274	0.0625776814567	0.100363095688	0.0538140179238
a39	0.0520177177822	0.0501329188362	0.0563591560432	0.0205505635512	0.0316669354902	0.0478799311371	0.0363191716389	0.0618772006393	0.0867697922167	0.112148779279	0.0839517602322	0.191627661522	0.0357031636565	0.0918226480687	0.0411725941271
a31	0.0275258963625	0.0240101035607	0.0301746900856	0.0270866854352	0.0350615710643	0.0813759993924	0.028697448853	0.0521484303084	0.0845379480656	0.133997738493	0.129917922211	0.149651538534	0.0237050919175	0.141629458964	0.0304794643235
a21	0.0198453200524	0.0122147415792	0.0177598277384	0.0219547394616	0.025880809731	0.104046075131	0.0356230552577	0.0534457322795	0.0698399284152	0.134258096364	0.133973232697	0.145548848418	0.0192154464292	0.162540824654	0.0438533283746
a31	0.018337387571	0.0072511227455	0.0122973914286	0.0226941666285	0.022268931637	0.11447621661	0.0562107822192	0.0749603829232	0.100161816978	0.098182602128	0.101430502886	0.138645505179	0.0182412978364	0.162013725487	0.0528281791702
a21	0.0238116420877	0.00404791011113	0.0086442309739	0.021953095258	0.0160915499037	0.144701873921	0.0705888485064	0.0904957806177	0.128120094786	0.0570599088227	0.0629230161453	0.117493899273	0.0230418691788	0.153216969247	0.0778093189768
a31	0.0290645021965	0.00348081685318	0.012678204579	0.0249586739766	0.0157566239779	0.141392003951	0.0729949422021	0.120593454116	0.124832467415	0.0376862462142	0.0387867139918	0.0913035739643	0.0341106670663	0.133210704418	0.119150415236
a28	0.0378780914469	0.00403362909373	0.0137229605903	0.0268204372034	0.0164316456593	0.140863396317	0.0720612590674	0.142443202239	0.119872345165	0.0258821047581	0.0266275443753	0.0722116983348	0.0416501147641	0.117442457316	0.142059115774
a31	0.0466065752243	0.00936949435724	0.0183049495808	0.0303421694692	0.0180091054444	0.136514863439	0.0656366428891	0.157562871346	0.112255215415	0.0233339992727	0.0256115944431	0.0657673235583	0.05851663031	0.0953379101153	0.13683065916
a37	0.0477113115287	0.0124006440237	0.0196046120484	0.0322425385082	0.0190656627261	0.107038074013	0.0513674596964	0.203704752075	0.102104103252	0.0229683053176	0.0284271571277	0.0666357732794	0.067136249702	0.0925611605051	0.12703219638
a31	0.0501764345521	0.0144803292459	0.0238132336776	0.0343748368311	0.0207898290954	0.0809503365377	0.0420834719655	0.196979856385	0.100624664264	0.0237443079792	0.0347342388759	0.0817479744531	0.083609512566	0.0791839727017	0.132706992487
a6	0.04817488393	0.0242427782353	0.0278888182098	0.0349546808366	0.0226057541331	0.0571125799212	0.0383780329552	0.166544160928	0.094629034768	0.0226581331397	0.037600233506	0.0988288430177	0.091065149722	0.102148948901	0.133167968496
a31	0.050701234828	0.0331085062184	0.0334010323805	0.0413168738985	0.027444047059	0.0513017251157	0.0446787370851	0.136403954776	0.0832911246693	0.0226811191132	0.043734475578	0.107498538406	0.0846044983073	0.1080839257	0.131750203365
a20	0.048206140896	0.0372578515566	0.0431449857874	0.0454729086488	0.033989188453	0.0487720144386	0.0493292428017	0.0987191710853	0.0680378868898	0.0262924451511	0.0521752872946	0.112718031202	0.0888217862358	0.129221378367	0.117841685122
a41	0.042924777132	0.0406729511323	0.0409757907113	0.0317390923163	0.041974547361	0.0507354802129	0.0566587461272	0.0803290929884	0.0571108962966	0.0285608247437	0.0517759187848	0.125331439334	0.0834845179919	0.170908838522	0.096817101974
a33	0.0431322760107	0.0519739840024	0.0370602381528	0.0297182476721	0.045599938897	0.0467227641176	0.0562716465957	0.0639486054095	0.0557963022322	0.0352399001612	0.0500706034586	0.135545912511	0.082715883844	0.178495254241	0.0877084491247
a31	0.0422513258102	0.0553792408068	0.049888048265	0.047333367644	0.0455873083657	0.0478700944859	0.0633663855986	0.0569850150165	0.0601899548774	0.0358428709871	0.0473811282919	0.12111114557	0.074864637148	0.152518282747	0.0994311859749
a37	0.0358003272834	0.0485311045121	0.0653777431795	0.0542825866947	0.0560902861579	0.0557346910286	0.0778725713995	0.0578881858055	0.0654186571125	0.0298526558357	0.0422272149832	0.0985305199967	0.0686704313627	0.147350589316	0.0963724226583
a27	0.0351736260345	0.054481676608	0.0589858641071	0.0476197943982	0.0573602506753	0.0529793372095	0.0698230819132	0.0574973845352	0.0584728073242	0.0297293213319	0.0385398504518	0.0970562848722	0.0709409827142	0.186522473672	0.0848172641861
a31	0.0439760180715	0.0590387798595	0.0645907995632	0.0574882132861	0.0504843892984	0.0501989871365	0.0595615482177	0.0567055403784	0.0601980741081	0.0301883531906	0.0454449886941	0.0984358382907	0.0690377969181	0.167584469057	0.0870662082287
a3	0.0424666839238	0.0533342456545	0.0667341457219	0.0501888740087	0.0565221892461	0.0457477915788	0.0626572500726	0.0481599643261	0.0722197311694	0.0299844626102	0.0463029708798	0.0895329442969	0.0696562349327	0.169877554419	0.0966149763429
a8	0.0343566055413	0.0512929048482	0.0472406476275	0.0373587362762	0.055776077942	0.0430767334596	0.0648178848242	0.0488459739754	0.0878038010565	0.0367045374967	0.0447839638683	0.0812599496323	0.0762725883176	0.195254886606	0.095154734481
a38	0.0372283399138	0.0559683030794	0.0423765960372	0.0462294354921	0.045331980514	0.0465166286865	0.0584383734747	0.0615226791251	0.0886734264855	0.0438964538789	0.0532967661384	0.0823995038108	0.0702668341992	0.179435588202	0.088419089127
a31	0.0435833093713	0.0567608792358	0.0570991635104	0.059393990624	0.0417317467913	0.0477865426288	0.0502878642249	0.0620855292417	0.0889946908285	0.0410064056596	0.0596613006111	0.0802664320036	0.0604514039131	0.161762972467	0.0891277542423
a33	0.0411993451371	0.0506880591279	0.0556664051828	0.0523152644013	0.0388488001504	0.0456542629096	0.0447080639616	0.0567227953072	0.105488203196	0.0419838914399	0.0578819312097	0.0767017839079	0.0787244033044	0.169451468822	0.0839653195008
</S>	0.0364403239886	0.0470327355679	0.0446191766694	0.0425046336606	0.0372656303752	0.0463419183048	0.0440485930108	0.0599117307936	0.109935693578	0.04690933445	0.0548314425049	0.077156582114	0.0975872230522	0.182891811211	0.0725231808804
