 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.303866840945	0.0406426830996	0.075697321004	0.03828613623	0.20160963108	0.067762278966	0.14666964136	0.12546543901
a0	0.19184034413	0.0883654426816	0.0901485696927	0.0369882689193	0.296447960247	0.0490461305713	0.16444435462	0.0827189175753
a31	0.142641508441	0.135266469927	0.0792185465714	0.0301453216958	0.310868805116	0.0293897502491	0.18066905894	0.0918005470538
a17	0.13174836804	0.128068866923	0.103671289454	0.0324355635986	0.322407065832	0.0269030581944	0.178906815137	0.0758589862973
a20	0.161642417412	0.103969109559	0.140390077112	0.0673486715929	0.271286767477	0.0315298870561	0.163132712616	0.0607003653304
a31	0.247750115759	0.0718452049252	0.115815224963	0.120732986151	0.186817112092	0.0636189904187	0.123668485812	0.0697518934588
a37	0.290095354516	0.0483062839252	0.0854209179503	0.137087815437	0.129807749031	0.0929695352062	0.144650632057	0.0716617203863
a15	0.280264667435	0.0453241975461	0.0858230806768	0.121170803432	0.0966483186103	0.111184475869	0.200255006219	0.0593294377074
a46	0.276914942505	0.048850485498	0.0850071717789	0.0945736955373	0.102911357937	0.131188844396	0.212485572273	0.0480679223878
a24	0.288093810534	0.0539740141173	0.0637131440863	0.0557706090371	0.121667793846	0.139685080439	0.195958700358	0.0811368508893
a31	0.241650620645	0.0551092251258	0.0733035233688	0.070122655377	0.158111570949	0.12715737268	0.158916413386	0.115628624796
a18	0.215083659548	0.0531475811019	0.0798528940563	0.085178120659	0.144987599916	0.125348439093	0.168171986129	0.128229728465
a11	0.260813732183	0.053537043714	0.0643573233321	0.059976809393	0.128537111772	0.118896951711	0.175045850243	0.138835166488
a35	0.301641868461	0.058880373918	0.0560110905374	0.046131439171	0.143134532191	0.10175303203	0.161148633214	0.131299016696
a31	0.265563519087	0.080955392646	0.0686212545591	0.073298691857	0.113191591997	0.09204481395	0.157189932538	0.149134801299
a13	0.223182139029	0.104284902842	0.085135831253	0.091317626419	0.0776969276657	0.0826602304767	0.156106951513	0.179615394566
a11	0.24286023681	0.120246072681	0.086248867651	0.079802608073	0.0587880258886	0.0793493661589	0.144168169971	0.188536654122
a31	0.22458549007	0.13938871478	0.0942499772303	0.107681204091	0.0494124417629	0.0633504353863	0.133555002657	0.187776720307
a46	0.17095163329	0.136329766593	0.0996064618568	0.118121954497	0.0530408126543	0.0635551354621	0.151883683086	0.206510551902
a31	0.157747041697	0.141950913944	0.0952491530856	0.112766669032	0.0561358212848	0.0631653741274	0.159060410629	0.213924625701
a24	0.150993839366	0.155950192033	0.0978436768619	0.105858391544	0.0496671123616	0.0546575644625	0.170564286276	0.2144649333
a35	0.139257949255	0.153258483049	0.103795999254	0.0941318407147	0.0543493526539	0.0574668198008	0.186199527892	0.2115400097
a31	0.173711334752	0.167014452603	0.093309188418	0.103050300638	0.0551795800846	0.0560106867336	0.161587442097	0.190136989793
a46	0.166120078584	0.156904439434	0.0965482044793	0.102497832279	0.0520330188949	0.0522640261112	0.165293119632	0.208339257091
a31	0.163523105795	0.147962781045	0.0958543197664	0.099504994693	0.0540104138316	0.0540268188904	0.168224974811	0.216892565764
</S>	0.195846820298	0.161505851122	0.0823164750832	0.101717623747	0.0538883949158	0.0533214744252	0.147831360706	0.203571971982
