 	io	non	ho	cosa	da	mangiare	</S>
a31	0.275344371629	0.08611582228	0.1434236988	0.11607306682	0.09240909026	0.15516594913	0.131467983609
a37	0.281171698761	0.0911173983747	0.1678585022	0.171235368862	0.0621938791133	0.14376016295	0.0826629865297
a31	0.265372965265	0.0784018951738	0.18930145018	0.211097529049	0.0365546845138	0.133617332383	0.0856541584566
a18	0.249020047141	0.0624684149089	0.210569543973	0.274174882556	0.0304267633059	0.110807092561	0.0625332671829
a31	0.318397702505	0.055126228355	0.191589957324	0.294765998891	0.0292674765006	0.0771289767937	0.033723674505
a11	0.398938521884	0.0601135328747	0.156176340975	0.243877094627	0.0425572051829	0.0674600188379	0.030877301755
a37	0.439263933945	0.0609669477793	0.141408143192	0.182011174736	0.0551394249743	0.0699280220793	0.051282339065
a15	0.4949971864	0.0521315238864	0.132074717464	0.118102514587	0.0595502207848	0.0745001940264	0.068643615915
a39	0.483411115811	0.0544971986221	0.106551599888	0.0804246949003	0.0861978726616	0.106859629809	0.0820578853517
a31	0.431507702537	0.074302853094	0.0944766947627	0.0600822767228	0.107794478561	0.127545280736	0.104290712524
a39	0.396078871112	0.0797249076913	0.0912055213209	0.0535011022989	0.127205473904	0.134190941045	0.118093174481
a20	0.363079063971	0.0955706181971	0.0929802626403	0.0511851073216	0.124239130311	0.138062786682	0.134883031494
a24	0.349490523324	0.128937144252	0.0989174901468	0.0522108598805	0.0969777892903	0.125927678694	0.147538520898
a31	0.323395944441	0.120830294024	0.0991195662489	0.0856409777208	0.0903894563301	0.120606810765	0.160016954459
a46	0.288598753747	0.121152521515	0.11238882575	0.100358892361	0.08451156235	0.127490902655	0.16549854198
a31	0.281284261516	0.131836201812	0.11100335525	0.0913911402057	0.08275041545	0.128969074485	0.172765554284
a3	0.261109295505	0.140770161884	0.10814670975	0.0912743729006	0.0832010628367	0.134545348162	0.180953048052
a31	0.263970940968	0.146226963908	0.107363855183	0.0834726465102	0.0844663486209	0.132424148921	0.182075087237
</S>	0.290421464684	0.133608130174	0.0915743444915	0.0845417882501	0.0904882716534	0.120780364161	0.188585628549
