 	dove	aveva	per	stare	non	aveva	</S>
a24	0.1271137968	0.0910873022	0.2151783067	0.2631859682	0.0455940717	0.161692618	0.0961479352787
a20	0.135120445207	0.0670297410667	0.27094626034	0.308629020313	0.064172286766	0.108691622363	0.045410635532
a13	0.128335842449	0.0702672514889	0.260361121753	0.325295167018	0.0648653713613	0.12155592795	0.0293193126307
a37	0.13837735953	0.076874585763	0.226842499718	0.354069051539	0.0385118568004	0.136769476117	0.0285551623302
a24	0.167704183483	0.0759846914543	0.215095520506	0.341684060313	0.0449506762068	0.126493515506	0.0280873624567
a31	0.14997882547	0.073570330009	0.198387912631	0.369170801171	0.0499761343849	0.131512463734	0.0274035300808
a20	0.15260797624	0.0621798511739	0.176199610552	0.398799155457	0.0474501768443	0.135199896677	0.0275633131022
a0	0.175630920141	0.0566944251046	0.158820006766	0.377640577552	0.0877080549148	0.109277585759	0.0342284184007
a20	0.167684204574	0.0596292831682	0.140436300092	0.397294594517	0.113050938105	0.0825025135863	0.0394021675402
a31	0.126822227931	0.0570014239341	0.121915231564	0.459790147506	0.096534274215	0.0886980280314	0.0492386752037
a8	0.124797745844	0.061047330856	0.111993752921	0.435542922502	0.081585861585	0.10775018338	0.0772822084982
a23	0.191842409415	0.0750529362853	0.11388841064	0.324916456101	0.070860408195	0.113704838593	0.109734548053
a38	0.196384317938	0.0794833635951	0.121054312547	0.285634212167	0.070279323065	0.128207236998	0.118957235284
a33	0.182178662046	0.0960580560317	0.129510738116	0.265391087322	0.0672717154217	0.146891287266	0.112698444495
a31	0.149101619882	0.0903664906772	0.114997504839	0.336255908841	0.0638075105406	0.135319939822	0.110151007805
a24	0.167893806894	0.0847988044924	0.0984085782797	0.36412037368	0.0758360440469	0.105434173741	0.103508203575
a18	0.250224015498	0.104322524364	0.106022283493	0.25793499796	0.090321500349	0.0952488887137	0.0959257864583
a31	0.234181791499	0.0957428365413	0.103123928298	0.265029695053	0.089585931683	0.108711861698	0.103623946553
a33	0.204150571566	0.0954222414671	0.099186190366	0.279254081018	0.091584522661	0.119981054493	0.110421325431
</S>	0.216743089083	0.106335950034	0.105929136683	0.243378393909	0.0980755586305	0.121355799247	0.108182058985
