 	possono	essere	ancora	svegli	</S>
a31	0.314839663188	0.0523929149442	0.25338863691	0.17554540004	0.203833374157
a20	0.277336788736	0.0287200726518	0.342209567077	0.169455798218	0.182277767626
a23	0.213121740292	0.0287468444655	0.378772471192	0.225658200286	0.153700734884
a31	0.218456215744	0.0371353860425	0.381623494384	0.255117204864	0.107667677688
a20	0.281717976284	0.0386754510188	0.345749589648	0.220768465341	0.113088505709
a11	0.322629272116	0.0447603876929	0.313618842816	0.180803935247	0.138187557263
a20	0.322439267007	0.0473305899456	0.288909199605	0.168818881949	0.172502058821
a31	0.262291188304	0.0488034594212	0.279594475468	0.213416730783	0.195894150607
a37	0.213159287261	0.0649861443004	0.277629017889	0.225265530261	0.218960025536
a31	0.248584781447	0.0955047604401	0.234339746963	0.195892626954	0.225678083245
a11	0.261855261549	0.130250508432	0.190408187654	0.208198113185	0.209287921815
a46	0.232563098983	0.175739099723	0.159990730551	0.233029554262	0.198677512605
a31	0.232166852394	0.203501766601	0.137761990184	0.226755427621	0.199813961202
a46	0.209023274798	0.19615484742	0.143906383128	0.243091768874	0.207823723801
a31	0.217470345199	0.192751655293	0.151825266109	0.233419550558	0.204533185667
a20	0.229288519066	0.188255232498	0.154249281436	0.227419551319	0.200787399889
a28	0.209531703022	0.183230311233	0.143249589612	0.257621465306	0.206366919696
</S>	0.220839177511	0.183185649316	0.128954509406	0.259257995653	0.207762680448
