 	il	muro	vuole	uno	specchio	</S>
a23	0.129370261375	0.12596381086	0.137517066325	0.09271273389	0.247531994764	0.266904137244
a20	0.189960028175	0.178543094212	0.146716055982	0.0701805079767	0.241566651931	0.173033674384
a31	0.231756734478	0.17858059383	0.118557600978	0.0846321655922	0.27668072359	0.109792181401
a24	0.229449207699	0.115097961815	0.125066040441	0.102837889191	0.306482365859	0.121066532526
a31	0.299554796404	0.064411122563	0.137245222477	0.075942355577	0.281870605018	0.140975902617
a13	0.30746937654	0.0530293948877	0.13552300313	0.0573645624257	0.278941293295	0.167672376094
a39	0.23894481602	0.0533875176852	0.143713743103	0.0690783582086	0.273443564972	0.221431996941
a20	0.224546747025	0.0512304462977	0.145836436392	0.111350776736	0.239344752624	0.227690838464
a31	0.228301324542	0.0636979518726	0.131354198537	0.168932227779	0.242276675808	0.165437628655
a24	0.166299569721	0.0603783376129	0.106812429726	0.232644551926	0.268763999069	0.165101116398
a8	0.11152359242	0.045948932833	0.102009409122	0.255805793709	0.26728720029	0.217425068533
a31	0.122977441247	0.0665181419377	0.107287649641	0.21640445917	0.254406238897	0.232406062044
a20	0.144164577082	0.0974481220259	0.11767424618	0.175861125057	0.231909549966	0.232942384081
a31	0.141650253761	0.117504359922	0.121057270547	0.167872186619	0.217041700989	0.234874235094
a29	0.140866081654	0.136073417774	0.117604515516	0.170313466806	0.209992034463	0.225150486231
a31	0.149850961285	0.139199459791	0.113850004305	0.175380189602	0.207867722021	0.213851663544
a8	0.150720847262	0.134694200597	0.115137625302	0.180389508867	0.209717869074	0.209339950648
a20	0.153750728721	0.146038231332	0.113406394834	0.173947062289	0.209671585158	0.203186006883
</S>	0.15777836596	0.157795838666	0.102148300617	0.174020283145	0.208714884779	0.199542337642
