 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.0389844912659	0.0384210182579	0.050113826177	0.220319137378	0.14520242764	0.262682172975	0.084896277158	0.15938065515
a31	0.0270102321037	0.0326208484446	0.0539305241837	0.28960425322	0.12511460582	0.319025332375	0.0923629385247	0.0603312804681
a29	0.0150050826576	0.0210371856015	0.0521373596879	0.302212363839	0.130529536827	0.335847044592	0.106749761711	0.0364816955845
a10	0.0132417079377	0.0309219068805	0.048751660516	0.245367295537	0.150062392629	0.384244406531	0.090061677858	0.0373489737412
a24	0.0298549366059	0.0506496074655	0.0681069890387	0.221597383779	0.15143935721	0.340975246844	0.096842775411	0.0405337266299
a31	0.0411651882616	0.0561931263394	0.0719281149462	0.257382571586	0.181137633337	0.270517624795	0.081104789917	0.0405709713567
a24	0.0566422715775	0.0535663993561	0.0618682042487	0.257615166684	0.187217358539	0.249544699578	0.0867491868123	0.0467967183189
a16	0.0950158309478	0.0651377684414	0.0650217054829	0.182765695411	0.164948172806	0.267243172726	0.110044040271	0.0498236175263
a31	0.0876987834299	0.0629724670125	0.0658754199343	0.168778951547	0.171176763189	0.227339899342	0.173260845224	0.0428968678354
a20	0.0877707616526	0.0461723548042	0.0688301101514	0.175395461131	0.162668664663	0.187488684747	0.234735704241	0.0369382464918
a31	0.110752391171	0.0421013227014	0.0771735312505	0.167520801404	0.151741419321	0.166879719782	0.236125930647	0.0477048727039
a11	0.0932972731103	0.0414396182671	0.0789656601502	0.210083564001	0.150558035727	0.158522793914	0.209259935982	0.0578731123546
a17	0.112743315563	0.0629219430624	0.0948188034501	0.193881527007	0.130369277976	0.180450163358	0.174116487527	0.0506984791182
a11	0.156719280148	0.103465057421	0.11483807315	0.138578014842	0.109764179505	0.177767856919	0.152966018029	0.0459015217461
a17	0.164153377316	0.11899698194	0.120074648317	0.125309039351	0.099719817815	0.173842430706	0.148191513296	0.0497121958754
a31	0.130709054505	0.105853002913	0.109980165906	0.163805833887	0.109962847872	0.164805941635	0.153031770565	0.0618513848051
a20	0.105798712968	0.0922481464377	0.097829866502	0.172135967029	0.116714682091	0.174937542545	0.149645630215	0.090689451355
a31	0.104418227389	0.0942204840792	0.0918265107673	0.137519821543	0.111782095964	0.187098365248	0.144855811232	0.128278692476
a20	0.0891895721963	0.0962180118531	0.105718960789	0.117779224248	0.104814524921	0.198076093883	0.134192892477	0.154010729909
a8	0.0767213387321	0.100216027244	0.144561452996	0.100346568483	0.10534783124	0.210462382028	0.115424577359	0.146919821959
a31	0.0828111899774	0.127134386795	0.133367767065	0.091669434561	0.105280861747	0.211585436143	0.109658291586	0.138492639201
a24	0.0888795016591	0.134128190852	0.121385150088	0.0770261223203	0.091442656049	0.215711159648	0.115305801349	0.156121424959
a31	0.094404981753	0.135408047004	0.118464154696	0.0735582143734	0.0858531990163	0.216016609016	0.115958099903	0.160336689372
a10	0.0980908109843	0.137653358928	0.120697491899	0.0736418147911	0.0837977845388	0.210910313872	0.113856030268	0.161352400463
a31	0.110797834728	0.136007675603	0.120748893633	0.0712670311304	0.0780504877796	0.208105773224	0.107365078783	0.16765724179
a11	0.113560256743	0.131674881048	0.118767274611	0.0704882399768	0.0738681775932	0.205566327475	0.106117110354	0.179957744279
a46	0.0849031203477	0.129355900249	0.130341001537	0.0688555867256	0.0758857805311	0.207661858692	0.105867225451	0.19712951616
a6	0.0728828576492	0.132880070583	0.115481081046	0.0724149881085	0.0799886882437	0.212082271564	0.109666733284	0.20460327704
a31	0.0796113024831	0.126319609054	0.0974656400153	0.0766883696362	0.0811758882812	0.218084917321	0.115357467588	0.205296782005
a26	0.078728147161	0.122379230765	0.105873552538	0.0728580253454	0.0753876474937	0.221179358574	0.114005265576	0.209588761286
a31	0.079790647187	0.123013341055	0.107468585379	0.0697383659818	0.0708518222312	0.219611442458	0.113435864032	0.216089923915
a8	0.0806389912623	0.117099489252	0.112460707126	0.0693133347939	0.0704018749437	0.222998637753	0.114672602231	0.212414365298
</S>	0.0716168129311	0.107502950156	0.135815333163	0.067458019197	0.0686891564719	0.225482777277	0.114309013716	0.209125946429
