 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.111612043669	0.142138525823	0.008953670422	0.05009583644	0.20041127787	0.139372530394	0.126017394796	0.22139875062
a20	0.099315108843	0.117346108891	0.0321644384296	0.08027138242	0.266533766823	0.225226200467	0.086030020492	0.0931129789505
a8	0.0748190610057	0.105734120765	0.0699432518391	0.0752783180607	0.231626167008	0.283880324414	0.105295077208	0.0534236568694
a20	0.0877152050792	0.118027975888	0.074875819387	0.0513757502849	0.234446542303	0.245468936441	0.13863400139	0.0494557480201
a31	0.108239559593	0.111660994796	0.0560930291745	0.039586678597	0.223654314954	0.268863157716	0.150858638877	0.0410436290507
a28	0.119653623864	0.146052696045	0.0492325311162	0.0488674509123	0.172398410205	0.238734018801	0.17625952709	0.0488017576662
a31	0.141379919555	0.174446156062	0.0514708644825	0.0783453106034	0.117529643335	0.188742898593	0.181996343006	0.0660888787734
a18	0.179867698718	0.161341470594	0.0530735744833	0.106820939358	0.087937979445	0.163551635004	0.150141589222	0.0972651217158
a31	0.174478032173	0.148972155038	0.0545683506156	0.114499516759	0.0890240949483	0.162009258126	0.151451285141	0.104997310925
a3	0.144218945724	0.133565143346	0.0516253101791	0.0993320846997	0.0856755589828	0.186911932609	0.16931076538	0.129360253042
a31	0.135514285335	0.130692134382	0.0498361112213	0.0812799431466	0.0880223530609	0.216634926503	0.164450589593	0.133569649614
a18	0.108247622092	0.152421554127	0.0438540753311	0.0645197030089	0.0952022723536	0.228959478834	0.170944332664	0.135850967871
a31	0.101374073184	0.149125523776	0.038179697393	0.055017116503	0.0956185709179	0.216843340411	0.178182430555	0.165659258224
a17	0.0977056979513	0.164249937259	0.0399937876957	0.0570403240077	0.101595443906	0.205065938004	0.183581055252	0.150767814875
a20	0.0728434601404	0.205255708586	0.0409378829219	0.0530758043226	0.102928787569	0.169611708935	0.193592973284	0.161753657892
a31	0.0852986018468	0.187344527829	0.044878563244	0.0486931434675	0.10065533079	0.170572599712	0.170419571828	0.192137648631
a20	0.0964987621489	0.16618705843	0.056821860728	0.0594457988158	0.104133258063	0.174421210237	0.162540177543	0.179951867877
a31	0.098121222283	0.163583875163	0.063063804636	0.0700682746853	0.100440154154	0.175040752412	0.159227630381	0.170454286292
a20	0.100970217794	0.157449193108	0.0726577171213	0.0783221993978	0.0916656829847	0.173116400071	0.152435702527	0.173382892431
a46	0.0860705957313	0.178698708156	0.0823241373031	0.0828044154486	0.0867646734616	0.171382281624	0.159464886242	0.15249030041
a31	0.0967772635104	0.179926775452	0.0739047032144	0.0769126488295	0.0828195303539	0.173705156275	0.157363416281	0.15859050007
a46	0.10671180197	0.163507174484	0.0813074010955	0.0754081458098	0.0802711915846	0.173260507825	0.157620154094	0.16191361569
a8	0.106468879257	0.169227930895	0.0920492567758	0.0761817778566	0.0786776229615	0.171035131408	0.159903700298	0.14645569843
a39	0.105248169752	0.176528880365	0.0829591086386	0.0776020321389	0.0811624442872	0.176129549269	0.160590453033	0.139779370343
a31	0.108534874784	0.156488545522	0.0739993849995	0.081072655673	0.0862570120957	0.183389242756	0.163063042678	0.147195242981
</S>	0.114861697692	0.138119350361	0.0702953788597	0.0823021980765	0.0887218811478	0.185648125878	0.165181115839	0.15487024679
