 	deve	che	entra	da	qui	</S>
a31	0.082556376624	0.17265794213	0.26563863824	0.15050383511	0.17833817182	0.15030503939
a21	0.0746481402307	0.19760775734	0.318095252947	0.14489718551	0.151528055291	0.113223615443
a31	0.112680678494	0.283796797153	0.319967338716	0.0922085380967	0.108540949784	0.0828057100203
a20	0.142609506971	0.312964634742	0.311836574873	0.0539766462209	0.0899808782392	0.0886317647268
a11	0.130856333613	0.281536929036	0.341368948258	0.049880211709	0.0836512630715	0.112706314198
a31	0.124977999284	0.247733806655	0.330544243419	0.079506086243	0.0807034376588	0.136534421408
a37	0.100896204548	0.172964811802	0.35823140194	0.101540740981	0.105222460548	0.161144357056
a31	0.102596722583	0.134289984504	0.359394103247	0.135835763194	0.119409380572	0.148474022299
a8	0.133281202328	0.147336630749	0.281849901549	0.170723625505	0.130373147324	0.1364354725
a31	0.159255779576	0.130863719795	0.240310378516	0.152511237708	0.151064284508	0.165994583433
a46	0.169857795925	0.105464569758	0.219899989905	0.129594264469	0.179213672703	0.195969701211
a31	0.172396010708	0.099186387386	0.213260441368	0.12181752569	0.190466094101	0.20287353887
</S>	0.189209949354	0.094893202293	0.221646524184	0.122913187345	0.17156431745	0.199772819335
