 	non	aveva	dove	a	stare	</S>
a31	0.139965557099	0.102126220276	0.3212150966	0.08365919042	0.2947767719	0.058257137714
a8	0.119249705145	0.068086885956	0.346872263558	0.04407541458	0.361367175436	0.0603485161273
a31	0.0796904306909	0.04187179285	0.39313169739	0.0362202014	0.407246871681	0.0418389780824
a28	0.0656296524683	0.0399057889013	0.39272390871	0.0447659524267	0.406931881027	0.0500428090661
a37	0.0808244342541	0.0528302735604	0.317503353657	0.0658855935222	0.383208639009	0.0997476977874
a31	0.157871740234	0.0655943878135	0.216398987039	0.102848938641	0.328657763003	0.128628162082
a18	0.152125255136	0.0518267132392	0.1447689017	0.096542154747	0.388593134868	0.166143825694
a0	0.0931725870553	0.0355737888811	0.0958862122533	0.0998843935157	0.464280141489	0.211202879631
a23	0.0697568995338	0.0395793048604	0.0985093815511	0.161693406239	0.440659229163	0.189801786744
a8	0.0639123227133	0.0595425737535	0.107651917384	0.19689778908	0.421311963054	0.150683435088
a31	0.0653734574971	0.0681422952045	0.104563720595	0.19614583916	0.415162656085	0.150612022276
a20	0.0744722637364	0.0879363940215	0.104921445465	0.20152483012	0.377347797095	0.153797262699
a31	0.104195647432	0.110460928207	0.098859650755	0.18922580844	0.330389222365	0.166868734413
a20	0.129579245337	0.127134326802	0.102486053318	0.180148448947	0.278707386122	0.181944537784
a24	0.14654976743	0.130479968867	0.120166410773	0.197157310316	0.232762403374	0.172884145795
a8	0.170646684765	0.123501018356	0.131862995058	0.193673531039	0.222433052858	0.157882722198
a31	0.18582602292	0.128533170679	0.126612545619	0.16584477628	0.232398639619	0.160784850999
</S>	0.19224155176	0.128047770079	0.11659957981	0.14761772064	0.24388599221	0.171607393899
