 	lo	posso	finire	di	scrivere	</S>
a20	0.323510880865	0.082064851607	0.038796572556	0.111009497545	0.323786070964	0.120832137334
a31	0.373035930198	0.0988711553287	0.0526626907633	0.143224942808	0.26466595978	0.0675393268883
a39	0.457297589435	0.065334212158	0.0607781142697	0.139125334696	0.224230940483	0.0532338136738
a24	0.472378791914	0.08683151878	0.0809309980715	0.0857495003787	0.196131210537	0.0779779693213
a18	0.516139930705	0.140236960609	0.0797532168015	0.0503570723862	0.128415007682	0.0850977975112
a24	0.521282614902	0.181201646452	0.0616110780312	0.0411854287347	0.093176832187	0.101542398153
a31	0.398819001634	0.198190923187	0.0489202437637	0.0698305636042	0.126999850021	0.157239419863
a20	0.274332334278	0.181454079265	0.0494815487412	0.105755223401	0.201944155674	0.187032658488
a31	0.198670436026	0.143163370468	0.0711972588204	0.147868673134	0.250764896558	0.188335350429
a1	0.177845181675	0.106368295269	0.0858358055801	0.155039348911	0.270383911119	0.204527434143
a31	0.162806259492	0.0996792661297	0.09903087788	0.17858902817	0.258359015306	0.201535548514
</S>	0.138027331946	0.104730854045	0.11110359957	0.223005052585	0.232455788653	0.190677378957
