 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
a31	0.205251007302	0.0310523371724	0.013526969014	0.042621148525	0.08791391145	0.025184534254	0.066481694673	0.01715673545	0.10052910533	0.04448597038	0.0804415237195	0.1858598817	0.0994951833
a39	0.140538880376	0.0329079127142	0.0102609639553	0.0520089420023	0.12742505125	0.0314740867786	0.123850723046	0.00954305911	0.108365391763	0.0456523709867	0.0673301712928	0.196651237767	0.0539912053963
a31	0.0832010915625	0.0439072172872	0.0153934300384	0.0603300713488	0.112972015497	0.0325287465981	0.159529433649	0.0127341106567	0.0862911409543	0.0462281016022	0.0764302770936	0.225407247056	0.0450471141618
a18	0.0762778544528	0.0369792581077	0.0173801037795	0.0578285513669	0.129691166112	0.027559348392	0.15192564887	0.0206327160922	0.0957844858314	0.0529077283207	0.0796176679605	0.213534077282	0.0398813959929
a37	0.0852025476653	0.0270043656706	0.0436288596598	0.069120337309	0.153168070304	0.0296086644327	0.148752622743	0.0389757023707	0.11531959331	0.0423767802269	0.0692073819135	0.145644959184	0.0319901317166
a11	0.116269084104	0.0200418132779	0.0889351718866	0.0681334535163	0.108270896101	0.0289940723489	0.121994692654	0.0538428789636	0.120833335743	0.034702526509	0.116188427478	0.0957446762213	0.0260489937109
a18	0.161883165705	0.0141312235903	0.103551925142	0.0550970956588	0.0848163224337	0.0301931629376	0.0924879967047	0.0551794194479	0.112285986568	0.0319912988697	0.147384127386	0.0824222437404	0.0285760357956
a31	0.150166163235	0.0163514189434	0.0871891366273	0.0524227929463	0.0763334460779	0.0297221279732	0.0756111661749	0.0557942545826	0.116917090603	0.0632660046232	0.124227763669	0.0993759058468	0.0526227146652
a18	0.129284253658	0.0197039407011	0.0841737564091	0.0479293604488	0.0801181710926	0.0324322928117	0.0740587868383	0.0621385674742	0.114955068648	0.0788714284077	0.078948706423	0.121961146349	0.0754245006217
a46	0.139317893619	0.0193541904004	0.0878628621364	0.0411909924829	0.0912883124975	0.0389871521572	0.0857407287728	0.0917345536914	0.101584884349	0.0724165062692	0.0538884416343	0.11843482627	0.0581986463139
a31	0.114410621226	0.0288154035135	0.0621656620988	0.0381325588876	0.0862972124325	0.0395508790857	0.0846294265509	0.0901607918038	0.103984350756	0.111195781156	0.0641550406381	0.134287677643	0.042214579278
a46	0.086192923684	0.0305234469112	0.0456702724196	0.0317738718759	0.0848505762108	0.0399056685752	0.0843277320636	0.0822358125079	0.0980202717853	0.130890150519	0.0784470946927	0.163449082148	0.043713070006
a31	0.0777183452367	0.0230616804171	0.0392475310065	0.032134405912	0.0884337344036	0.0446169687051	0.0967365426345	0.083738813636	0.0953284003551	0.117065480373	0.0823512829109	0.170682478516	0.0488843266487
a15	0.0694442506809	0.022695919989	0.0374077430688	0.0335139135373	0.0888468400012	0.044462444835	0.105065335865	0.0959473810787	0.0925248176517	0.108542131791	0.0867018059503	0.168284795039	0.0465626233096
a46	0.0828680470956	0.0193738536663	0.0559579400229	0.0344009728124	0.1115157562	0.045493495745	0.114972705008	0.105606170733	0.0738381734839	0.10162603943	0.0779695169614	0.139807788526	0.0365695536632
a31	0.0810303789652	0.0199443287088	0.0568229719076	0.0377473852375	0.112163028933	0.0474456263817	0.121256786136	0.0737281915777	0.0855355602946	0.10533031971	0.0808613041185	0.134427184089	0.0437069540211
a13	0.0678558872217	0.0256316747336	0.0616650081359	0.0356175983725	0.100730152111	0.0449061668606	0.114760769245	0.0746019982192	0.0879972431649	0.101732353943	0.0761428920062	0.149678210163	0.0586800559404
a39	0.0836731085739	0.0258221043352	0.0983267328453	0.0364279052708	0.116985330437	0.0469103712535	0.109455354748	0.0881161915397	0.062032790655	0.081698385621	0.0564920060354	0.124282310748	0.0697774188468
a20	0.127833528525	0.0259300934184	0.124865327815	0.0348829147703	0.125303213679	0.0469922769445	0.106635756849	0.0751111918466	0.050048567785	0.061842193827	0.0509717853451	0.0911374263827	0.0784457239489
a46	0.171043451742	0.0283799636728	0.127694502005	0.0321509977634	0.11874635216	0.0458715383815	0.0976527621497	0.0657617387489	0.0452118816283	0.0540523170557	0.0525646119017	0.0768662928742	0.084003588603
a31	0.139205525347	0.0270297894843	0.109056101722	0.0301179241145	0.101880580453	0.0404517434338	0.0913610662499	0.0529437228496	0.0656842811428	0.0634984432452	0.0673950510872	0.110883102131	0.100492674288
a24	0.0852446626157	0.0266483768681	0.108829601474	0.0282982554515	0.0990826156177	0.0392247942779	0.09394739975	0.0490971602832	0.0728397799143	0.0623948293484	0.0761512780424	0.13431212111	0.123929134469
a31	0.0688623473719	0.0313344116627	0.096353382758	0.0323798673705	0.100114405206	0.0470345402926	0.10404110345	0.0552777231811	0.0718242334381	0.0544956461161	0.0740575478275	0.130216616037	0.13400819313
a24	0.0583723128973	0.0331631783702	0.0727265635393	0.0343154280902	0.0999233803353	0.0507558024309	0.11061739595	0.0563041022804	0.0697915582794	0.054875906572	0.0771395776492	0.136138816746	0.14587598691
a31	0.0559037658058	0.0325718544261	0.0643514557598	0.0336722590501	0.0999167196451	0.0513390368103	0.114765404717	0.0579381756468	0.0679317950265	0.0568049351907	0.0771872723897	0.133021130382	0.15459618957
a46	0.0529045647153	0.0350422432174	0.0643588781333	0.03228039625	0.103990011748	0.0484273506701	0.118325579039	0.0641568027356	0.0667805894088	0.0615037335636	0.0739894964726	0.128199708861	0.150040644503
a39	0.0539941222184	0.0567465555618	0.0763012996378	0.036997455456	0.136490284983	0.0499622181567	0.121770387146	0.0697700258785	0.0487218694029	0.0550123687479	0.0586299556749	0.096850843487	0.138752616868
a31	0.0564502957395	0.0715853913613	0.0660680867926	0.0456419339887	0.138550458594	0.0569126955856	0.132450076649	0.0617470500528	0.054222443601	0.044624913176	0.058147097933	0.083327259029	0.130272287189
a37	0.0610156403798	0.0640324043964	0.0652788964842	0.0479403297369	0.132826042931	0.0589025436619	0.13972237835	0.0595206409909	0.0549632177803	0.042547740352	0.0600446951723	0.0851163760763	0.128089083
