 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.114566518816	0.168497767799	0.07106319103	0.16437158213	0.1249587714	0.169415888087	0.18712628591
a20	0.0999505317299	0.178205694657	0.145733910983	0.26393852991	0.106517415313	0.116332293836	0.0893216338487
a17	0.0933031629822	0.138326549088	0.212378653974	0.28599667617	0.104123110884	0.104175454263	0.0616964054216
a31	0.0796189553924	0.142895192633	0.197574158198	0.271410497523	0.121583206295	0.117635260709	0.0692827418205
a39	0.104472750479	0.145429561977	0.160195347666	0.239092229888	0.155489873698	0.0908153973057	0.10450483868
a31	0.128420961457	0.150880537722	0.138805941822	0.197468456276	0.195670551499	0.0785888175852	0.110164725153
a20	0.126026871779	0.159372892336	0.169170692007	0.158748826492	0.2043012259	0.0716069889951	0.110772501318
a31	0.147775040213	0.137432281178	0.172737980002	0.122241763697	0.233919717833	0.070267011665	0.115626214739
a13	0.14348336568	0.113953005353	0.188952333801	0.112405230766	0.267524447344	0.0742735846883	0.0994080420797
a24	0.13037493792	0.0923868156843	0.213844404	0.0890932534553	0.263984346315	0.0929406348961	0.11737560916
a46	0.139386744834	0.0937857725614	0.195622111133	0.0683038122851	0.258612828905	0.112405860299	0.131882868147
a31	0.151344802805	0.105787075054	0.162240404911	0.080892667095	0.267563076168	0.1138772363	0.118294735076
a20	0.144767244972	0.104438162818	0.170372484104	0.106306240432	0.245081123523	0.116126478767	0.112908279625
a31	0.143924823227	0.099638582006	0.189136044368	0.121945408611	0.204448927774	0.117695526989	0.123210698322
a18	0.138697028749	0.0985257348687	0.199249822723	0.134046684804	0.186272402125	0.128001274796	0.115207074287
a20	0.108568349056	0.0966967375562	0.220461097174	0.138176110001	0.170741861775	0.146068625599	0.119287252362
a31	0.136287506085	0.118666381585	0.195770494925	0.11992501	0.147050888925	0.144084636266	0.138215086707
a11	0.146623020962	0.126274002262	0.173939795708	0.0998507838667	0.146446579975	0.155578862489	0.151286955489
a31	0.166641548587	0.138839425821	0.157070040303	0.0813572308222	0.137012582325	0.15410057323	0.16497859101
a28	0.173611779129	0.14359863994	0.136244268034	0.0743031753407	0.133908935442	0.153675575143	0.184657604183
a41	0.146778927643	0.134834578247	0.108370319098	0.0805603367136	0.154611373481	0.176914159048	0.197930293394
a8	0.129463021548	0.134852928082	0.089379288786	0.0885331631045	0.171329343827	0.181989312016	0.204452927131
a33	0.100765361449	0.129561143761	0.0863889049953	0.117335326568	0.193956768209	0.176880523005	0.19511194191
</S>	0.0951487321245	0.131117584881	0.0865383225976	0.136395451284	0.201477899505	0.169120440003	0.180201535255
