 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.158697735379	0.218477085856	0.18730372674	0.06009675686	0.1628669268	0.0957035410395	0.116854207165
a31	0.137354159227	0.21038560437	0.29294192578	0.0562486368415	0.159945133413	0.0896283243468	0.0534962089198
a7	0.115914219164	0.164398120257	0.363183342127	0.088347321102	0.150381269984	0.0834958914696	0.0342798378714
a31	0.089907143348	0.179010002219	0.367326796709	0.0912508947407	0.119437004481	0.0659764474375	0.0870917045431
a20	0.0953650926693	0.171876852965	0.335946892903	0.0821343493469	0.122992206414	0.0646432400268	0.12704135787
a2	0.126002333843	0.18137585188	0.269734790168	0.0790959479223	0.160404804405	0.0801234325423	0.103262846743
a41	0.176639320203	0.183694501493	0.238150419523	0.0458729964541	0.213899475668	0.0685875896808	0.073155712021
a20	0.209680979596	0.177715049098	0.179855370328	0.0396608440914	0.275579228083	0.0618552606936	0.0556532940437
a46	0.207340744532	0.174722986899	0.130802499996	0.0494422280571	0.263710341488	0.110147242831	0.0638339733846
a31	0.153463028437	0.1700516073	0.123743186665	0.062590533279	0.247328228896	0.15267086801	0.0901525479749
a11	0.155561436359	0.156978188567	0.107909706622	0.0620381129463	0.235651808299	0.167665403003	0.114195344305
a35	0.175638899533	0.140416124656	0.119209880141	0.0679364684488	0.206682436766	0.169171809534	0.120944371635
a31	0.148538212691	0.153893419219	0.135040460247	0.0780341925563	0.209804349855	0.139125118711	0.135564230858
a11	0.129951191277	0.151893884073	0.119743547816	0.0752507683921	0.216958377818	0.13527194177	0.170930284466
a28	0.127795336726	0.162676326024	0.145364843005	0.0705700606307	0.186979978473	0.131455056923	0.175158409422
a20	0.118518322209	0.183124720675	0.170501404668	0.0678331260769	0.159487451491	0.129751016174	0.170783973807
a10	0.11689316367	0.184317021892	0.173947294223	0.0690368844923	0.143181005097	0.134819741125	0.177804902336
a31	0.113473879823	0.170487416031	0.168504776741	0.0783464971641	0.158967113232	0.123132489975	0.187087835445
</S>	0.108963066711	0.158277828615	0.156846149371	0.084948187482	0.179238781016	0.113955540387	0.197770451523
