 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.1088323363	0.0931580726976	0.03876333975	0.0848747774048	0.0352304644484	0.121161600373	0.0652271453913	0.222004562104	0.23074769975
a20	0.102740813101	0.074795859815	0.0631815164637	0.0887812128181	0.0209947942308	0.131178284894	0.0473438801123	0.247947700306	0.223035934075
a28	0.112228133702	0.0638955313224	0.0994443375682	0.103900303759	0.013567553915	0.090083341542	0.0295153196171	0.27167050873	0.21569495351
a31	0.095793644634	0.0579092463248	0.114237495211	0.097139045459	0.011857636432	0.0731857543767	0.0227591413397	0.322193414683	0.204924592456
a39	0.082369574818	0.0672236050116	0.103784686886	0.0798491183677	0.010509235637	0.0501149257709	0.0225183701992	0.380177518837	0.203452938485
a24	0.106205447346	0.0696745321965	0.0910245906953	0.0772364556926	0.0131955301913	0.0381349924316	0.0429284006504	0.366990792632	0.194609243195
a31	0.148618989449	0.0700381802122	0.0884761962051	0.0632972589462	0.0201439748384	0.0634469600599	0.0758362908568	0.293849365948	0.176292791018
a17	0.129858846616	0.0803565492441	0.094160447615	0.0850530876387	0.0239476598804	0.07650652733	0.111565496146	0.250305761029	0.148245640619
a31	0.0957665422053	0.101685544548	0.095370157885	0.10386422081	0.0223156154891	0.0703498742	0.135334558962	0.262421067343	0.112892420053
a39	0.0919235331684	0.136964562656	0.083107399655	0.105727201586	0.0201139981857	0.0722067275867	0.127346870261	0.265619492848	0.0969902024843
a41	0.108537433756	0.165913451005	0.0891246312183	0.119813960931	0.0194405364459	0.0651490710556	0.0950513940403	0.230956184469	0.106013332228
a31	0.109364763385	0.149789501048	0.0962726167128	0.0963403440303	0.02563855461	0.0522610521319	0.0868640951468	0.20906254941	0.174406518476
a33	0.119631572862	0.131615023516	0.100332797624	0.0946136017168	0.0282861958047	0.0415363649106	0.0740146195223	0.19793152687	0.212038283092
a31	0.132930783821	0.119968558605	0.100759152461	0.0975002129456	0.0404278158496	0.0411519566369	0.0642217549141	0.180468867157	0.222570887397
</S>	0.12770419681	0.100620862502	0.0929550636305	0.0871997154328	0.0542478369048	0.0461095278184	0.075947405657	0.165486338778	0.249729047049
