 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
a31	0.071031105684	0.0278072830565	0.073378918102	0.0293048524	0.02363160496	0.047125203742	0.027430500726	0.0471953372	0.19317660365	0.1247432712	0.1498028909	0.056412513419	0.059957864406	0.06900205859
a23	0.0280792673536	0.0567707013415	0.100306176746	0.051019848245	0.0438417367087	0.035807860402	0.0427144352793	0.0402902522307	0.194774835045	0.1286723776	0.144959730022	0.044773722053	0.0542060482673	0.0337830124228
a31	0.0139622640931	0.0814637986594	0.132704386786	0.0603772828867	0.0912032463036	0.0318577411033	0.0600832786331	0.0291838893809	0.1021112002	0.127338818027	0.118314750396	0.0472667250977	0.0670883515608	0.0370442738377
a7	0.00795317149619	0.0676322285142	0.14403863724	0.0525156801822	0.0910018314632	0.0241424709071	0.047566681171	0.0294973234136	0.0913934738096	0.154173087902	0.154288921599	0.0560717877392	0.048180889178	0.0315438199673
a10	0.00621001114088	0.0448844203728	0.143408237802	0.0530545839274	0.0681964908777	0.024736918679	0.0403649814837	0.0454750126045	0.10376846399	0.177518985567	0.185268885433	0.0560230149931	0.030726443164	0.0203635532524
a38	0.00548448929383	0.0265096348555	0.102813030292	0.0457686252358	0.0869592593859	0.0285941788397	0.0494482877946	0.0667888166015	0.105044725463	0.169566105742	0.194653716351	0.0657225229644	0.0336753832347	0.018971223365
a10	0.00873314857548	0.0615559140822	0.0853933317116	0.0453021820586	0.118429485409	0.0456536158932	0.0792685057849	0.0669754287338	0.088777492621	0.125353192134	0.150331215664	0.0586673310548	0.0479162913849	0.01764286521
a11	0.0109986739344	0.0902541967647	0.0900344604172	0.0507890680195	0.143487929803	0.0560416344644	0.107521349755	0.0580735189113	0.069749941807	0.082798810778	0.0997013470613	0.0418926744516	0.0802148917683	0.018441511866
a31	0.0130216843407	0.104711837872	0.101220145972	0.0473587781732	0.131737698961	0.0452921762215	0.118301959045	0.0483330319238	0.071010879349	0.0667471932193	0.0787642310871	0.0407354664572	0.110039137563	0.022725784478
a13	0.013933075069	0.10581770543	0.102310577555	0.0413430544577	0.101350452347	0.0381389387805	0.139226269962	0.0430305076613	0.072971966263	0.0741672392331	0.0745594677624	0.0429558422924	0.120635033341	0.0295598772613
a31	0.0126612145198	0.116916809639	0.103245288889	0.0385302926992	0.0850857660557	0.0362504979535	0.154613819327	0.0391108204004	0.0582519318277	0.0767085131844	0.0717719328941	0.0465869121748	0.130743973701	0.0295222405138
a0	0.0100487864211	0.118419356993	0.12093636089	0.0365874068464	0.0566091878652	0.0318874192392	0.176337562189	0.0390664338601	0.0446747174892	0.0774113518348	0.075063873138	0.0494968013843	0.135415727921	0.0280450124626
a31	0.0105102876677	0.0824124628421	0.128787641803	0.0389076847821	0.0411294717417	0.0317116036077	0.163125652516	0.0432817641667	0.0470577865031	0.0910706357449	0.0875841914127	0.0644368021434	0.143781983027	0.0262020192942
a39	0.0122742249098	0.068109587735	0.120442976788	0.0422096904607	0.0338794886606	0.0313405934692	0.137676694539	0.0439265811889	0.0513756785677	0.107289863382	0.102085079771	0.0743626249611	0.151371805129	0.0236551058514
a31	0.0141649517724	0.0546300095327	0.105242321783	0.0515599040202	0.0269580662202	0.0316658887164	0.123308517993	0.042808198863	0.0535316249892	0.123265325461	0.113137840524	0.0906697029004	0.142423952896	0.0266336954865
a17	0.0160143677012	0.0495039101422	0.0879478905277	0.0584751682734	0.0262405642334	0.0333926303988	0.0957461130977	0.038484962821	0.0518785600431	0.137359600754	0.119605147841	0.100943184387	0.156036847765	0.0283710494155
a20	0.0166136251902	0.0496891402521	0.0837273249092	0.0791585834911	0.0333980285911	0.0323500127729	0.0943530211759	0.0430411292403	0.046185875461	0.141745638678	0.145380927974	0.0687228504157	0.135842085055	0.0297917502225
a21	0.0174796924377	0.0559184247107	0.0884674866077	0.0874279055637	0.046972594537	0.0327248549843	0.0820188088953	0.0478186515801	0.0416051203203	0.146427553339	0.167975944525	0.0433531220052	0.0963076727717	0.0455021661455
a31	0.0179304187753	0.0730562228236	0.0879302221072	0.0784576281879	0.043373450099	0.0333278723081	0.0649013922351	0.0464333739267	0.0425004758734	0.143875060733	0.153123583415	0.0587345090684	0.0968159175439	0.0595398773398
a18	0.0231795500125	0.0838153713679	0.0744172977691	0.075036786396	0.0439706881663	0.0354300651294	0.067433235051	0.0423035595089	0.0413102110911	0.125332140778	0.137788523738	0.0734500259161	0.114118169515	0.0624143742433
a46	0.0230551946194	0.0794513561893	0.0591319909264	0.065500818932	0.0555940038954	0.0354092191031	0.0676734121063	0.0373809020363	0.0358335658304	0.123113543753	0.175860951913	0.0543118801987	0.119236720905	0.0684464353131
a31	0.0219960464792	0.0856482819298	0.0608425267788	0.0700228591107	0.0527071978718	0.036340244401	0.0577325923354	0.0394103271454	0.0408118204768	0.120118705278	0.175688372171	0.0666194717996	0.101862658035	0.070198889135
a38	0.0267424511577	0.0948781142166	0.0563941696596	0.0737315416369	0.0584776329839	0.035763263167	0.0562033789611	0.0379125836885	0.0382941726923	0.110153149426	0.145048236857	0.0793580519332	0.116864670592	0.0701785824957
a3	0.0282729551039	0.0816535466055	0.0415521442599	0.078216548439	0.070998065348	0.033145486129	0.0556568599104	0.0318264308028	0.0331486350308	0.113554554342	0.188853382059	0.0603788826644	0.112818317977	0.0699241936232
a21	0.0280861807638	0.0579202311485	0.0352086899933	0.094544549773	0.063314395316	0.0312936409097	0.0582850702721	0.0307296087343	0.0414037522103	0.130522111781	0.238119767326	0.0456968764081	0.071843596839	0.0730315342084
a8	0.0236988002395	0.0515067965095	0.0418766673178	0.094417190791	0.0583684971053	0.0328538240966	0.0626193622947	0.0319853608448	0.0488139752034	0.14268127686	0.236321193469	0.0387013967227	0.0575641584397	0.0785915129521
a28	0.0220947711138	0.0546419276032	0.0532250081593	0.0855830259303	0.0524606107018	0.0357975819989	0.0670112876609	0.0406823612149	0.0581679340011	0.144991090687	0.21839967925	0.0380478790809	0.0562284812932	0.0726683561367
a31	0.0274045570071	0.0819870092344	0.0612600130531	0.0743895123101	0.0410261757739	0.0346562154663	0.0609993709736	0.0427198635716	0.057804343267	0.140085467896	0.19779600515	0.0548420945136	0.0670949243311	0.0579344370916
a28	0.0317303897074	0.104088211005	0.0571766886844	0.0704915596367	0.0472690677846	0.0318965885554	0.0464132736792	0.0379595908905	0.045682164289	0.127333563899	0.182751725717	0.0738655614445	0.0898959212104	0.0534457018109
a31	0.0328884688781	0.089316604135	0.0479085278281	0.0765838584789	0.0559827099349	0.0336263594518	0.0398187267204	0.0375391392302	0.0416420948297	0.118396912033	0.167805400706	0.0857959990215	0.107165658103	0.0655295469287
a3	0.0348789547542	0.0672615168383	0.0416767089427	0.0745820777596	0.0648443569916	0.0352435955506	0.0384440253048	0.0350341374101	0.0375870060099	0.108484305611	0.161103425435	0.0898227780245	0.127387616581	0.0836494980299
a30	0.0406805605916	0.0692868428061	0.0373010226942	0.0689067251199	0.0647688521085	0.0321131498835	0.0366632039469	0.0329639240034	0.03358271127	0.0981458872037	0.172437814278	0.0825804931428	0.13262643211	0.097942391447
a35	0.0430744597453	0.0661163788554	0.0353208597714	0.06555520324	0.0552904963675	0.0329986192612	0.0446500510036	0.0339336518011	0.0366598079567	0.0989223264012	0.177750298693	0.0825550974183	0.121989077853	0.105183674883
a8	0.0376740244491	0.0426935229031	0.0319497647505	0.0690678818133	0.0597340883292	0.0388928778871	0.0543145840692	0.0372451428004	0.0418655780522	0.102611586867	0.176225548964	0.0855708428928	0.116449834711	0.105704716677
a31	0.0355146475585	0.067849012487	0.0434093983168	0.0666952819378	0.0598367663431	0.0408200805357	0.0506238574204	0.0391566010135	0.0442861929507	0.107892763556	0.173380765788	0.0819170861509	0.100665979837	0.0879515578105
a0	0.0394579281101	0.0813252463103	0.0504382064389	0.0727867977793	0.0662361158037	0.0386156498852	0.0448796347815	0.0419387317512	0.0425071245169	0.102783939985	0.175674884729	0.0770585035236	0.089431829669	0.0768653959158
a46	0.0403198232184	0.0575702603368	0.0445687579663	0.0941507448931	0.0741958308886	0.0406264410951	0.0440606864178	0.0448784425837	0.043328620039	0.0937762186617	0.179538894043	0.0745309959612	0.092757567773	0.0756967031493
a20	0.0411206368873	0.0564256829056	0.0582461636488	0.0966415249977	0.0618253008009	0.042418408165	0.0435780883299	0.0472891135279	0.0466201353463	0.0931611779539	0.178985398148	0.0718181506804	0.0912635721377	0.0706066363018
a31	0.0430362966758	0.0681153744179	0.0676518864896	0.0774159513326	0.0528615583803	0.0419662375883	0.0438115744606	0.047734766376	0.0478583744488	0.097540186118	0.181270921249	0.0752742482335	0.0871162028326	0.0683464173093
a46	0.0410274264736	0.061823116012	0.0535784143965	0.0715867356775	0.0598714745134	0.0427737092628	0.0447848268575	0.047601957792	0.0477320109496	0.0959139939727	0.183695990683	0.0792830078445	0.0914797238309	0.0788475988668
a20	0.0395709799217	0.054125302954	0.0581135611322	0.0765741388592	0.0590312434845	0.0421540138876	0.0422081798165	0.048888978864	0.0471185313165	0.0886927851909	0.181098709428	0.0766136196948	0.097640730717	0.0881692122199
a31	0.042524363456	0.0617751222193	0.0661873072441	0.0681582880864	0.0507366947682	0.0427277329625	0.0432136098788	0.048894451888	0.0489885421722	0.0939941234636	0.182008765809	0.0766916832316	0.0933459412857	0.0807533809491
a37	0.0446353876561	0.0649782811811	0.0668032110814	0.0684675790288	0.0538703186894	0.0436437299875	0.0444558565263	0.0514927222293	0.0510991878574	0.0947493725545	0.180718000936	0.0747526212505	0.0825694773286	0.0777642760895
a31	0.0473468100103	0.0711959130937	0.0670405790271	0.0671206048763	0.0532700424098	0.0423322033958	0.0420250315488	0.0502532658764	0.0497369864858	0.0933562034515	0.175893333912	0.0770135892302	0.0813486457029	0.0820668092841
a21	0.0509050836737	0.0648255543246	0.0553988748357	0.0676155918921	0.0530102993766	0.0429948773986	0.0436957445296	0.0512345813588	0.0498273568953	0.0939681949505	0.169883583237	0.0757529365567	0.083187107601	0.0977002152663
a31	0.0544619912753	0.0661737555509	0.0555463567719	0.066874214564	0.0526126160122	0.0413675616662	0.0420969702099	0.0500068740863	0.0487887052318	0.0938138407168	0.165456080479	0.0774213691056	0.081237479267	0.104142175717
a33	0.0501250240191	0.0638505050463	0.0516048515173	0.0616004286547	0.0582066822374	0.0406589871554	0.04224977481	0.0483708985954	0.0468324740106	0.0959894633056	0.163517882626	0.0781987185505	0.089214183493	0.109580113295
a46	0.0426681981511	0.0443626968621	0.0421097162324	0.0747692742182	0.0644833143991	0.0446152712518	0.0466015373767	0.0548385003985	0.0509922498702	0.0960019029019	0.163133392675	0.0664739121788	0.0874011536617	0.121548882971
a23	0.0388971711294	0.0381134771407	0.0407956411241	0.0844721348727	0.0586267100997	0.0459067723506	0.0464163842122	0.0584623656662	0.0562356938901	0.0956664061673	0.167205487225	0.0666360480996	0.0823332361272	0.120232473969
</S>	0.0360093718483	0.0354764553103	0.0393165691321	0.0855652327363	0.0563417965398	0.0453364831753	0.0458161301361	0.0601748858331	0.0578565353451	0.0942189970837	0.169089062713	0.0696030827098	0.0872110621836	0.117984323585
