 	non	aveva	dove	aveva	per	stare	</S>
a7	0.065379313589	0.0710104463734	0.3829299152	0.05978048289	0.12059483646	0.24291070766	0.057394299582
a31	0.080295002665	0.0644819158667	0.427448279027	0.0426531640773	0.129746095447	0.222963173413	0.032412364513
a29	0.0531208879517	0.0328160576222	0.388554829323	0.0324837283064	0.153500174384	0.319996538058	0.019527778042
a19	0.0384599818229	0.0226922631474	0.350823080062	0.0340034397355	0.136395481043	0.350190599486	0.0674351510207
a46	0.105766235043	0.0411295040158	0.249430391487	0.0561872839518	0.141589858548	0.308010533029	0.0978861931202
a31	0.119607143705	0.0437319926853	0.161884149956	0.0866605342706	0.159412365809	0.360616626076	0.0680871839467
a38	0.0796878821945	0.0259963661751	0.130715368005	0.108417654304	0.15604809035	0.410959791959	0.0881748432222
a31	0.107743815815	0.0512798577784	0.106289324428	0.107474307161	0.154196892437	0.353715230986	0.119300572174
a20	0.124707282848	0.0823627998061	0.0938332557427	0.0944561249203	0.152780637612	0.311842275729	0.140017627891
a31	0.16508546421	0.098857032162	0.0788410327142	0.0769192761068	0.118940591471	0.30168860371	0.15966801043
a0	0.190573602229	0.128717789201	0.0764378145714	0.0668696851689	0.100613027624	0.27748760717	0.159300482143
a31	0.215774634467	0.136708647724	0.0695164355571	0.0642516813896	0.0880626021413	0.272197206923	0.153488779048
a46	0.235160167331	0.134030734651	0.0683487480857	0.0664116727299	0.0878949803138	0.250836346908	0.157317346416
a18	0.201001469454	0.124722309404	0.0730714930286	0.08293006191	0.114589723838	0.240805093503	0.162879855672
</S>	0.194975250228	0.112209832432	0.0744608755143	0.092617342955	0.130565652019	0.237229776752	0.157941265236
