 	sul	muro	vuole	uno	specchio	</S>
a33	0.200560890994	0.12511064538	0.112922090769	0.12179096348	0.223793228833	0.215822179864
a31	0.167862126394	0.211761022993	0.130776542122	0.0939156334447	0.27985675906	0.115827918615
a23	0.168944888105	0.188886684176	0.136480224788	0.108657845395	0.326405888273	0.070624481586
a31	0.275234054715	0.07441966538	0.107600203431	0.137596791647	0.315703683151	0.0894456200253
a28	0.288810410227	0.0369809407893	0.11938397497	0.127760027449	0.324260210324	0.102804442368
a31	0.269779444388	0.0309564694091	0.164293516715	0.097488017683	0.318596331415	0.118886214503
a39	0.252073247117	0.0540108237444	0.152280449551	0.0925225532277	0.286722903005	0.162390018854
a31	0.224243208063	0.0696193005028	0.162864269986	0.101434470943	0.270501404268	0.171337344485
a41	0.204483930454	0.0677689445309	0.180458169618	0.153212847048	0.250188478489	0.143887625495
a37	0.190548967865	0.066144096271	0.157987962672	0.200467324949	0.240337972496	0.144513678765
a41	0.172695843928	0.0644783743077	0.145947684677	0.231447453916	0.246900370765	0.138530281855
a31	0.142562249336	0.0834142287026	0.147547412512	0.244573231972	0.243425030522	0.138477843952
a37	0.154111872312	0.102336685341	0.147650922397	0.214722803657	0.238925722441	0.142251992451
a18	0.152375030504	0.139206470794	0.144614887699	0.191943849552	0.240546488747	0.13131329175
a31	0.128250127368	0.164817104371	0.130124541326	0.188907799184	0.233851739916	0.154048712917
</S>	0.118191633684	0.155953335186	0.121716587333	0.196260754592	0.228383525958	0.179494184959
