 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.0162040081875	0.02457345062	0.124061686	0.10374527446	0.12459918228	0.16324992162	0.1822500893	0.0604026125126	0.200913780455
a31	0.0254731761382	0.026673054804	0.211051715251	0.11346833518	0.0916705755867	0.163540897917	0.186625671411	0.0355817556467	0.145914807901
a38	0.0513749674747	0.041689955664	0.225270166354	0.11461852038	0.0703975594356	0.213048926702	0.122454892355	0.0314883198857	0.129656669082
a17	0.0535520074582	0.062696148264	0.163497599298	0.10528366426	0.0524732452119	0.267754916667	0.130937278025	0.0359011396279	0.12790399194
a31	0.0373580293061	0.0715795479473	0.143960520126	0.08299478346	0.0479551558173	0.305774743222	0.140709766448	0.0433869372994	0.126280527465
a41	0.0426654084794	0.0755253648093	0.138046192635	0.0677450096167	0.0484096626724	0.333924344274	0.118883347323	0.0577875932133	0.117013090538
a17	0.0492181254751	0.0931657937706	0.112075576692	0.0582650688289	0.0625575816775	0.316274556425	0.142393679508	0.0678811710778	0.0981684519427
a31	0.0563040665917	0.100196016304	0.100596041117	0.0461502322896	0.0683077034258	0.312469918808	0.150300365369	0.0721124972886	0.0935631749742
a0	0.0589878034239	0.0790351118547	0.0929226791057	0.0483837049299	0.0927940705419	0.296658344936	0.16995006919	0.0736279226213	0.0876403038847
a31	0.0459909492346	0.0594329379649	0.0917820768352	0.0585540777613	0.139203676047	0.258161553379	0.22365052793	0.0609403279762	0.0622838735082
a37	0.0401630634955	0.0428651576283	0.0928208926784	0.0691497354184	0.146286144882	0.272705049726	0.24091702151	0.0495217443787	0.0455711961694
a10	0.0354326657772	0.0309842244694	0.0846293473595	0.0897756587395	0.137097122827	0.308570505709	0.219961035237	0.0487555187889	0.0447939308365
a31	0.0227011798404	0.0284600007498	0.0864912339865	0.0954650099132	0.150005042809	0.285990716436	0.244380750679	0.0413468171923	0.0451592661922
a16	0.0501212941201	0.0338936611226	0.0899414185088	0.0916269788377	0.139084031556	0.237803533845	0.265927820426	0.0472175162641	0.0443837486107
a17	0.077484328262	0.0405282436169	0.0924176208829	0.112766092346	0.124535469739	0.201171950315	0.251271075475	0.056071218188	0.0437539842569
a20	0.0591313380651	0.040324854721	0.0865958685943	0.135901737889	0.12519380778	0.214669704038	0.215019839758	0.0705143470467	0.0526484951123
a31	0.0414575584821	0.0451060708003	0.0820266531648	0.13590662987	0.107091782327	0.233797973746	0.208665586586	0.0801011375662	0.0658466076708
a39	0.058462444194	0.0497759623738	0.0807755476616	0.136280611623	0.096844585349	0.214083653115	0.224308390329	0.0774093441221	0.0620594599836
a20	0.0770548501832	0.0544699738103	0.0678175138539	0.143970175208	0.0864646291563	0.203020187038	0.214473339976	0.0789133702407	0.0738159679679
a31	0.0654513383063	0.0644624642041	0.0595287157113	0.128580734936	0.0659753173854	0.208988176346	0.215243860659	0.0723064544136	0.119462931262
a33	0.0518735164708	0.0581740359334	0.0600213476771	0.126266495845	0.0727000708618	0.211673543649	0.21889246502	0.0655345398712	0.134863973509
a48	0.0676887756169	0.0443859260825	0.0626846609324	0.114110876682	0.0793622648473	0.188213429016	0.247045582873	0.0895106416904	0.106997842678
a31	0.0714358165276	0.0434881891655	0.0619912702441	0.105904201627	0.0724959019358	0.204970722472	0.233122318224	0.103071393297	0.103520187541
a19	0.0511301757645	0.0438200742865	0.0767569202814	0.141576793009	0.0805067984719	0.221823519291	0.185538206075	0.0974962651657	0.101351247489
a31	0.0520791621015	0.0515062613822	0.0870904713605	0.147937459003	0.0852715896306	0.215792254564	0.154269194492	0.0957692619219	0.11028434108
a37	0.0576545002645	0.0683581629541	0.0808492977868	0.136341988734	0.0821381134835	0.213741177721	0.118425587431	0.100236766841	0.14225440817
a31	0.0629252600788	0.0749689075647	0.0791567486156	0.124050613845	0.0804178344945	0.20669075224	0.10041263601	0.102194798614	0.169182469353
a8	0.0651664872563	0.0698344521749	0.0768303043919	0.120707881815	0.0838301838315	0.20715443208	0.0927386778033	0.105596737205	0.178140853552
</S>	0.0634056273231	0.0642868440074	0.0756046323459	0.129456263307	0.0875622650157	0.20039097904	0.0893042398017	0.120086203602	0.169902935063
