 	aveva	lavorato	tutta	la	settimana	</S>
a31	0.402322985	0.076063462386	0.200435084278	0.0630802375	0.10802090349	0.150077296155
a20	0.371358035733	0.107790690168	0.27945468148	0.0917446724333	0.0816688375276	0.0679830655617
a31	0.418650416244	0.134028816127	0.236392041848	0.117716704344	0.053528992963	0.0396830280852
a28	0.421987424408	0.122354750382	0.182669266557	0.125089182048	0.0659407739683	0.0819586131364
a31	0.400905038823	0.115571614934	0.175485565731	0.101337592703	0.0888349514449	0.117865251239
a13	0.432483191408	0.136314951996	0.132513469992	0.0842808047877	0.0956240963073	0.118783491386
a18	0.391231264283	0.18646399926	0.105402401064	0.124562331863	0.0920478951891	0.100292104909
a31	0.313804842468	0.229133347165	0.136055212674	0.141270735554	0.116283827862	0.0634520353697
a27	0.220871180356	0.258516340548	0.141081407743	0.191823508385	0.131423244167	0.0562843142566
a31	0.187652930319	0.241143933652	0.110891132312	0.220085953128	0.133429293956	0.106796753952
a20	0.17647532604	0.182487458062	0.106851493069	0.241007578976	0.147469740052	0.145708416011
a31	0.153353823547	0.155477142318	0.114666722436	0.292929486592	0.143822059951	0.139750772177
a39	0.147571552182	0.151031296441	0.126818393449	0.306050350864	0.12501628245	0.143512127792
a31	0.132847382527	0.14437891574	0.134152193658	0.324466944955	0.118291824683	0.145862753184
a33	0.125632485442	0.135799759033	0.127720760979	0.312861135652	0.118447893501	0.179537975495
</S>	0.117718214021	0.127003467337	0.13201149797	0.297930018826	0.11304094606	0.212295854397
