 	quella	famiglia	non	ha	da	mangiare	</S>
a20	0.316826813785	0.071010365478	0.08573310951	0.223297206354	0.09057776012	0.13465092825	0.0779038219977
a31	0.319769504513	0.050588090926	0.132360607977	0.271806296601	0.0779942122133	0.10921281465	0.0382684765329
a37	0.316726454659	0.0519350318833	0.163916547892	0.225617120954	0.0819955037624	0.12755348095	0.0322558588262
a31	0.40814127622	0.0576258157158	0.147453718857	0.146107132958	0.0682725949455	0.118062804803	0.0543366482887
a13	0.353493781793	0.0512561528673	0.111541324079	0.138578245333	0.0844810122152	0.178934354554	0.0817151249296
a31	0.254675529384	0.0480423677298	0.0879552470263	0.180256441324	0.0945017090384	0.206919084785	0.127649623413
a43	0.262638724661	0.0672928725633	0.107177205235	0.169212503341	0.0604652078461	0.153173557862	0.180039920974
a31	0.238291023687	0.108439253181	0.128567089905	0.161566981547	0.0534063632487	0.140414887687	0.169314393325
a20	0.188359801629	0.20294911258	0.132866234762	0.167213124434	0.0597517379309	0.127030190562	0.121829788175
a31	0.19567535063	0.229273614707	0.123917947647	0.166464642263	0.0753969604916	0.114302368854	0.0949691148583
a11	0.22751454443	0.202102437302	0.113083523676	0.160290053621	0.0925773547819	0.119743634085	0.0846884648194
a31	0.209708945723	0.219444727301	0.121459456219	0.13790137336	0.110481493239	0.117581476362	0.0834225231665
a30	0.172724823021	0.224061675634	0.127039384426	0.129562726153	0.122158288466	0.139912966921	0.0845401227488
a31	0.142989961834	0.237116565078	0.136558401362	0.119604844864	0.126994046762	0.14660463824	0.0901315341163
a42	0.190038845638	0.227680803026	0.149571484687	0.107885751728	0.119710268234	0.113925778213	0.0911870663054
a20	0.191842479746	0.202695984342	0.138598800129	0.111993847016	0.106655895078	0.141301614538	0.106911376568
a31	0.179866302849	0.200116647181	0.14393022771	0.110393895119	0.104523865959	0.150090840046	0.111078203749
a20	0.190493970283	0.19991067346	0.153313132437	0.102995721153	0.0985224353863	0.146806021615	0.107958019676
</S>	0.174923511142	0.19779704973	0.154034709119	0.0996266725765	0.0953885649932	0.161964372808	0.116265094138
