 	ancora	non	mi	sono	vestito	</S>
a8	0.23751776444	0.14469777534	0.10303125218	0.05952823228	0.16043627274	0.294788728429
a31	0.249868565573	0.18485379114	0.160428430353	0.0273228222533	0.190736774007	0.186789640712
a10	0.225541765391	0.165501162713	0.227738000804	0.0290609738311	0.259069590736	0.0930885116536
a31	0.264142240297	0.142687303838	0.231954354935	0.0305510907304	0.238309811272	0.0923551995512
a18	0.251674511686	0.132084650713	0.218369986632	0.0572720951421	0.219500402851	0.121098360237
a31	0.227944127155	0.114672871504	0.200757172577	0.0929461769327	0.206250656417	0.157429003692
a20	0.219014681178	0.099823876528	0.163839242679	0.104481566311	0.204937728606	0.207902920324
a31	0.208305491813	0.101063131836	0.14975827558	0.12988865977	0.211210881469	0.199773580308
a13	0.232693809204	0.0965689225987	0.115114713847	0.14652010239	0.220795071356	0.188307395369
a35	0.256645801601	0.0696022082262	0.080406451889	0.13702065433	0.237656261119	0.21866862779
a39	0.2225048912	0.0683212439821	0.088566425183	0.133258477177	0.256335384973	0.231013566997
a46	0.151181736467	0.0815018287274	0.145482108594	0.150046403459	0.251264674924	0.220523243666
a31	0.160561648089	0.0906019663758	0.176668032198	0.15644566802	0.206470396575	0.209252312155
a20	0.172515553096	0.100850979392	0.171765972799	0.154115278273	0.186901760792	0.213850458052
a31	0.138956617899	0.103622060197	0.152529392133	0.189899661024	0.194790052931	0.220202203284
a39	0.118036588433	0.122148495066	0.142293756911	0.198576561675	0.200029485044	0.218915108295
a31	0.115965273544	0.137272240289	0.13877315677	0.180357556558	0.208737751015	0.218894006432
</S>	0.114602045172	0.132957203144	0.127768980785	0.189213921279	0.212279672508	0.223178158216
