 	è	che	stanno	ancora	alzati	</S>
a20	0.171889489182	0.0968858384121	0.162697384788	0.141263612455	0.2232504365	0.204013222612
a31	0.136391951645	0.0685795176687	0.146168959275	0.144636586685	0.361907732253	0.1423152372
a20	0.0792241732009	0.0408902541462	0.110616959372	0.219726643162	0.447801083684	0.101740882177
a31	0.0481962192654	0.02833906631	0.0976398782103	0.241261839387	0.487432060828	0.0971309337757
a20	0.0390696433656	0.0376195519573	0.102463585043	0.273974966262	0.417591216663	0.129281034734
a28	0.0344432686305	0.0898719496984	0.120204143481	0.299508244421	0.255279201574	0.200693185224
a31	0.0593772508035	0.114517578233	0.18205016328	0.278462974274	0.193799682991	0.171792348666
a29	0.0929534761345	0.101452426344	0.209337355853	0.293475126291	0.16716677159	0.135614843289
a46	0.104308777805	0.104170645848	0.197323264778	0.270987008697	0.138136348797	0.185073941778
a31	0.087653474255	0.098370584416	0.213860935793	0.232681360766	0.153841528839	0.213592106338
a20	0.0807004397983	0.0977544778587	0.215140377131	0.214622588122	0.17401532988	0.217766789149
a31	0.0831943797928	0.109006955626	0.210181554644	0.208748148041	0.153093207107	0.235775756671
a39	0.0806450717309	0.110282002322	0.220500833215	0.23616336848	0.130859054942	0.221549676465
a20	0.095770389777	0.116501205667	0.223293890672	0.24273286816	0.144398639601	0.177303020955
a8	0.101804176759	0.122097184222	0.254365708491	0.20794047072	0.170110375367	0.143682087412
a20	0.100427888553	0.139929884341	0.274864128164	0.185632382973	0.173192522476	0.125953188591
a24	0.101837359158	0.16951219098	0.270258266321	0.192608254858	0.159861678172	0.10592225429
a46	0.111358812073	0.172811090727	0.269731123707	0.212757680219	0.159140705271	0.07420059453
a8	0.125271351671	0.161730220002	0.266334005236	0.220158414206	0.166119905137	0.0603861014947
a23	0.130177368404	0.147373215294	0.276939376012	0.216845890935	0.167412781012	0.0612513639696
a8	0.132865015048	0.139273053871	0.287664842271	0.217713173445	0.159602192071	0.0628817214645
</S>	0.134740784624	0.135680995196	0.290472105135	0.221400650122	0.156961601685	0.0607438619342
