 	ora	ho	finito	di	scrivere	</S>
a23	0.242215800791	0.21539969226	0.07213200464	0.135124796104	0.228750963367	0.106376735921
a31	0.298376781875	0.244022342087	0.0780091002227	0.187808906551	0.139041249523	0.052741622566
a28	0.280533955543	0.239072631362	0.0671981372249	0.20067527077	0.136339386299	0.0761806230116
a31	0.265908987014	0.280984618854	0.0593194898396	0.161528080657	0.143674356688	0.0885844525772
a41	0.254722286771	0.312127355351	0.0781492581665	0.134648842306	0.149547724397	0.0708045143297
a21	0.211594241657	0.311465949784	0.110430905212	0.0997848405153	0.141773394886	0.124950662181
a24	0.224811943352	0.285449247261	0.135628093494	0.0542930269184	0.134273462608	0.1655442371
a31	0.242582466117	0.301276683087	0.145651069869	0.0413959471728	0.133686066509	0.135407790767
a39	0.225746627239	0.287649067262	0.151448227833	0.0613376343243	0.168248904236	0.105569561676
a31	0.210254066613	0.223475914321	0.147990602172	0.103455027641	0.192921846345	0.121902564979
a28	0.187005548538	0.197862069174	0.123746677762	0.132541357547	0.198014432782	0.16082991906
a31	0.174930667846	0.187626249525	0.103538586021	0.152621986449	0.197115214194	0.184167284353
a20	0.190536903282	0.181542248908	0.090740659087	0.146453042016	0.216316381731	0.174410764651
a37	0.180087807094	0.155830993636	0.0897260867583	0.125195800872	0.270643831644	0.17851549275
</S>	0.168790419547	0.155822963818	0.0929775070331	0.123434108936	0.270294028822	0.188680990375
