 	il	ladro	è	entrato	da	qui	</S>
a31	0.171584537169	0.134134744646	0.0335645672945	0.160189449244	0.09733385691	0.146037382354	0.257155447032
a17	0.100143931934	0.184703489727	0.0538066934534	0.229651421322	0.0837327614367	0.125296896642	0.222664799474
a37	0.0834709267564	0.271897893924	0.0822837548407	0.231992794276	0.0387470324856	0.0974518650627	0.194155742125
a35	0.0987250644388	0.335243428908	0.0928994841576	0.186079825627	0.0312522231619	0.0935715495062	0.162228420424
a18	0.1522811529	0.359401921169	0.0787205498925	0.146879444689	0.043428085574	0.0969600776041	0.122328753277
a31	0.187798882547	0.364212651056	0.0693816486308	0.119879116212	0.0793309603247	0.0760170693314	0.103379667945
a24	0.186257624709	0.319985824352	0.0632750349636	0.118205090556	0.119601739442	0.0829614589561	0.109713229163
a31	0.164069741363	0.289480188784	0.0626551438745	0.116246643515	0.156908228281	0.0987246005187	0.111915468941
a16	0.133077396999	0.253275012261	0.0561093708515	0.097870689625	0.227838808094	0.12184193108	0.109986818514
a31	0.143317703758	0.207210450754	0.0547791273772	0.104188377835	0.234256640965	0.139302980293	0.116944735438
a46	0.14486829069	0.180199543585	0.0560509375724	0.110444030405	0.206936799055	0.167357936164	0.134142461679
a31	0.137545407747	0.143363407862	0.0555117401708	0.120508121528	0.208281788418	0.183603267721	0.15118626096
a46	0.13164998354	0.126219946354	0.0562589471969	0.121838701536	0.186671265873	0.202198800374	0.17516235392
a31	0.129522621291	0.113597011851	0.060603901619	0.121757658472	0.174411144091	0.216520660325	0.183587007507
a35	0.12553718918	0.116904693684	0.0673481578563	0.124348170891	0.153747667297	0.219254475842	0.192859652969
a31	0.127062019469	0.118006738295	0.0715747124021	0.125964269564	0.141547062366	0.221399746614	0.19444546619
a8	0.127626712659	0.128650923832	0.0752538602274	0.126506496988	0.125759362989	0.220978681871	0.19522398153
a31	0.133072699642	0.134727419277	0.0785029173158	0.128934206596	0.113148129596	0.21902409129	0.192590542843
</S>	0.149699272661	0.139133598039	0.0842055824979	0.147459172998	0.119345133998	0.189418371145	0.170738865721
