 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.208994235241	0.110642692612	0.131010195086	0.119077598737	0.0406867537748	0.14568723484	0.098733388542	0.145167889005
a31	0.222246839079	0.0914081023457	0.16557571698	0.191192011171	0.0346656760457	0.148311986088	0.0922151450887	0.0543845021985
a20	0.280042109254	0.0844945763752	0.129076595977	0.206669942222	0.0557901304854	0.129159840704	0.0715102561929	0.043256535413
a31	0.293813013637	0.0862410612184	0.0895319218123	0.137691608228	0.0592725874351	0.176133900021	0.0867167145476	0.070599181371
a37	0.297359321162	0.0698602056795	0.0626748900802	0.0865227846767	0.0574205799557	0.218288909054	0.117839638182	0.0900336573103
a14	0.322580666369	0.0629720212465	0.0490047234806	0.0579563733742	0.0614203285719	0.204242218038	0.156435240688	0.0853884216634
a10	0.329321053383	0.0782478058488	0.0621770836244	0.0735674312361	0.0831947733753	0.142272544079	0.162638897468	0.0685804168705
a31	0.309981797541	0.0774286923096	0.0655626583435	0.0883981755067	0.0884259420098	0.146316096626	0.158884026951	0.0650026324395
a37	0.291639152747	0.0623438351899	0.0527798940852	0.0734054255649	0.0836254485333	0.200975061609	0.157314440045	0.0779167574398
a10	0.273893025402	0.0563883726966	0.0684580543037	0.0668006906043	0.0808088949791	0.230387171696	0.125001605612	0.0982621854573
a14	0.253037593427	0.0522956805722	0.0882848737566	0.0732224941614	0.0553912649257	0.253642523605	0.116192077679	0.107933499132
a0	0.236026771962	0.0532312600774	0.112446758191	0.0721012414138	0.0399041320072	0.276556579682	0.1126085907	0.0971246698213
a20	0.228180367581	0.0604264016925	0.126554160821	0.0603328169446	0.0305740776597	0.292950476027	0.11703299181	0.0839486989418
a33	0.223373500527	0.0703919971642	0.113252349696	0.0689769477282	0.0369538589399	0.289881470542	0.123112367968	0.0740575068539
a20	0.214575775242	0.0851502731214	0.091208369514	0.0768669493894	0.0488596576266	0.276381018247	0.119896802473	0.087061155998
a31	0.194429736547	0.0892675233738	0.072027286198	0.10876790933	0.0502692969649	0.277669252356	0.098286627963	0.109282363359
a0	0.184983118982	0.0993117673913	0.0740844506193	0.14156095991	0.0494129919243	0.266237831059	0.0786453167957	0.105763553433
a41	0.186707334661	0.136397078664	0.0866391392598	0.132487681837	0.0548784443748	0.224263306086	0.0784819526652	0.100145046411
a31	0.206049638354	0.144843310021	0.0819364302799	0.123119762012	0.0587748471916	0.166519947895	0.0926205990217	0.126135451964
a37	0.206792243318	0.14400977454	0.08959762688	0.115705768537	0.0619331440639	0.140618607698	0.0944517422739	0.146891080948
a31	0.223226337506	0.148582524513	0.0893724167467	0.094468693099	0.0700800714213	0.137373587099	0.0900622366913	0.146834124523
a18	0.227361032169	0.143569574838	0.0890155210956	0.0855611868863	0.0751783996071	0.132964461633	0.0916746471638	0.154675178448
a8	0.17955518319	0.145612082946	0.109420119292	0.0981345878954	0.0782837571357	0.141283165878	0.0911894064546	0.156521700483
a20	0.16609033953	0.144682684715	0.104262793737	0.103005508632	0.0843449128452	0.147752964293	0.0923787200849	0.157482071028
</S>	0.165836829265	0.143286838957	0.0941786517685	0.104007669316	0.0874710434226	0.150776705146	0.0947363905425	0.159705863414
