 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.0359617694651	0.032653958283	0.193568080742	0.04458134502	0.05988560155	0.0623408361	0.0908742841	0.0654692522	0.24822423488	0.0491134145	0.117327236711
a31	0.0217621373491	0.0199820270405	0.127552326694	0.0485421047119	0.070174903846	0.0853911562333	0.108181746547	0.0612485796973	0.284164549646	0.122477749567	0.0505227462513
a20	0.0147089259226	0.0170403722014	0.0694035622027	0.0461430753026	0.0738692924113	0.146530714611	0.145777664496	0.0537600395831	0.223037913561	0.186520382596	0.0232080709198
a17	0.0197578241989	0.0223697514422	0.0539626417929	0.0558050850542	0.0688835414704	0.167219230737	0.145878774299	0.0901088206344	0.209030541587	0.148216167872	0.0187676193415
a31	0.0198578256381	0.0218853345701	0.0465780961058	0.0626974455047	0.0624212062568	0.146600586312	0.110265938566	0.0871944787448	0.256228892762	0.164831435391	0.0214387746912
a20	0.0215248484274	0.0255949670167	0.0813730794141	0.0418677390416	0.0506690787856	0.119705879104	0.0869913964287	0.0563146867549	0.289585534701	0.193305282364	0.0330675337297
a31	0.0355829874225	0.0479770121322	0.127020743542	0.0330175239805	0.0585451033285	0.110161319768	0.0696657183829	0.0442013951983	0.272510130347	0.163441533921	0.0378765513199
a13	0.0386060067599	0.0513818853534	0.155793082821	0.0284754493135	0.0577951012762	0.093333128216	0.054332637621	0.0338736448928	0.308979997076	0.140311932774	0.0371171489293
a10	0.032757687671	0.0777692270671	0.150208303992	0.0256626555978	0.0550018131921	0.0654610055653	0.042768133187	0.0338135436976	0.356538929878	0.113921209031	0.0460974977511
a1	0.0340939783903	0.123809841618	0.121258368007	0.0237309831059	0.0619758245307	0.0635996840551	0.0431002332823	0.0392943192592	0.344305570397	0.0840049953437	0.0608262149404
a35	0.0461376623008	0.110350426961	0.12600590668	0.0238677022153	0.0646511143969	0.0628188685517	0.0533202618941	0.0415381097531	0.31075514909	0.0814247662746	0.0791300481628
a3	0.0580387032376	0.0807070485203	0.134700844573	0.0249108263251	0.064062549819	0.0607333614639	0.0646928760314	0.0563825319844	0.292768741317	0.0857858902515	0.0772166334103
a8	0.0634692471712	0.0659088457268	0.149247407251	0.0276655675284	0.0680505526397	0.0626439976946	0.0666843678771	0.0612815490615	0.280615697852	0.0818753733772	0.0725573983788
a14	0.0624045201491	0.0513685467089	0.152448985997	0.0354595436228	0.0807212179666	0.0741511500382	0.070025115559	0.0582591701538	0.263095438004	0.0788908007257	0.0731755103463
a31	0.0498708931164	0.0402408547496	0.159134557359	0.0356595002476	0.0764829646422	0.0770610117461	0.0718797105863	0.0595164275579	0.282060924768	0.0832825769086	0.0648105730595
a10	0.0426689260855	0.0374465552499	0.186262347453	0.0327381015759	0.0670974244807	0.0714671790354	0.0714110948621	0.0598968917593	0.288746459876	0.0800463184762	0.0622186906706
a14	0.0426767768352	0.0427207330166	0.208281961884	0.0403079531453	0.0803390432936	0.0759908421451	0.069372775754	0.0577427403864	0.256475296359	0.0665267195987	0.0595651320533
a31	0.0413376057584	0.0487560988255	0.205539556161	0.0419587765284	0.0986492064979	0.0779687034284	0.0657821191847	0.0504687832688	0.247404941266	0.0656197703996	0.0565143999145
a17	0.0479421211461	0.0537259016485	0.18652776912	0.0442959313161	0.112313247699	0.0691915296561	0.0700676299682	0.0480376262496	0.240214954302	0.0690082037732	0.0586750624423
a20	0.0589214230887	0.0714355437762	0.171803069573	0.0547002012987	0.130503045966	0.068285195352	0.0671479563361	0.0442737136499	0.209069972767	0.0625374139977	0.061322461015
a13	0.0655179268962	0.0853817711587	0.166292596391	0.0597892796329	0.146059006789	0.0724770935173	0.0607888878387	0.04141144633	0.186345208922	0.0511557934126	0.0647809807698
a31	0.0720147130321	0.0820626641929	0.13996822633	0.0536915338843	0.16207643413	0.0693262760058	0.0577922181062	0.0418138364567	0.197863149507	0.0511013870775	0.0722895574366
a24	0.075944276944	0.085809401411	0.122339368043	0.0560797664348	0.155432000043	0.0634334640353	0.0526284925087	0.0428714839122	0.207372038702	0.0522149081925	0.0858748097195
a28	0.0789324207813	0.0919737375703	0.141349589814	0.0711815590783	0.130445973948	0.0653609713451	0.0497891575229	0.0429326178174	0.184303892034	0.0477181728708	0.0960119096268
a37	0.0844853199938	0.0936724470568	0.154361777871	0.0760907501594	0.117091827716	0.0696842424484	0.0492403337276	0.0409885230058	0.161950178211	0.0467620953569	0.105672504306
a31	0.0993619391979	0.0909512423923	0.12832322389	0.0663553097198	0.102704487772	0.0635385602828	0.0497176227025	0.0445755496219	0.18163466887	0.0498887315623	0.122948670381
</S>	0.111574501799	0.0859308533561	0.099568054045	0.0567465262599	0.094838635986	0.0576244831414	0.0502144587412	0.048958740141	0.207556851035	0.0535848835462	0.133402018595
