 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.07067672893	0.06560133327	0.0512691319095	0.103284078771	0.043348677716	0.10901057471	0.04540029219	0.20031355116	0.07261944027	0.11662420207	0.121851989971
a6	0.04812623587	0.04878572671	0.0471731271212	0.059581549127	0.0507313984787	0.189794344163	0.0536100223007	0.265176054853	0.05022093217	0.0563057342033	0.130494884005
a37	0.0315905350233	0.0332605578487	0.0415903953737	0.0527307344599	0.0638295409109	0.181505779768	0.050527630526	0.323435740218	0.08501006159	0.0555056095344	0.0810134170083
a24	0.0371553896878	0.0455410997556	0.0678584180979	0.0661128256272	0.0723476838483	0.135579496509	0.0446047560637	0.323036126406	0.102563340077	0.0582099490915	0.0469909074561
a28	0.0397715761093	0.0497332578725	0.0811002448993	0.0744596786397	0.0761926435428	0.145404192603	0.0426709279859	0.311831623069	0.0850506667557	0.0548928978638	0.0388922869387
a31	0.0308855045231	0.0351294245375	0.0606595943331	0.0760249288783	0.0763896544943	0.124702379768	0.0464536101566	0.375913787223	0.0803065877619	0.0633675951879	0.0301669339509
a46	0.032569024721	0.0313494268792	0.039365847171	0.062187124235	0.0905244263448	0.133253145409	0.0455829454222	0.364031211454	0.0854100456473	0.094939186736	0.0207876065746
a8	0.0428167303003	0.0413678429997	0.039080468617	0.0655140396965	0.113969793715	0.154231235223	0.0343787322767	0.251364635705	0.138654182729	0.103076940625	0.0155453823738
a31	0.0329027725534	0.0416968663292	0.0369854463723	0.0704116882629	0.112187440305	0.140582850181	0.0473207405682	0.249666223208	0.15916015813	0.0917970211483	0.0172887740533
a10	0.0231947610178	0.0331371848124	0.0315468207308	0.0566068215024	0.101074847702	0.137928299767	0.0613911488961	0.302995096536	0.129856575817	0.101959981569	0.0203084353238
a37	0.0275424258259	0.0346066149441	0.0383703565503	0.0514203780125	0.115122016767	0.142509587422	0.055349055132	0.282991154205	0.133969905652	0.0992165371897	0.0189019358499
a10	0.030993707142	0.0445740531147	0.0473388189168	0.0553100364068	0.133431173856	0.143501317041	0.0521934387773	0.242060647928	0.145838994217	0.0870090958166	0.0177486938413
a17	0.0346337936807	0.0436312138382	0.0530531220389	0.0590997572096	0.132862160885	0.145391281814	0.0499349958591	0.248072738016	0.132851399959	0.0780821598922	0.0223873590498
a20	0.0393548001269	0.0398789576794	0.0539162667796	0.0589338290425	0.120181925115	0.143913524805	0.0498613454864	0.274586717999	0.118173860706	0.0699229072974	0.0312758488166
a31	0.0333683067143	0.0393943390802	0.0531153938932	0.103254970481	0.0957924603917	0.126438238948	0.0475389484515	0.2933523801	0.105573013746	0.0567896674391	0.0453822801042
a20	0.0381391195768	0.0556013491871	0.0620178760311	0.125792281201	0.0876355897306	0.105085223863	0.0494572749065	0.255609593747	0.102762723593	0.051454477553	0.0664444934334
a31	0.0448763436883	0.0689090737824	0.0808512678104	0.0952209626074	0.0820819970635	0.0815572466477	0.0497463746222	0.260204842116	0.096164152331	0.0510908869177	0.0892968376025
a13	0.0525318679054	0.0735439707141	0.0959073038701	0.0882383153662	0.0705445754412	0.0646987360426	0.0490799542607	0.253116479172	0.0964824399103	0.0480788421726	0.107777499525
a10	0.0712730346485	0.0811665728114	0.09682339689	0.0917679932321	0.0727337278137	0.0616814538142	0.0543510854202	0.172492800857	0.12461279377	0.0532774993242	0.119819643775
a31	0.0664099169295	0.0733091516398	0.09386593063	0.0852486989393	0.0670295224046	0.0566298650514	0.0560529419401	0.209736697686	0.112547208857	0.0574182913747	0.121751767538
a17	0.0594804263498	0.0667935723526	0.0871452892767	0.072713160253	0.0632598085349	0.0564988439105	0.0569567577134	0.220975091895	0.105403659419	0.0673915109249	0.143381863173
</S>	0.0632436759149	0.0673799789313	0.0793695705384	0.0692448860875	0.0643989460675	0.0583750394253	0.0582816519567	0.177395725848	0.120200707309	0.0757066604625	0.166403144956
