 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.0794519184481	0.0867104265945	0.007719869854	0.02048231531	0.037369495143	0.01836531893	0.1390358039	0.102662114596	0.25904166636	0.109659787754	0.139501278099
a20	0.0711090474621	0.0930269559458	0.00576075118733	0.0204213278954	0.083471296423	0.033816490112	0.210780599567	0.137646310754	0.208174001627	0.0756901384407	0.0601030775712
a31	0.0424141496963	0.105584109329	0.00490098922978	0.015391810338	0.0831593894277	0.038293751246	0.255345490122	0.143566524886	0.176649308076	0.0895790717002	0.0451154171756
a39	0.0263235491957	0.104477059225	0.0123886605986	0.0107387589854	0.0649276778626	0.0328818588953	0.265050268441	0.105687670665	0.234003165225	0.100301979233	0.0432193632424
a31	0.0271692390673	0.0452917360686	0.0147384067322	0.0086276690773	0.0744471948609	0.0565652728718	0.27019429528	0.0833863807217	0.251427822342	0.123985607278	0.0441663708981
a46	0.0360953860847	0.0250959811109	0.0109697810721	0.00556691494863	0.0561762872136	0.0887256454773	0.25923241956	0.0659689640739	0.226601533021	0.175716536426	0.0498505392887
a37	0.0430497622971	0.0308808573991	0.0143684705367	0.00578408039021	0.0485398824045	0.104481856646	0.19844703376	0.0491208958513	0.217914497914	0.233405991009	0.0540066640722
a31	0.0451129045124	0.0540693077362	0.0142933095642	0.0078822537514	0.0508086278948	0.0862639797153	0.177307060493	0.0559439690438	0.205768730238	0.240575958203	0.0619738891574
a13	0.0551649063128	0.0549788248125	0.0107776898767	0.00988861626247	0.0424820827916	0.0858884923651	0.183280623824	0.0645698964213	0.195246233546	0.236594338068	0.0611282754525
a11	0.0668155895729	0.0441920373706	0.0167733445036	0.0136962553015	0.0373795473305	0.102325158748	0.144562487001	0.0602020588404	0.204635306449	0.245873508756	0.0635446952842
a31	0.054602153291	0.0468644012083	0.0234453810192	0.0241481641758	0.0498494807602	0.0836850746627	0.124620231134	0.0820313853601	0.22579052975	0.214931067719	0.0700321284281
a20	0.0548367832037	0.0380767044281	0.0206295114297	0.0282775462719	0.0582604135701	0.0799356386876	0.116667383891	0.0958835911267	0.229125739717	0.21290885024	0.065397828276
a31	0.0579169237612	0.0266574668114	0.0234002652686	0.0407951134173	0.0721267150834	0.0840062825092	0.0942479898103	0.0968914317489	0.212430073172	0.213838384213	0.0776893471587
a41	0.0592871810337	0.0285623279953	0.0337030042435	0.0506184790991	0.0895758697678	0.0888482559031	0.0919685220034	0.097130990443	0.178383610791	0.203036648804	0.0788851097196
a31	0.0644084006379	0.0312601276506	0.0378976901192	0.0510531100597	0.103370266723	0.0909780163877	0.0870658519345	0.0947020330877	0.154324232664	0.200623906068	0.0843163616399
a24	0.0632252378793	0.0314696260129	0.0387838126491	0.0494563346466	0.102742180328	0.0826491534292	0.0787687214448	0.0886744667692	0.142090555421	0.205468742889	0.11667116208
a31	0.0654782170264	0.0306202879703	0.0457360887897	0.0475041693489	0.087128005376	0.0785724066231	0.0713619914549	0.0849145459031	0.137938031874	0.216277204896	0.134469049027
a10	0.0586905931421	0.0304654785788	0.0490371230126	0.049716781583	0.093474537392	0.0886769474877	0.0664569335916	0.0832140000144	0.129931954091	0.222013438899	0.128322217142
a31	0.0639639256474	0.0364827398216	0.0511243911002	0.049619768461	0.085278773528	0.0867156627292	0.0639132556105	0.0778649873381	0.119966547697	0.232799582233	0.132270368381
a46	0.0665854605825	0.0429284358539	0.0560664729567	0.0508346669537	0.0829901165067	0.0970592738897	0.0604388270368	0.0805015881127	0.116529119432	0.225563129678	0.12050290426
a20	0.0745955380275	0.0592746766793	0.0744632091889	0.0550975845846	0.0833205117022	0.102386554683	0.0636950678989	0.0712663824376	0.0930822332107	0.215759069026	0.107059163953
a46	0.0791573064758	0.0678304761018	0.085591151621	0.0695216297282	0.0667195567674	0.074909307401	0.062329185633	0.0664179164125	0.0839305943369	0.216351538542	0.127241345384
a31	0.0831710951586	0.0801717094546	0.0784972498183	0.0762447151094	0.0524968846558	0.0604630135603	0.0672638829777	0.0691826924042	0.0801155239123	0.210191136981	0.142202113688
a7	0.0886449454795	0.0900678902315	0.0778790030094	0.0816885978365	0.0524714915519	0.0598416074668	0.0708774804926	0.0705983184681	0.0753098347041	0.19347599366	0.139144847589
a31	0.10109962492	0.100431054217	0.0853315098998	0.0889681731455	0.0524410369373	0.0587694263623	0.0696873813375	0.068108953356	0.070577739968	0.178338523487	0.126246576883
a39	0.100148011707	0.101100258835	0.0841065974799	0.0922304874485	0.0601657406658	0.0563406030674	0.0662430854858	0.067320824052	0.070396435256	0.174258949096	0.127688992181
a31	0.106837229902	0.104163277274	0.0851570016733	0.0954737336828	0.0625333134886	0.0554673363558	0.0659707122953	0.0664348595507	0.0684277010853	0.164228245032	0.125306576594
a15	0.106837564434	0.103216908831	0.0830928523044	0.103018092628	0.0666938979629	0.0483253147119	0.0614335430984	0.0656426946502	0.0718479708951	0.165223556811	0.124667606198
a20	0.0834715364113	0.0948117726123	0.0802136628948	0.106369103943	0.0719969852543	0.0487174122106	0.0577092184995	0.0687151378834	0.0765234090317	0.18383611647	0.127635657599
a35	0.0802175834038	0.0959706882461	0.0925905796116	0.0991552273143	0.0574680436181	0.0482540564035	0.0613565130998	0.0737706365611	0.0754230639439	0.184549799823	0.131243812933
