 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.191991998084	0.238796149073	0.102317757536	0.08156850865	0.123450890207	0.085318698653	0.176556005778
a46	0.136891538864	0.287099719473	0.124022753865	0.04631992411	0.127576540187	0.140116056962	0.137973477638
a31	0.193397559895	0.240260997891	0.148846032744	0.06459703885	0.0850838400163	0.187862130875	0.0799524271176
a35	0.214277977289	0.256383311157	0.158956645575	0.06749432583	0.0623181633794	0.175461664943	0.0651079386461
a31	0.19425447258	0.321357027946	0.150769516372	0.0799524777313	0.0495552053111	0.127948759102	0.076162556124
a20	0.219651139346	0.334813613015	0.122812243704	0.0955621383651	0.0405345650884	0.084390710304	0.102235605443
a31	0.214569822799	0.359262275092	0.113463260727	0.107659036975	0.0332862422628	0.065815349558	0.105944019956
a39	0.169192512099	0.414716200953	0.098742526801	0.106428757292	0.0372221746876	0.0676212011543	0.106076634472
a3	0.157599535788	0.424390517087	0.105604321134	0.0662865411907	0.0505934902292	0.0945800319738	0.100945591891
a31	0.148205690912	0.371151351896	0.149763014788	0.0880781675702	0.0615056475431	0.0832877418946	0.0980084199037
a7	0.153327420207	0.332763725392	0.138997276073	0.0970337815167	0.072271918381	0.0807158568115	0.124890028548
a10	0.128196258296	0.327852189891	0.103826681407	0.0906169151522	0.088359201327	0.0915712583285	0.169577494416
a31	0.0977470757387	0.31236454063	0.0944759908517	0.135662895397	0.110708815109	0.0827381343675	0.166302547912
a11	0.108072828022	0.292732360343	0.0891383241572	0.131005892832	0.118365607836	0.106783932989	0.153901043977
a18	0.132965885697	0.283256591181	0.0898686553657	0.0953948486907	0.107067234279	0.136549139496	0.154897637992
a28	0.151724615459	0.275483913994	0.0961750649952	0.0989505548702	0.104722879893	0.136537286972	0.136405694317
a31	0.143575627346	0.266797347998	0.0972987274117	0.124570822317	0.109622174564	0.133307441031	0.124827880152
a11	0.133983573682	0.257841757333	0.0965859167172	0.134462605706	0.113089948188	0.142015214644	0.122020996911
a13	0.137065763954	0.254161270444	0.100109243506	0.129515725702	0.107833818529	0.141886010115	0.129428169604
a31	0.142774896791	0.236939499148	0.104954744302	0.139310976034	0.102073443176	0.129700143772	0.144246296168
a20	0.153793864097	0.209692581383	0.107797361567	0.138949578611	0.094872107192	0.130835210191	0.164059299189
a31	0.160401440799	0.204225933061	0.107992610456	0.142136790137	0.0898382987773	0.12477781913	0.17062711393
a8	0.157417622106	0.192618916954	0.109535041352	0.154941539112	0.0879264764391	0.127508935577	0.170051468643
</S>	0.156673452113	0.179932837477	0.115099528676	0.158146268156	0.0840474693195	0.136375678989	0.169724753022
