 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.242417702545	0.045307958052	0.051984638104	0.23206668639	0.13527294075	0.08684924082	0.12198575811	0.0841150617135
a31	0.351156455052	0.0461478641611	0.0651595814154	0.186022985663	0.129950968103	0.0534533509273	0.11567857664	0.0524302078104
a37	0.287063358175	0.0527675156936	0.0497550676772	0.158041336588	0.088578477121	0.0482962305098	0.230217104536	0.085280910154
a20	0.14215681632	0.081377928986	0.0229239828964	0.172406742296	0.0772150130803	0.0545009368499	0.335536426559	0.113882157194
a29	0.117778243321	0.0664188828424	0.0182753561321	0.228231192565	0.0600570276268	0.0851656048566	0.33827678754	0.08579689004
a14	0.137951728524	0.0356114596462	0.022643171044	0.273555148922	0.0504787942623	0.120514381246	0.314473323871	0.0447719695333
a21	0.170054182539	0.0270985208072	0.0289979875347	0.280916545174	0.0676885109141	0.142553853702	0.256973095288	0.0257172832111
a31	0.144729589314	0.0202117086163	0.0283425705982	0.285184805591	0.0769882542647	0.148723640927	0.271901783224	0.023917643601
a20	0.138659864199	0.0204266663764	0.0212986533621	0.23056698643	0.0602042138482	0.150266234376	0.353127148023	0.025450250931
a6	0.159778601296	0.0270864059321	0.0261919036447	0.186154441177	0.0788815971494	0.123889525632	0.376859762608	0.0211577627103
a31	0.161094038472	0.026739937044	0.0294593283696	0.194504911726	0.0978898885831	0.110189618411	0.348336526269	0.0317857371701
a8	0.165383734204	0.033522884348	0.0385908447832	0.200095895775	0.103715491861	0.113150128404	0.287276128423	0.05826489619
a20	0.131602636428	0.043852129316	0.0552182595611	0.202716934858	0.117217567954	0.100175740068	0.258612505208	0.0906042496633
a31	0.0956443651093	0.049366492772	0.059704143467	0.214199759619	0.117177681518	0.104399047556	0.241362887669	0.118145642134
a37	0.109142423236	0.0592973270573	0.0687995269557	0.20728021494	0.108979814106	0.110364356185	0.199175435823	0.136960921691
a31	0.121614425459	0.0800838770858	0.0799577423852	0.20695997938	0.0945458931687	0.104975744328	0.161082157074	0.150780195697
a24	0.10397174148	0.0956235510286	0.0870736839951	0.20307428026	0.0907339092562	0.110762285909	0.143371046958	0.165389499499
a31	0.10140307766	0.0985214370762	0.088812756865	0.185121337887	0.0843737674854	0.109909898503	0.135956623053	0.195901098546
a20	0.11061767664	0.101668645072	0.081444359155	0.177015867362	0.0768887043618	0.100071111768	0.134442189351	0.217851448829
a31	0.125180946413	0.106897500004	0.0770248085183	0.163946634521	0.0717324309206	0.094933643456	0.14120824365	0.219075794523
a7	0.142612143918	0.105680810421	0.0744767326394	0.155901658507	0.0675472933735	0.0880416760187	0.148692618017	0.217047065421
a35	0.141629653439	0.0991352259603	0.0738863502131	0.142514862636	0.0727722481912	0.0946350352729	0.163941995206	0.21148462494
</S>	0.133121689949	0.0971735967802	0.0770136435066	0.147941396918	0.0769311998956	0.0988865085365	0.162719681403	0.20621227767
