 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.258248395221	0.0452999295	0.155780771565	0.065009565919	0.173585896607	0.068385143324	0.2336902955
a18	0.197549121991	0.0652050078143	0.152606074882	0.0334276380877	0.2450379907	0.0887816272393	0.217392537193
a31	0.151204104288	0.0866119978698	0.186886208922	0.0271916882066	0.24577825302	0.10461963448	0.197708093537
a20	0.158489757891	0.0686272271366	0.227019263172	0.0330895587089	0.220603844033	0.10959063805	0.182579687931
a31	0.192737569423	0.0447679597029	0.227234342357	0.0479602329763	0.208018041678	0.0919058252513	0.187376026756
a37	0.262413579478	0.026501255483	0.175508478166	0.0538414957321	0.207124060893	0.0824946694871	0.192116472345
a18	0.327802029697	0.0238640979797	0.121900946655	0.045020499444	0.199072582964	0.10213124638	0.180208614248
a46	0.357365237032	0.0266443618646	0.107082198685	0.038341431348	0.209465009321	0.103567990283	0.157533797216
a31	0.310144370757	0.0516711398815	0.150066319028	0.049927761316	0.208222286707	0.083915164249	0.146052981139
a46	0.247781096557	0.0638762225605	0.163894592609	0.0560846069053	0.208723310169	0.106208837083	0.153431338446
a31	0.205177042024	0.0676960018802	0.17354919967	0.0698352818751	0.205613123456	0.123316287228	0.154813057969
a46	0.176291537079	0.0815965426801	0.190810449223	0.0832568006917	0.188297666619	0.139575833476	0.14017116381
a31	0.169076915964	0.10392218608	0.200359248074	0.0895334947906	0.171800135806	0.143027278959	0.12228072755
a46	0.159134368988	0.120796012227	0.207566063958	0.10045068997	0.155419200802	0.147717926786	0.108915722263
a31	0.169890647863	0.126599402649	0.210752892253	0.106648316963	0.135952910867	0.150873102795	0.099282708041
a18	0.177353108821	0.13169513431	0.220433361684	0.109955254494	0.122473772356	0.147798960865	0.090290372967
a31	0.187954170874	0.124660591997	0.215808131495	0.116192347805	0.112339179719	0.151349740088	0.091695807789
a37	0.198910488958	0.128471565559	0.212708416498	0.117098449135	0.10432584604	0.142850728896	0.0956344995963
a13	0.209823324319	0.146122357046	0.178277657099	0.101010744578	0.10341121068	0.168022914965	0.0933317935321
a31	0.22661197144	0.143796187515	0.1825491697	0.107458343726	0.0989385612933	0.145045105855	0.0956006539907
a20	0.21858573148	0.143627885238	0.1900676023	0.107663885282	0.0983714200311	0.132412093618	0.109271385477
a31	0.220415648827	0.143193132079	0.184025141033	0.118773536734	0.096475757677	0.125022719606	0.112094083512
a20	0.221850328276	0.13995906296	0.178696161611	0.126547526645	0.099123818359	0.122053777202	0.111769327057
a31	0.223885530625	0.133331145653	0.17008984507	0.138215991748	0.100961863253	0.121871372801	0.111644249579
a20	0.228323775408	0.129302410751	0.165788438623	0.143304794783	0.102793218218	0.120646119667	0.109841253086
</S>	0.214889964704	0.144859785475	0.156564489412	0.122634810292	0.110428448109	0.138329354334	0.112293153843
