 	perché	aveva	lavorato	molto	</S>
a46	0.208618014218	0.2377126361	0.120280659215	0.276400063335	0.156988643901
a31	0.0997328285847	0.265695013503	0.16027023749	0.375034826135	0.0992671054679
a17	0.062165150498	0.273800828044	0.163945872455	0.406374546645	0.0937136039228
a31	0.0405718825357	0.244771045621	0.223629093326	0.369970874348	0.121057108948
a37	0.0267943060252	0.218196032074	0.275161042305	0.348487696649	0.131360932449
a31	0.0973360455417	0.223350529691	0.233824268528	0.301445300883	0.14404386551
a18	0.125515953698	0.214041389364	0.20300810856	0.304238929628	0.15319561037
a10	0.09262288641	0.159591099388	0.194317223184	0.409000876076	0.144467897057
a31	0.166131550217	0.148015240263	0.134242884235	0.408791995559	0.142818326419
a46	0.206941468159	0.111499070021	0.076375403845	0.411456009186	0.19372804714
a20	0.178878087053	0.0941206872737	0.0634122089283	0.437565528395	0.226023483047
a11	0.167590107031	0.125406562625	0.0697154796894	0.405618916798	0.231668921282
a18	0.15297798671	0.151854654008	0.0817082078765	0.363763255599	0.249695888294
a31	0.153935856903	0.159581391336	0.0913254407722	0.328670995533	0.266486318365
a0	0.177221246448	0.172624026179	0.102142725604	0.281459429511	0.266552581188
a31	0.164643951096	0.170355572793	0.109333490281	0.286391859837	0.269275132396
a8	0.131335286632	0.196500086064	0.115883047647	0.290819807279	0.265461780265
a31	0.124814100477	0.211788810088	0.127199930169	0.28546884976	0.250728328622
a7	0.129459298092	0.215116847696	0.13125565239	0.285597202187	0.238571027141
a31	0.131141932964	0.216550936832	0.13305493675	0.292628931662	0.22662328598
</S>	0.128499870782	0.189149068816	0.136723700805	0.322823030831	0.22280434299
