 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	0.03772454826	0.0101582766951	0.010326119348	0.005002833227	0.009385396113	0.012929805689	0.0227559794762	0.070850755233	0.053553389173	0.02322296855	0.017973259016	0.057075984102	0.0315437496487	0.029446718049	0.027304228949	0.029289850212	0.09779890744	0.112564595654	0.029765044052	0.084709937001	0.15081011433	0.075807532868
a11	0.0146620792231	0.0125536603605	0.00790942757895	0.00495317279953	0.0148857813673	0.011821136403	0.0181938936369	0.0695934431874	0.0510487117474	0.0189868436113	0.0132535400395	0.0438461782887	0.0126837353004	0.012606824987	0.0249961609663	0.0424658684897	0.11417446741	0.210452475087	0.0880309883973	0.0542895833837	0.128359073947	0.030232941826
a23	0.00900702930332	0.0096630462162	0.00612232289166	0.00511582806904	0.0406377197914	0.028917927181	0.033292614035	0.036714857902	0.0324555636702	0.0195917815958	0.0199222228298	0.0514127140829	0.0147434972501	0.0135672266583	0.0346596319154	0.0678168230342	0.09182058742	0.217105625762	0.146295133752	0.0387409153412	0.066755612119	0.0156413078213
a46	0.00684538511884	0.00480760524607	0.00722237845578	0.00840785672261	0.0596015438651	0.044179414127	0.0386908770782	0.0242730146413	0.0274130712367	0.0432460142919	0.0263396856285	0.0697459083123	0.0207058606167	0.0210504654968	0.0455300278905	0.0815187525381	0.0767882997107	0.144461429121	0.185517245404	0.0235630101271	0.031318557117	0.00877359091643
a8	0.00462097173363	0.00325082151602	0.010311850246	0.0147078886938	0.050489552583	0.0373314667757	0.0274445185761	0.0397761678409	0.0409664727389	0.0742009729026	0.0281472721482	0.0747098076354	0.0225669158522	0.0246032602523	0.0505877831022	0.0785580149527	0.0777194031056	0.112726331707	0.170772805635	0.0238430566424	0.024634978463	0.00802967463348
a31	0.0033837707006	0.00419389106067	0.0169421877526	0.021283257057	0.0405210077377	0.0335285652099	0.0275589493218	0.0507759516329	0.0557628728596	0.0941204269272	0.0313012795827	0.0595092947718	0.0215278709887	0.0181804717954	0.0407984575607	0.0821287585642	0.0754031944399	0.0987156891023	0.143143704645	0.0351252350008	0.0360645989543	0.0100305519885
a20	0.00280122029752	0.00399078154889	0.0166573316961	0.0193555005007	0.0306522290359	0.039524559428	0.0428163477118	0.0645890366006	0.0569842311105	0.0932204406574	0.0295229760089	0.0632917943373	0.0167448295989	0.0121835285111	0.0311269499602	0.0774886733814	0.09659354982	0.0906032178941	0.125462026202	0.0356568813803	0.0415041742114	0.00922972793217
a31	0.00395854228805	0.00311944869243	0.0142315446522	0.0147393506062	0.0236606843186	0.037572327582	0.0467358099666	0.0791230969096	0.0555201413052	0.0834957702393	0.0280558167253	0.0621987452151	0.0123485932915	0.0096966694997	0.0232452655467	0.0648876498805	0.109804385567	0.107063543225	0.113928290321	0.0341520501534	0.0622188201638	0.0102434696227
a39	0.0062055553696	0.00274326127668	0.0120590074808	0.0108131839614	0.0171719477862	0.0307085970267	0.043850666686	0.0808993534899	0.0567971691087	0.0693092808036	0.0312896746572	0.059923626713	0.00946866613435	0.00752449213457	0.0195698343289	0.0542508052935	0.106423436138	0.131616202938	0.129256825374	0.0371449915645	0.0711307042146	0.0118427246342
a10	0.00611252738565	0.00393121807263	0.00808073319873	0.00765732816247	0.0135948572954	0.0243100391489	0.0398673058857	0.0800266656041	0.0629950247542	0.0529637093657	0.0418370867549	0.0820132189977	0.0154030643961	0.0100090785249	0.030327193623	0.0483544876245	0.110777552123	0.113233169149	0.136775371245	0.0521296492015	0.0484957993649	0.0111049249247
a31	0.00360957942553	0.00614358007954	0.0134249217706	0.00966334942282	0.0141934801491	0.0168274313363	0.026213805011	0.0517209787147	0.0475476179601	0.0352432196418	0.040969466941	0.0591710359506	0.0154119957787	0.00724724351457	0.0280114121477	0.0614222766815	0.089229223995	0.0938422525563	0.167472766802	0.106184267814	0.0938095025216	0.0126406017016
a8	0.00374137645851	0.00493124180358	0.0136075198285	0.00918656149094	0.0100794909137	0.0193740174721	0.0298057958184	0.0509234484606	0.0491630545434	0.0258438759683	0.0345603330683	0.0580329338635	0.0127059693762	0.00887737981112	0.0239823455492	0.0631701254605	0.067024547975	0.113143717579	0.165258258681	0.111388657538	0.113245929221	0.0119534387939
a31	0.0037239844795	0.0105680481576	0.0229163539274	0.0111725385736	0.00871502380457	0.0219453285107	0.0298411205475	0.0489879651373	0.0489932577845	0.0224461024201	0.0347048529094	0.0575956858125	0.0109126898781	0.00941053067437	0.0223498378497	0.0596984310602	0.057360006175	0.099744278853	0.174011210374	0.105827251426	0.11969014092	0.0193853801246
a20	0.00246726646717	0.0125303474285	0.0260534167055	0.0115548077272	0.00847278195752	0.0230960735569	0.0339872255125	0.0445351647831	0.0478413237748	0.0220857336067	0.0351530464098	0.0512424724522	0.0128392927664	0.00773862529079	0.0192738061726	0.0614246253667	0.0502571790483	0.064489390671	0.165649402718	0.144069860835	0.131810266873	0.0234279059682
a31	0.00317079432039	0.0207979814982	0.0263509596968	0.0161141273484	0.00964186175051	0.0250678071656	0.0368324528608	0.0461558400184	0.0504174445183	0.0222669443489	0.0332935436833	0.0505440478961	0.0138586449305	0.00743323366293	0.0181962772802	0.0629805564022	0.0490396683528	0.051497417877	0.162594545833	0.129134123738	0.131994718758	0.0326170080061
a20	0.00380207269213	0.0249977203754	0.0276924190239	0.0201958945295	0.0123074949035	0.0289448496152	0.0364958514136	0.0601317536528	0.0575815565994	0.0231284565763	0.0332381033078	0.045434781404	0.014529830535	0.00752970488364	0.0172469486001	0.0689422315607	0.0476453692936	0.0441153693257	0.151405935944	0.112220621275	0.126330192739	0.036082825732
a0	0.00439614950071	0.0122092490709	0.0153631124643	0.0185489950282	0.0173390688105	0.0431634911784	0.0477687660845	0.0820620730909	0.0790757284265	0.0385572219188	0.0511108970626	0.072266438188	0.0252504897618	0.0110538652992	0.0200926316334	0.0685092878269	0.0397531238205	0.0337026295686	0.0816957606347	0.131053349288	0.0827900489663	0.024237602264
a20	0.00713602277957	0.00957503411243	0.0163221389261	0.0196993310771	0.0202445360702	0.0459295986928	0.0448355580508	0.0772600949036	0.0811459903135	0.0470328407816	0.0582378824175	0.09799256062	0.0298713793167	0.0117017984671	0.0165007522111	0.060438844469	0.0350025794335	0.0556395942829	0.0670226373849	0.105799206176	0.0735684925221	0.0190431151347
a28	0.0110073008712	0.00966903522768	0.0211639653228	0.0173606495468	0.0177931042814	0.0342764601576	0.0341167382342	0.0713404007177	0.0787531488878	0.0439901812852	0.0532009471078	0.119884280947	0.0295896167812	0.0121435888264	0.0139800075837	0.0503294012563	0.0543333329185	0.086007066021	0.108785231898	0.054605799972	0.0637745057074	0.0138952311056
a17	0.0148850162868	0.00922852521709	0.0265305955644	0.0178340722727	0.0189338881165	0.0340594583525	0.0353038638973	0.0805045022304	0.0834807531559	0.0403589336551	0.0578674214823	0.115442400844	0.0296332888494	0.0154429990315	0.0138983492612	0.0433897966188	0.0690801646602	0.0993159908003	0.109501376743	0.0288171357373	0.0446608125025	0.0118306405725
a31	0.0149607767227	0.021470502635	0.0272047792921	0.0262904222796	0.0311029517415	0.0421320170775	0.0387660304304	0.0718511888048	0.0748651030733	0.0332373301757	0.0485175718751	0.0772834242133	0.0272146589087	0.0178781314078	0.0146341710404	0.0616743998996	0.0615820646934	0.0850847938001	0.086548812041	0.0558142015124	0.0651235219675	0.0167631253408
