 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
a10	0.115882854308	0.017244732264	0.123182112025	0.217759327686	0.14611779943	0.048539931246	0.0630333997639	0.11844234216	0.053419108703	0.096378360595
a31	0.0521285798491	0.0228593705193	0.141648052528	0.169356167049	0.184533098343	0.155482561075	0.104345176464	0.10101068312	0.0331298368677	0.0355064458289
a1	0.0276551129842	0.0257019861771	0.103118844978	0.0971836992967	0.181340502581	0.230957988918	0.131953738427	0.148338808373	0.0330188549032	0.0207304516335
a28	0.0155793576731	0.0238278560658	0.086949677102	0.103563449479	0.23452589046	0.168130784639	0.107844618701	0.208736986684	0.0295914295271	0.0212499370878
a24	0.0372716970228	0.0276195644774	0.0832313696007	0.156787900826	0.25769383282	0.130169318193	0.077822091087	0.177608974788	0.0278295515457	0.0239656779794
a31	0.0708251509476	0.0285032513258	0.0817939967936	0.142125515122	0.207656494273	0.128255678731	0.124439785109	0.163575718063	0.0250566220826	0.0277677723999
a18	0.120462951223	0.0261101259919	0.0706776957112	0.100639798754	0.147903580471	0.10343992477	0.18813473377	0.195749452601	0.0217520574382	0.0251296726
a24	0.207000580768	0.0281770833246	0.0815363417437	0.0884787741847	0.11372660359	0.0724087042967	0.155556776857	0.206644515847	0.0240966357914	0.0223739850033
a13	0.255916402283	0.0325760319015	0.0877634152546	0.0797524131282	0.0945068707433	0.0541292910189	0.100637742046	0.245832638736	0.0283153325651	0.0205698556344
a18	0.253095173814	0.0320719789938	0.0763045642715	0.0843215133761	0.0868571635411	0.0456899495063	0.0768434360753	0.290738948645	0.0367123753824	0.0173648901781
a31	0.217587712811	0.0540384451179	0.0634819937972	0.0837834363254	0.0851206273137	0.0772754369354	0.0960057880851	0.260024222695	0.0406917503121	0.021990590386
a24	0.18338317813	0.0674961564593	0.0514250268391	0.0898889483085	0.110951871171	0.104419292178	0.122893336628	0.191482089012	0.0458465481507	0.0322135587087
a11	0.183830662837	0.0619395707264	0.056186508013	0.118776024636	0.14079011479	0.0850585469927	0.105679395269	0.156401676271	0.0540598218769	0.0372776885396
a31	0.151973407309	0.0774885117888	0.051001413871	0.133499497145	0.143242857397	0.0999100978642	0.0939287577763	0.154789203044	0.0516169790723	0.0425492849832
a39	0.117969744146	0.0802266921696	0.0439828132237	0.158422720048	0.153277774199	0.123048220888	0.0826233924388	0.142032868481	0.0508033958108	0.0476123801171
a20	0.116544115822	0.0723713080832	0.0509315486746	0.200828133283	0.176978408333	0.105432530696	0.0662382187929	0.11621218912	0.0501757791969	0.044287766791
a31	0.090287944356	0.0752754449891	0.0465172874249	0.184343725961	0.160928158378	0.0998254632987	0.0969904269976	0.148320544467	0.0475732699056	0.049937735853
a17	0.07999136059	0.066351919271	0.039955824875	0.19033772992	0.154097069793	0.118368053033	0.100666594266	0.160912732689	0.0401465551019	0.0491721661377
a20	0.088170911966	0.0620824945703	0.0443101238917	0.25002854864	0.166410027998	0.119432620578	0.062138888022	0.134738327676	0.0309958655406	0.0416921928726
a31	0.075312473974	0.0713793947954	0.0411183602972	0.228938496613	0.133760995579	0.102996840866	0.0924103803407	0.164673380539	0.0345033208869	0.0549063462802
a24	0.07780026519	0.0616403269105	0.0444728476991	0.199459163738	0.125141596306	0.109089057662	0.105758739047	0.177188684013	0.0367722713623	0.0626770407361
a20	0.09156723835	0.0529804690168	0.048616135633	0.224329357313	0.140259609902	0.127764241594	0.0654677326157	0.150236218684	0.0305789889208	0.0682000102454
a8	0.0958906139567	0.0503888354056	0.0475072487443	0.247328052704	0.137150190234	0.130411445638	0.0473508526719	0.149150397808	0.0282227858736	0.0665995843685
a20	0.0901230665589	0.0603682280019	0.0500955498481	0.232057183568	0.134619296811	0.125109286566	0.043252206424	0.152322118536	0.0322725688979	0.0797804954562
a31	0.072170724533	0.075274802954	0.0445890661694	0.179845175189	0.11567482109	0.128591029409	0.064306410508	0.166280479245	0.042232306606	0.111035184975
a24	0.0728106339777	0.0781027326047	0.0414600770765	0.150869953196	0.112211596783	0.140893498703	0.0751215016027	0.165284140642	0.0471451356687	0.116100739482
a37	0.0876131643459	0.0886103022682	0.0429672746255	0.150005583465	0.125841215128	0.138725196308	0.0608637313342	0.148952648441	0.0437206011829	0.112700280427
a46	0.101637103129	0.0967329916894	0.0468405486085	0.157761101422	0.122092607176	0.119656675409	0.0557828127114	0.147934959314	0.0415378683543	0.110023321589
a31	0.0958537957563	0.0932664859765	0.0499293830028	0.144889468207	0.105190028325	0.101690641523	0.0731937247705	0.177569649805	0.0446856695181	0.113731154161
a28	0.0798600867121	0.0985841700055	0.0491205188676	0.120945327536	0.102887048708	0.107437918761	0.0833557155902	0.185698677335	0.0481075338394	0.124003011105
a24	0.0908748734907	0.123131990869	0.0524874825559	0.106495936512	0.113621385503	0.11237417234	0.0686562984301	0.159902501512	0.0462915254798	0.126163850628
a31	0.0981998390302	0.124699994323	0.0577588132186	0.105318751104	0.103045185834	0.0961198019133	0.0663658377767	0.162075879504	0.0504946902266	0.135921227793
a17	0.0926313809434	0.113245854008	0.0602457226395	0.101018494301	0.0933145713447	0.0864519503511	0.0717125288589	0.167564541101	0.0581306376755	0.155684339148
a31	0.0948524570811	0.114294980936	0.0602261508798	0.0915576163003	0.0862680961149	0.0810827955504	0.0783186768863	0.1671759477	0.0656744190252	0.160548876013
a46	0.0987848966137	0.102567404245	0.0653072666933	0.0953173170334	0.0833370906383	0.0774934391501	0.0809893619621	0.1654663689	0.0699503168751	0.160786548328
a8	0.106893391051	0.0904910535483	0.0754597200978	0.105590078344	0.0846273356128	0.07550292845	0.0771045037874	0.167456233233	0.0651271952917	0.151747566046
a31	0.112547558237	0.101159786116	0.0765102366993	0.100563354181	0.0816073756709	0.0733749049967	0.0796483291291	0.164683396811	0.0684733762972	0.141431684895
a8	0.109990569106	0.104538242572	0.0775092922998	0.0960185634603	0.0848250622903	0.0737387964456	0.0796758255097	0.161113562404	0.0710741206324	0.141515965088
</S>	0.109834025463	0.097106137886	0.0822871547499	0.10087355073	0.0874680771452	0.0737760292228	0.0768558652548	0.164623537402	0.0667027368162	0.140472878434
