 	sicuramente	stanno	ancora	svegli	</S>
a17	0.183889693007	0.20601849558	0.2755279519	0.14741681077	0.187147073425
a24	0.121841507549	0.2041001474	0.387843524633	0.155830723323	0.13038410087
a28	0.0960717875097	0.18492207262	0.432093565278	0.195310729848	0.0916018339153
a37	0.11403555989	0.172139153607	0.435862315159	0.208649548192	0.069313401103
a18	0.146621440857	0.189354726069	0.42694286672	0.180571486438	0.0565094512709
a39	0.138632889619	0.19804456349	0.431292945573	0.160848550618	0.0711810378623
a31	0.117299783473	0.237497069723	0.429048402191	0.141966966006	0.0741877821741
a39	0.111859870264	0.233175244301	0.405294622597	0.142370710869	0.107299549811
a31	0.111975324728	0.243740275934	0.349273816399	0.16232450089	0.132686080804
a46	0.113828291443	0.256583389045	0.299162660533	0.172761232563	0.157664437935
a31	0.145310820548	0.216990976748	0.265893687911	0.183315763721	0.188488763712
a18	0.167223479316	0.203995014916	0.23197714097	0.212070852974	0.184733515704
a31	0.179566526239	0.209405366305	0.22457016239	0.221791811725	0.164666135501
a39	0.18042875248	0.212637081902	0.22282520353	0.232703767575	0.151405193634
a31	0.1761709884	0.210131464367	0.21931378171	0.249753767525	0.144629982345
a41	0.174340327	0.204308678722	0.213714981437	0.261389394842	0.146246609248
a39	0.13921204656	0.203147572241	0.201621513146	0.279755455614	0.176263421749
a28	0.120845574453	0.22302697328	0.190746437715	0.281314121871	0.184066897916
a20	0.115530050618	0.222537552293	0.186438721905	0.288096525957	0.187397147972
a31	0.145786157406	0.224535559564	0.191528004635	0.265037389652	0.173112891457
a39	0.155798498735	0.226001899588	0.196605793545	0.248545166217	0.173048651286
a35	0.129980110512	0.230313196796	0.189051209182	0.257416629406	0.193238864429
a31	0.152607944437	0.254590215599	0.187904783727	0.229606983135	0.175290080343
a11	0.161822014612	0.252957894533	0.192146389242	0.220249236378	0.172824460314
a18	0.133406279137	0.236960371178	0.190903085081	0.243432904126	0.195297336771
a24	0.118721462446	0.235106082593	0.191354163294	0.250519876042	0.20429838919
a31	0.151576321549	0.250624634998	0.185247133365	0.225457382681	0.187094501797
a18	0.157676056116	0.249762161533	0.181822457122	0.21147719756	0.199262104399
a31	0.160397946372	0.252716218778	0.182355958774	0.20472576852	0.199804082733
a18	0.184841410591	0.257393795459	0.178192072658	0.199904379507	0.179668332711
a15	0.16212877853	0.244053887686	0.181360464886	0.216643295836	0.195813577637
a8	0.14468503151	0.254669358229	0.186346182962	0.217221749279	0.197077673812
a39	0.137047302437	0.267095505743	0.190183782321	0.209745732426	0.195927683337
a31	0.149277451412	0.285123536581	0.19036416544	0.197024385475	0.178210471112
</S>	0.163561046406	0.29748928029	0.18838930172	0.190566560738	0.159993814056
