 	voglio	un	forno	che	vende	rustici	</S>
a31	0.11282478218	0.144915184319	0.20189146977	0.14893445025	0.0400759714	0.220839076185	0.130519070269
a37	0.081965264168	0.099232115779	0.21898684357	0.15111521245	0.03021759056	0.325718094982	0.0927648642553
a31	0.0554056828322	0.0718220646457	0.21519823319	0.149751258743	0.02748151025	0.387137585981	0.0932036518818
a17	0.0452295605831	0.0633328010439	0.253409736263	0.174588434608	0.0336787791933	0.351450119214	0.0783105676573
a20	0.0673563147653	0.07843303774	0.271908062488	0.169538181403	0.0330490764778	0.261281766514	0.118433562914
a31	0.0940922448418	0.127659428283	0.256283005096	0.156025280868	0.0505212581459	0.200460924041	0.114957853431
a41	0.108696785941	0.140406696761	0.270320727099	0.169059312889	0.066449133282	0.15570319067	0.0893641493017
a24	0.129656443927	0.163342958687	0.242691395633	0.154264443963	0.0904943132873	0.117574885087	0.101975564622
a31	0.119317270529	0.208327093229	0.189546323744	0.127347967854	0.165551995456	0.0956799413157	0.0942294205813
a39	0.0962106739357	0.205473824036	0.184383754115	0.131669426018	0.212408402752	0.0874018808719	0.0824520421744
a31	0.0776645673712	0.166194698105	0.191193725572	0.137919391339	0.244205127451	0.0898213335706	0.0930011392955
a8	0.0736957377291	0.124167986035	0.213026451457	0.151653967646	0.22833479175	0.11097968202	0.0981413687712
a26	0.0787149164817	0.125684392945	0.254876817819	0.169328437882	0.159467697517	0.108448985933	0.103478746912
a23	0.0753900407606	0.150463083648	0.268678271606	0.162253841561	0.135850685572	0.0853480214583	0.122016050463
a31	0.0760008126535	0.154885261216	0.241760938002	0.152036205254	0.162508507924	0.0822494218788	0.130558850876
a20	0.0777871640178	0.139619802139	0.242712847801	0.147643588618	0.162417381308	0.101182938622	0.12863628545
a39	0.0769209700726	0.151118361246	0.2699080666	0.145053784606	0.121523593103	0.116597357447	0.118877878485
a11	0.0806192691575	0.167832591882	0.2673407722	0.138663072469	0.112049797701	0.117910771682	0.115583732524
a37	0.0856051643192	0.186617020627	0.247304298467	0.130823221423	0.115749265634	0.112415015694	0.121486022035
a14	0.0894859941731	0.191589013542	0.223594828822	0.128547515074	0.127630802278	0.108615672798	0.130536184952
a24	0.102327136991	0.184127559181	0.208699623607	0.128613339425	0.133359035426	0.104628538566	0.138244780444
a28	0.11847208653	0.182700608394	0.197227346936	0.128858428342	0.136244492475	0.0987844997887	0.137712542128
a20	0.125972083943	0.188771371865	0.180714694045	0.128742320181	0.142972808158	0.0947037009962	0.138123026083
a8	0.131825955548	0.197690805422	0.176251474415	0.129196230794	0.142310774719	0.0926740592654	0.130050729601
</S>	0.135559200474	0.200414292311	0.179841853208	0.130978791997	0.14147246636	0.0930995185327	0.11863392203
