 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
a31	0.014635326118	0.0157931137268	0.011971195088	0.0058871036429	0.0194597651124	0.132257718905	0.081789983348	0.046515360335	0.03109032593	0.06709700743	0.12960843366	0.08074211756	0.12009515031	0.063140568796	0.080494470526	0.0994223511047
a37	0.00736391136645	0.0285502806314	0.0100482082374	0.00927723866453	0.0327062917811	0.139240115685	0.0780972081933	0.0658200844697	0.0460606019631	0.0877700774727	0.168580528153	0.0800499336533	0.0978453016633	0.0496324036617	0.0498572618347	0.0491005429505
a31	0.00451167061726	0.0338295245001	0.00942440111685	0.0110908169168	0.034884844123	0.064730008685	0.0438053639398	0.0745272904466	0.0535118519021	0.100894831343	0.186061953851	0.118415920151	0.0918038790744	0.0723286823062	0.0653690480589	0.0348098953331
a46	0.00653626879062	0.0211910050312	0.0086356619799	0.0140864698178	0.0331274258903	0.0399340665883	0.0483905741686	0.0766354012209	0.058887078362	0.0969190367503	0.18544881095	0.15872112805	0.0895705217581	0.0641552867361	0.0728878050083	0.0248734431275
a24	0.0181331150852	0.0192441071149	0.00877169955837	0.0206732846441	0.0329544360034	0.0326302454628	0.0686391153889	0.0709574626003	0.080746348054	0.120677286943	0.16178896945	0.152448391017	0.073441600786	0.0357546355727	0.0773992965194	0.0257400074218
a31	0.02319404814	0.0157514268345	0.00626177781956	0.0162671093224	0.0257397214793	0.0231106013743	0.065260079347	0.0685201777268	0.091650339618	0.153994062448	0.14911107455	0.140802487339	0.0865322795953	0.0303703253109	0.0756822524398	0.0277522383526
a13	0.0168881976418	0.0137322602097	0.00535712369959	0.0106083615415	0.021336622718	0.0178576200714	0.062015314035	0.0752796911023	0.101846547673	0.189892482616	0.150105849983	0.126179322913	0.0910515905318	0.0414155391836	0.0512893792999	0.0251440809095
a24	0.0170314067194	0.0125330479703	0.00516635033594	0.0101694093015	0.0241977723873	0.0287509771571	0.085739626091	0.0717091364674	0.110512861491	0.199048491605	0.129492256461	0.100759192371	0.0749060885106	0.0543641104679	0.0504698273933	0.0251494210245
a31	0.0197965819714	0.0145574425848	0.00580850154262	0.0094798555949	0.0267356932962	0.0448421314677	0.126510097004	0.0824592480225	0.0971164208303	0.162797676202	0.10714326062	0.083642581457	0.0688915023035	0.0589688490893	0.0606103992044	0.0306397320695
a13	0.0139908004409	0.0130813969229	0.00598100674487	0.0084088860803	0.0223070913285	0.0388081860046	0.153120122059	0.0847443002742	0.0870258547434	0.145190168067	0.10452168914	0.0681240768857	0.0688115644278	0.0805857802524	0.0746329640015	0.0306660984098
a17	0.013221268669	0.0123758683943	0.00570334164029	0.00854425258627	0.0278589172602	0.0254212497082	0.164138078135	0.0687768386247	0.0934466308478	0.137916173489	0.11390000338	0.0596476630952	0.0690084197026	0.0932377373401	0.0784560587818	0.0283475085699
a31	0.0168627540677	0.0172050221914	0.00839598960143	0.0128618811747	0.0368257875467	0.0306189603161	0.159257960071	0.0790295704082	0.0884688893493	0.102106882343	0.10452990178	0.0566142232984	0.0711891697342	0.102704256433	0.0842223107753	0.0291064550566
a28	0.0124422761959	0.0147919893571	0.00845695873381	0.0121972818331	0.0294228785022	0.028711727792	0.147591783695	0.0860042737561	0.0744609469164	0.101263653961	0.0983584645333	0.0511536529661	0.0661885417647	0.114778013718	0.126416067725	0.0277614965855
a31	0.010240087792	0.0117908238524	0.0088205182446	0.0128406062015	0.0251528813541	0.025662670304	0.136506507034	0.0829343893387	0.0643441285721	0.097818139787	0.102551654998	0.0486621266554	0.0620427732416	0.118793666613	0.161215948308	0.0306230824618
a20	0.0104035880307	0.0121874040841	0.0109596929882	0.0175399200457	0.0294213003714	0.0292991991013	0.139621980028	0.0788455889129	0.0692133452574	0.0949513290623	0.108749194459	0.0488798188585	0.0591305266272	0.116440450651	0.144812482103	0.0295441901073
a24	0.0107057499169	0.0146428575347	0.0126356106627	0.0241941801156	0.0423334032038	0.0351750349538	0.156219593932	0.0742340873043	0.0721032176191	0.0915766765541	0.10044496748	0.0423133124662	0.0475017144491	0.094403926917	0.158319925054	0.0231957655691
a27	0.011652252239	0.0197958819762	0.0148597478676	0.0358125513078	0.0650976725346	0.0400496456513	0.156273120634	0.0923575709681	0.0754893556064	0.076450135718	0.0821430946667	0.0362806719287	0.033276679683	0.0747036409257	0.166509435231	0.019248559403
a24	0.010079688033	0.0201811758901	0.0132098536199	0.0393251473749	0.0670564141382	0.0358672886238	0.152277000104	0.108057135903	0.0766040308688	0.074798579106	0.0843320559289	0.0418757619429	0.0328753653343	0.0672630513152	0.16074166711	0.015455783141
a37	0.00867324336967	0.01752914399	0.0112631497186	0.0391637007578	0.0620600907394	0.0401010694446	0.145003156283	0.117427579814	0.0665356126229	0.0657879753687	0.0860339443096	0.0523264926143	0.0378775951381	0.0612173957117	0.175039904677	0.013959946647
a31	0.0108602447619	0.0219810355167	0.0137665105742	0.0388509938633	0.0557819755798	0.0383416528449	0.138237406045	0.135874875405	0.061129816341	0.0570319863229	0.0748410267699	0.0619262439048	0.0447751817594	0.0754501530706	0.155580336379	0.015570560489
a46	0.0128573051273	0.0239825766436	0.0140856286754	0.0307887675679	0.0490313659399	0.0308769467883	0.131706028988	0.149463517868	0.075010792247	0.0700458381743	0.0724274241233	0.0555428246016	0.0434953687065	0.0877783203569	0.13012664746	0.022780638543
a20	0.0146333023891	0.0196074674325	0.0146092440758	0.0272957534879	0.05512205066	0.0431286641294	0.120398947101	0.162719447223	0.0816230748157	0.0769089697248	0.0778398542411	0.0433670307672	0.0384008846488	0.066457233619	0.1267852212	0.0311028504877
a13	0.016659122405	0.0177053514308	0.0173000927626	0.0323000570498	0.0591229017867	0.0501151362671	0.103605590912	0.171821898674	0.0599457370052	0.0569509615749	0.0746752778137	0.0527247933891	0.0643163782429	0.0511956007197	0.134923524947	0.0366375887892
a0	0.0155859493003	0.0149179988103	0.0161711685402	0.0288180793231	0.0493797510289	0.038417858613	0.0764276621993	0.171237044091	0.0460610807351	0.0437285156583	0.0729035547379	0.0665516891297	0.110045045821	0.0582889824732	0.150234155596	0.0412314930631
a8	0.0152210083968	0.0140877427701	0.0173859018534	0.0219214706066	0.043409456903	0.033702439091	0.0661860613444	0.168667526364	0.0563850557117	0.0441272937528	0.0730162359126	0.0683143816632	0.13300187654	0.0625747417777	0.143992994932	0.038005827101
a31	0.0155618563223	0.0169129433567	0.0184288349105	0.0217895132102	0.0439291761943	0.033216198977	0.0822956681128	0.175454625255	0.0612586768372	0.0445946465443	0.0701965213042	0.0691142246411	0.112912529433	0.0596576144326	0.123369333977	0.051307636607
a20	0.0174841604441	0.0202177572056	0.0180842646668	0.0233567303024	0.0450267117981	0.0379700453923	0.107063789081	0.179614483352	0.0503829227457	0.0477553404748	0.0709827149014	0.064975489347	0.071803840291	0.0539679153842	0.122587811199	0.0687260163357
a31	0.020571370048	0.0260831633552	0.0231644497976	0.0315668356863	0.048121624166	0.0391188963141	0.114426464738	0.171830263317	0.0549817549819	0.0539934674916	0.0718626723205	0.0535102849823	0.0479278674703	0.0481080616947	0.122159862506	0.0725729484319
a46	0.0201653398093	0.0289190946224	0.0230527199645	0.0309361771384	0.03962138784	0.0282361406014	0.0914518879957	0.171531002772	0.0650121317273	0.0589428418972	0.0727714427935	0.0531084475274	0.0453645220301	0.0541834695316	0.138322799669	0.078380580504
a31	0.0241907752364	0.0323265983915	0.0251623965402	0.0331717855594	0.0464109003647	0.0273554364405	0.0737467230052	0.152004438191	0.0690231614424	0.0589167897657	0.0711299522645	0.0516407007758	0.0441200061967	0.0583061559105	0.148257536823	0.0842366396347
a24	0.0267844860455	0.0364055658772	0.0272712449801	0.0390357685793	0.0627479289216	0.0374531655802	0.0716423198797	0.146530425397	0.0723119996141	0.0586112307886	0.0645034787548	0.0418150368586	0.0365820393856	0.0535678532368	0.137449383274	0.0872880761449
a46	0.0247246327152	0.0377305014791	0.0219034306667	0.0310338049803	0.0588086231072	0.0375769333934	0.0662392439279	0.153325813466	0.083279080338	0.0655149067962	0.0683367772516	0.0413615819529	0.0361046629285	0.0510932637456	0.143625748158	0.079340994315
a31	0.0322598646051	0.0437136647464	0.0287520611622	0.0338081897864	0.0549334545691	0.0325186295091	0.0629934112465	0.135475512555	0.0839004143793	0.0597983057987	0.0669008945172	0.0431889709843	0.0395411131695	0.0558666544485	0.145048156786	0.0813007006383
a17	0.0336860943017	0.0433455580221	0.0308796678607	0.0344260043795	0.0521641068564	0.0312571774077	0.0567787300367	0.132622506452	0.0790931397931	0.0605984396662	0.0722884333391	0.0440361776614	0.0373188414165	0.0570715942828	0.139920526395	0.0945130076794
a31	0.0345807527339	0.041156996714	0.0300664342269	0.0304540997365	0.0474166420855	0.0310112164892	0.0507319988956	0.130439713417	0.0762614322644	0.0595824060887	0.0723372243797	0.0441093016871	0.0413815027388	0.0636633072276	0.142946276332	0.103860709826
a17	0.0357719846246	0.0391347979047	0.0316192752556	0.0305818487616	0.0460218892552	0.0312295273697	0.0479773140125	0.120499823006	0.0798405226215	0.0619288722296	0.0736447152599	0.0440067024957	0.0418569234463	0.0644178468759	0.141438649844	0.110029316142
a31	0.0364878605882	0.0379107016349	0.0326101443985	0.0299245915347	0.0444897069117	0.0318963549699	0.0468410926515	0.114839807602	0.0790137966072	0.0626735330099	0.0734924347533	0.0437263597652	0.0433692692621	0.0666514455586	0.143000708415	0.113072197847
a8	0.0377201793294	0.0377159794276	0.0338520230995	0.0301481285956	0.0439018114639	0.0327776770366	0.0465805558298	0.107245165201	0.0783651047357	0.0635476173366	0.0764381758511	0.0448924667884	0.0445349066674	0.0683961993195	0.145333458672	0.108550553216
</S>	0.0336548281647	0.0350527793378	0.0307998407998	0.0295076936708	0.0410983242719	0.0312228464583	0.0448939086569	0.104353777	0.0870474726679	0.0747547605683	0.0917208864255	0.0492825237942	0.0400945231337	0.0618825171598	0.142623134536	0.102010179608
