 	le	canzone	si	scrivono	alla	notte	</S>
a20	0.17388079656	0.198793427201	0.077555855284	0.14452193648	0.1986377597	0.10284462086	0.10376564185
a31	0.258774604323	0.150573930758	0.0359770377613	0.234348990949	0.19535809512	0.08243612192	0.0425312328895
a0	0.353658001453	0.118974193783	0.0241787430332	0.307342292619	0.10549118906	0.051011629268	0.0393439542094
a20	0.252220455837	0.154446882674	0.0360418990639	0.311783565272	0.120480117553	0.0578187331587	0.0672083464458
a31	0.203407351669	0.168162940418	0.0648002910546	0.265727785997	0.140762021118	0.0919445806542	0.0651950308933
a13	0.232280872005	0.140320844959	0.0649574768249	0.229302618766	0.140860937173	0.128963769271	0.0633134848171
a38	0.19356461583	0.134470131253	0.0495600278543	0.226364902774	0.177607223658	0.15728045933	0.0611526483697
a31	0.14310480661	0.147450690151	0.0788779127041	0.203213702076	0.225988524153	0.159086660223	0.0422777004966
a20	0.11053789792	0.122127959984	0.0825227270014	0.197998261425	0.293502048718	0.151408627834	0.0419024554055
a31	0.10883098649	0.107184398995	0.0894463810605	0.183506360475	0.319056766106	0.138446591125	0.0535284852418
a20	0.109325370284	0.103431330418	0.0951865518202	0.172501950892	0.296937391969	0.140438846142	0.0821785332806
a33	0.0873828070689	0.110158574359	0.0762660392067	0.182658552764	0.25988810499	0.160769885747	0.122876024274
a31	0.10723250751	0.12581295052	0.107898361936	0.155932218921	0.20504622473	0.157565930049	0.140511796498
a28	0.11989808192	0.12204440944	0.117771452979	0.169585451107	0.164168555977	0.160722150216	0.145809897113
a31	0.131341191677	0.12128954588	0.123307229326	0.177691593636	0.141425392859	0.155598014099	0.149347044731
a0	0.131169756419	0.118514948607	0.120858452109	0.192218808212	0.13192381042	0.14360089626	0.161713330497
a31	0.13517132066	0.116167749449	0.11687591937	0.204550840004	0.12189170194	0.131565349313	0.173777113112
a3	0.141819074933	0.11751046615	0.116688227723	0.210912039268	0.112603180247	0.121109305398	0.179357709804
a31	0.149561472511	0.115005936317	0.111555120574	0.222122757223	0.106260760882	0.113413048906	0.18208091523
a46	0.15671472265	0.105763997839	0.108535529591	0.229003633474	0.104075209361	0.107134280342	0.188772636392
a31	0.167418360763	0.094651788213	0.10476830513	0.238078379358	0.102957306254	0.101022857547	0.191103007359
a39	0.189452359321	0.0924419144043	0.107203077177	0.240834797719	0.0982023686847	0.0978475218157	0.174017967395
a35	0.189336014774	0.0939067562014	0.0932692347923	0.258079541773	0.0985255250949	0.0942513908719	0.172631544072
a31	0.197850585091	0.0908634704671	0.106915730131	0.249262485124	0.0959905288316	0.095501090344	0.163616121707
</S>	0.193340588995	0.0896562874336	0.124718473066	0.240237523562	0.0971274144158	0.101493065552	0.153426664537
