 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.21967909582	0.17756961427	0.09344269645	0.06562920331	0.07284268304	0.229211231428	0.141625476009
a31	0.208806150552	0.198094648743	0.113342943202	0.0423281139424	0.0403697971687	0.319869025513	0.0771893169444
a21	0.170930928109	0.193261349261	0.0791347427092	0.0254419314932	0.0290384274417	0.390813680177	0.111378941136
a37	0.18828277781	0.150048291727	0.0335661934863	0.0196598923354	0.0374420239247	0.383796640302	0.187204191517
a8	0.226603447983	0.110575885776	0.0238517438688	0.0281570195628	0.0422187921356	0.340823380089	0.227769746747
a31	0.280674463594	0.100707377792	0.0198513160229	0.0486425120009	0.0425962590185	0.284600000696	0.222928081105
a13	0.275478519798	0.0921359727973	0.0170955222343	0.0781686176616	0.0629896664795	0.264772939499	0.209358751302
a20	0.263432716133	0.0938966810258	0.0162014153754	0.0965236294152	0.0775251060998	0.245350107833	0.207070329034
a3	0.230644087378	0.100225003542	0.0214306358491	0.108537998785	0.101295895433	0.232239190878	0.205627175211
a31	0.165676492446	0.101328035229	0.0293446840017	0.107939787588	0.143369005811	0.288974202159	0.163367763137
a29	0.101452919269	0.0896306859923	0.0314509008272	0.134797469963	0.15189027657	0.380717842586	0.110059882472
a31	0.067740645523	0.0836990870381	0.0359315687904	0.156377648478	0.146163515543	0.411096497062	0.0989910336307
a3	0.064517723141	0.0851703300127	0.0459271063901	0.142388990876	0.148806931301	0.419457645221	0.0937312743702
a31	0.0752084137137	0.0909175850709	0.05301178881	0.138630756195	0.151530246674	0.390772510274	0.0999286965701
a24	0.0864035010379	0.10007928909	0.05989060337	0.119081859015	0.140349283665	0.379008744691	0.11518671779
a31	0.085380587146	0.0928316269633	0.06170767671	0.102864761252	0.121206988455	0.38886505683	0.147143317197
a39	0.085099943182	0.0878983566678	0.05961682223	0.097678170464	0.113431331118	0.384276899943	0.171998482932
a31	0.0841847584607	0.0872571812359	0.0584443589633	0.0936852985613	0.101926806893	0.372835808981	0.201665777111
a33	0.0968949350669	0.0854755031053	0.0585485938478	0.0884869009538	0.0897092511243	0.350955832994	0.229928975504
a31	0.100413693736	0.0879152368618	0.0598765173226	0.0839030826779	0.0836827625348	0.340120761665	0.244087952368
a23	0.105153127699	0.0878819318206	0.0612109155409	0.0813405669993	0.0781265970983	0.328187573888	0.258099297523
</S>	0.11658450923	0.0809970555103	0.0632027620805	0.0766730810297	0.0756082971492	0.330264735944	0.256669561762
