 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a17	0.194497332916	0.0699538374505	0.114084952627	0.073430041091	0.19437035806	0.0869863613	0.054678372494	0.211998745558
a20	0.17354425713	0.0752523827262	0.103486927936	0.0673033028677	0.331838795247	0.0952492889	0.0488322533233	0.104492782775
a28	0.15320788018	0.0800479082498	0.0874386037305	0.0525992612392	0.372017287169	0.0895136693667	0.112850760097	0.052324612069
a7	0.147429010901	0.145255170663	0.10311624816	0.0488224934704	0.306171531276	0.0645855252022	0.142907884726	0.0417121116297
a20	0.208455399414	0.165326849118	0.108947411425	0.0424314611835	0.260821855772	0.0650743643674	0.112748546675	0.0361940828699
a31	0.30348009882	0.165616945053	0.0798213851673	0.0342452197905	0.206481695817	0.0709085300425	0.0934223782517	0.0460237118406
a11	0.367276320033	0.129383178703	0.0821236821726	0.0310544803862	0.138804458506	0.0946923250475	0.0909547144906	0.0657108118409
a31	0.355287185191	0.114335613542	0.0901012341008	0.0347575729781	0.110445333069	0.117517912883	0.0990020384102	0.078553089037
a11	0.296079028864	0.111929863487	0.100377789235	0.0404475603794	0.0945110846897	0.145793207894	0.115760355403	0.0951010884323
a41	0.279178886915	0.0750315484163	0.09894784871	0.0399496997831	0.0812798198032	0.196596636565	0.131581298048	0.0974342577074
a8	0.28345238343	0.0747156188088	0.0910437976917	0.0383679217444	0.0993635031744	0.199167583388	0.136660500289	0.0772286988125
a30	0.279413665201	0.0745353345283	0.142221235941	0.0440405803681	0.110795123891	0.150027065329	0.116726991676	0.0822400138042
a31	0.214721144467	0.0934840484094	0.191266731307	0.0813064405427	0.10591609093	0.131327876176	0.080048709212	0.101928970555
a13	0.151460107356	0.0922182369298	0.183701688569	0.0935864686942	0.09789022631	0.146155538725	0.0921573245107	0.142830407038
a31	0.147000324119	0.0746431517233	0.19988631419	0.0705206941447	0.0896463440367	0.137044756508	0.109262614744	0.171995793279
a41	0.14180841744	0.0753032433704	0.222075544797	0.0789870456482	0.0869012648789	0.130623918303	0.0978020637813	0.16649851492
a20	0.144362588013	0.0771256860728	0.220498769399	0.0823868844161	0.0768343612596	0.126559863634	0.0852987059271	0.186933163473
a31	0.146064556271	0.0799769689576	0.228822886733	0.0629550840254	0.0660203674799	0.110665856611	0.0749220737557	0.23057220781
a20	0.141033501224	0.0910383507259	0.221071152844	0.0561403676951	0.0684055671866	0.109974709737	0.0706421450319	0.241694198989
a31	0.147712097008	0.111470866569	0.217768162748	0.0555764117717	0.0682783409555	0.109167236712	0.0663979917906	0.223628887318
a13	0.156982552736	0.125509916423	0.221162811583	0.0506762016239	0.0612491734118	0.106255553304	0.0670192319102	0.211144550455
a24	0.152232336912	0.13436864091	0.223899053394	0.0536263572613	0.0634512287106	0.109361661835	0.0741333400167	0.188927374372
a18	0.136224519371	0.136669073033	0.240931115465	0.0609603776471	0.0697612970102	0.105533398278	0.0799114926522	0.170008726184
a31	0.136394383457	0.130225648684	0.242982580688	0.0604719118624	0.0687842892167	0.0998412821593	0.0725683795221	0.188731524076
a8	0.122446526552	0.119777333528	0.256855137429	0.0581900201008	0.0656367877189	0.0971259589198	0.0704073759654	0.20956085898
a31	0.113116158317	0.118925836303	0.27755324281	0.0600591744936	0.0669884970063	0.0908362056399	0.0680561563498	0.204464729252
a8	0.115920085172	0.128310937594	0.283625009603	0.0612287176779	0.0663874884221	0.08559766408	0.0646355006313	0.194294583376
a31	0.118843302791	0.130584307085	0.289630709401	0.062546586886	0.066735717374	0.08252571836	0.0632344863931	0.185899150558
</S>	0.132915503396	0.130531266772	0.288872378001	0.061746316803	0.066264261307	0.07937812138	0.0569200515106	0.183372085668
