 	guardando	le	nuvole	capisco	che	piove	</S>
a8	0.0712454645356	0.05732368457	0.1958644614	0.2272537027	0.1348320907	0.11862318498	0.194857396206
a23	0.103603743468	0.0650932524567	0.2605527024	0.238804370653	0.133185998513	0.107238671867	0.0915212514427
a31	0.155175903171	0.0739848286256	0.238721123341	0.183618954458	0.127308825818	0.147103810042	0.0740865470574
a17	0.159843343829	0.0760093336141	0.165817265988	0.182684386684	0.178303558006	0.168300166454	0.0690419497243
a31	0.11331005235	0.0666729669176	0.130749413596	0.22802210379	0.190225839635	0.223228566725	0.0477910578734
a10	0.0611483898873	0.0630377216292	0.159982719799	0.233206518447	0.162075456078	0.266119384642	0.0544298048045
a20	0.0436322380444	0.0680720524391	0.190367236733	0.247781311349	0.146604826893	0.213962931614	0.0895793861348
a8	0.0553740447895	0.0703078110664	0.182805848244	0.266623473843	0.135836553564	0.154885641271	0.134166607332
a17	0.0718761066512	0.0746612574221	0.169785524015	0.241326663128	0.141788692988	0.154662367424	0.145899387777
a13	0.0849990461771	0.0931745760007	0.161153617872	0.198664372096	0.155346483663	0.190617000275	0.116044899259
a20	0.122144756026	0.106797220627	0.161478065691	0.186565578279	0.152209351354	0.196108267092	0.0746967407863
a31	0.13244029556	0.117119280089	0.15541812423	0.20009713534	0.151129375451	0.200896152231	0.0428996155621
a37	0.131213507905	0.117291531683	0.13628072881	0.2052751621	0.15947117575	0.212119712277	0.0383481673074
a31	0.131482325544	0.106066075085	0.11713264707	0.194664381887	0.16966342125	0.234189171359	0.0468019574625
a0	0.133355763943	0.106590843072	0.108079417757	0.175436161629	0.174831818283	0.244320828386	0.0573851392608
a31	0.121817713964	0.109705648142	0.112602164186	0.167308898676	0.165656854694	0.212831387795	0.11007730742
a10	0.105179512804	0.110626301625	0.117527224662	0.160443492625	0.159059899765	0.200951043198	0.146212506273
a39	0.137295708921	0.114498276082	0.126185979954	0.149167428208	0.153789740188	0.188917203333	0.130145655158
a46	0.160549746774	0.132800082787	0.136264190851	0.141429687669	0.138626498463	0.163989214378	0.126340577919
a8	0.146262430825	0.149437576989	0.146519820084	0.144922686156	0.130545498221	0.154627267659	0.12768473244
a20	0.123048162648	0.14009898815	0.147379028761	0.149576522719	0.13627343774	0.169694100153	0.133929794413
a8	0.108923750703	0.134196717503	0.148520541654	0.154459566906	0.13850464458	0.180572745384	0.134822060004
a46	0.102543516508	0.141081795821	0.156200679885	0.165449340035	0.130160381527	0.177206829128	0.127357467401
a8	0.100556188976	0.144993537287	0.159700391962	0.177205499745	0.123415325842	0.173361823043	0.120767233
a31	0.0911490817387	0.133161598138	0.144735238787	0.182230894048	0.120734302214	0.209320621681	0.11866827
a20	0.0990987073129	0.121131791969	0.131568382062	0.167881443216	0.129217889005	0.22020595756	0.130895843933
a31	0.101736843284	0.110045591483	0.122274077887	0.161914111739	0.133517569468	0.230940280853	0.139571516711
a28	0.106156063628	0.107595788361	0.121835668229	0.160545125113	0.131547664356	0.235661843618	0.13665783077
a46	0.127808739429	0.124819807007	0.13734593681	0.153103983304	0.130676726852	0.189217703539	0.137027103057
a23	0.123523836523	0.143233665036	0.14482695127	0.153269498435	0.125560995951	0.170996407913	0.138588651286
a39	0.118218948001	0.158721654605	0.148564386757	0.152825222478	0.12304427765	0.162763818771	0.135861716895
a31	0.116074237774	0.138705891182	0.142361380452	0.155879010826	0.127051446817	0.18176240799	0.138165657432
</S>	0.110468406427	0.116519257491	0.136076387526	0.159281436913	0.131940990808	0.203166772995	0.142546770416
