 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.100688937232	0.0377096242816	0.22229472313	0.24925839722	0.087099393986	0.045381599236	0.135059460725	0.122507867514
a31	0.0637750376774	0.0290333791816	0.341722512263	0.223664669387	0.0998902305686	0.031083452166	0.149239667579	0.061591053729
a7	0.0424428057478	0.0235614379405	0.395464940888	0.180367441529	0.131691423946	0.0241962985895	0.149302956913	0.052972698997
a31	0.0229279694618	0.0139127256108	0.366821691776	0.238011770963	0.127215646815	0.0290611960032	0.162693149062	0.0393558439793
a21	0.0177192715679	0.0196444153743	0.350324986391	0.277195595641	0.101996930865	0.0254773608863	0.180915984365	0.026725444638
a31	0.0705740623021	0.0673766650114	0.252986220203	0.262430763947	0.112832612382	0.0346283192528	0.175720427058	0.023450936936
a11	0.090224155872	0.0953651357571	0.197023752281	0.258128785516	0.117925907861	0.0563521796416	0.159673439022	0.0253066603353
a31	0.0659751919373	0.0922108390924	0.183911383354	0.269903558239	0.12947721282	0.0910750738045	0.142370108281	0.0250766406771
a46	0.0818503561338	0.0847429704741	0.153959868578	0.25276819788	0.145067225473	0.106093832999	0.15060369904	0.0249138575244
a31	0.0701063469166	0.0645139120814	0.172745753853	0.24288734576	0.148019826158	0.109505128263	0.156568758653	0.0356529410901
a17	0.0802541212029	0.0494208685005	0.164177617531	0.219073652653	0.147694822986	0.125894884824	0.157484850558	0.055999193096
a20	0.107655388534	0.0394494587735	0.120951425624	0.165197398551	0.178544430129	0.117780989371	0.160920811786	0.109500108623
a31	0.0938520982627	0.0490369580072	0.131808322808	0.14845167265	0.15219427091	0.110087323228	0.141517496389	0.173051873046
a20	0.0907777358922	0.0573948011451	0.125622301536	0.130218698883	0.147068473437	0.105825994947	0.139584772056	0.203507248627
</S>	0.0988720300961	0.0553143976626	0.101291125868	0.107438783742	0.181403553719	0.0971385973935	0.143939114428	0.214602425914
