 	mio	padre	ha	lavorato	sempre	</S>
a23	0.111408794508	0.243975434668	0.142858680456	0.129024655739	0.2517335133	0.120998975287
a31	0.139687154974	0.192780984028	0.222748300325	0.137483007804	0.242830813119	0.0644697679238
a37	0.183760616891	0.166312937945	0.270085207954	0.118310736241	0.210566089658	0.0509644065727
a31	0.172610313397	0.22426164689	0.243604951216	0.127885655387	0.181223093486	0.0504143294482
a37	0.156840565186	0.274030972497	0.206224693564	0.122098080567	0.173342732695	0.0674629592494
a3	0.146578894757	0.280222642932	0.180409062153	0.0858605840624	0.194480767032	0.112448070046
a31	0.144270839294	0.311804940344	0.187902035891	0.0516815602023	0.167250049811	0.137090584515
a3	0.114864665969	0.310421856248	0.188157284064	0.0381158351895	0.208757491937	0.139682859585
a44	0.0679696391203	0.288883697483	0.159180184226	0.0421509741739	0.301964801779	0.139850694695
a31	0.0720164088334	0.328000673494	0.119858714703	0.0668254092562	0.277052988593	0.13624577793
a8	0.0861509022445	0.357683269831	0.0994048514973	0.0893597902822	0.225532859998	0.141868301241
a31	0.115190495248	0.345605934277	0.0994933926191	0.105289749033	0.177293085933	0.157127344736
</S>	0.146264525624	0.344089157639	0.10019410554	0.113835876191	0.134667958167	0.160948377602
