 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.112609814827	0.049188703169	0.0242054101684	0.129899811724	0.010952978407	0.156329697899	0.169531168923	0.0782524018204	0.090683589698	0.178346432455
a31	0.0692795930299	0.0378383457777	0.0236819240865	0.134282915829	0.00745920303567	0.282053261687	0.221260807825	0.0562254460049	0.0614837940063	0.10643472069
a3	0.0566601854013	0.0343237112546	0.0217049131803	0.101010838184	0.0121703029496	0.347917131896	0.166792595893	0.0585851046155	0.0879028204438	0.112932414402
a20	0.108003099062	0.0482377187582	0.0388528261801	0.0996392698947	0.0273192505005	0.271717287032	0.102475901794	0.0604064388278	0.139071685048	0.104276527029
a31	0.123249130038	0.0666081994194	0.0638146465554	0.138821632232	0.0260219025368	0.159368917944	0.119383901384	0.0644248055026	0.138119989009	0.100186864937
a24	0.096188313482	0.0778648173185	0.0593343926178	0.207175303011	0.0151336448585	0.101516936715	0.113016586102	0.0768791920009	0.12387303681	0.129017759385
a31	0.0872730296593	0.0761323589182	0.0521627677693	0.240417254404	0.0190156599534	0.071696019305	0.104472964106	0.092156459567	0.115836926697	0.140836549125
a17	0.0791005064634	0.0682474566534	0.0515792225396	0.250812775001	0.0302054854961	0.0654248641683	0.107680705868	0.107977980142	0.118153387499	0.120817603655
a31	0.0733132127495	0.0520497126185	0.0420346043971	0.199881599267	0.04214861795	0.0922641290561	0.106989874511	0.136552586101	0.140545570586	0.114220078005
a17	0.0754185163832	0.0405268811462	0.036461290879	0.113877961689	0.0572320650553	0.146613187219	0.116672869557	0.160008129634	0.151380710329	0.101808389702
a20	0.118411525823	0.0441932949621	0.036255821133	0.0678683756297	0.0712953553418	0.165183357473	0.0836482103123	0.173508563478	0.162003248643	0.0776322555607
a41	0.185584709808	0.056876478494	0.035832015671	0.0457051363432	0.0730392154159	0.166726412558	0.0550313436108	0.160621173626	0.147132464148	0.0734510474602
a31	0.175895795403	0.054646839918	0.036156008157	0.0578911051811	0.0735814043773	0.148947715986	0.0704455026636	0.167728691409	0.129160086516	0.0855468410001
a17	0.147335243468	0.051956519326	0.036769062919	0.0647808556604	0.0650022100601	0.112443216829	0.0831268061212	0.180014567136	0.165283475505	0.0932880325
a31	0.142929018756	0.0545693622887	0.0392126028263	0.0671378481535	0.0675766476257	0.0975229927763	0.0814889086737	0.160279404979	0.177858619168	0.111424589533
a24	0.134104955652	0.0668763944762	0.0482000791288	0.0684449111845	0.0746436729346	0.100730535925	0.0773757856912	0.13244737806	0.178464087056	0.118712199644
a31	0.136378229884	0.0699895069454	0.0486861717763	0.0668535109948	0.0704195735829	0.102614728242	0.0663792188304	0.106231331753	0.190479455952	0.141968259348
a32	0.123907691028	0.0756264521218	0.0611742523054	0.0625349391316	0.0752452813006	0.108485541414	0.0608947954768	0.0957288441843	0.186302655317	0.150099533449
a31	0.141092630676	0.0847172985273	0.0665249081685	0.0551114164772	0.0744458216159	0.105794763371	0.0509363874256	0.0853186871948	0.173744887239	0.16231318435
a20	0.147541316425	0.0912709889024	0.0578163748295	0.0587875827257	0.0687154165026	0.0924671828237	0.0591680078752	0.0883437815316	0.163258650146	0.17263066565
a31	0.151506683075	0.102984620961	0.0587242096698	0.0561836313086	0.0641401013275	0.0807859922746	0.0632777154917	0.0858671365772	0.160824508315	0.175705361117
a46	0.153456787025	0.0946267645003	0.0588409496566	0.0567798197029	0.0631203786118	0.0711628946915	0.0691573967639	0.0809407716591	0.152294463038	0.199619761472
a33	0.135756934008	0.100458838807	0.0640509159789	0.058244985081	0.0629846076659	0.0728867332305	0.083151727388	0.0879164824197	0.158967337679	0.175581441891
</S>	0.140007780504	0.107126613694	0.0640560851394	0.0563101160105	0.0642938125379	0.0736121990152	0.088065386494	0.0892993424098	0.15599418184	0.161234482445
