 	mia	sorella	quest'	anno	che	viene	vuole	diventare	dottoressa	</S>
a31	0.17869939726	0.057777019878	0.133302112888	0.09376706315	0.08017195417	0.086989420435	0.080753854643	0.06474661404	0.106760661867	0.117031905192
a41	0.140300253735	0.0536005935735	0.151499006893	0.104402009717	0.143506678697	0.106445156994	0.141687705525	0.0473515118293	0.0693643121501	0.0418427623595
a31	0.0827879816283	0.0532096116199	0.099137993845	0.100796002039	0.252181964699	0.154458175985	0.160053931182	0.0289816803544	0.0528169696237	0.0155756793679
a20	0.0580238739908	0.0680819159914	0.0701885048237	0.091225066613	0.284532115833	0.15443223653	0.162129005601	0.0517752842401	0.0438547848106	0.015757224694
a31	0.0654067747429	0.0747246087581	0.0641103948879	0.117566915138	0.278755438878	0.130546587677	0.126663518134	0.0832686754534	0.0406762618865	0.0182808445053
a37	0.0870337923876	0.053045991342	0.0600303135293	0.138112198113	0.266302688759	0.149787117606	0.067240031034	0.103771730491	0.0332398585028	0.0414362950751
a16	0.151861054872	0.0288766391867	0.0614172238164	0.114366945924	0.185394978186	0.166273541109	0.048814596136	0.107049975037	0.0377733440843	0.0981717171357
a35	0.216711900127	0.0210884870216	0.0538718268188	0.0897806737947	0.127020618862	0.186349545236	0.0472710585487	0.0885333813523	0.0454435848494	0.123928931713
a24	0.229674647836	0.0260764204339	0.0435193063129	0.0819902630182	0.104626984287	0.200456496479	0.0457013530222	0.0767980653041	0.0856871181265	0.105469342241
a31	0.215335536845	0.0375329407546	0.0357816315643	0.0823067232261	0.0929439319623	0.18640393576	0.0529609702254	0.0734910596414	0.137302240697	0.0859410294037
a39	0.156310442983	0.0363114314549	0.0403504799614	0.0893193618754	0.0923299713874	0.197297093787	0.0737306758211	0.0622665219271	0.165068217319	0.0870158139072
a31	0.099339251149	0.0416204438383	0.0467454479205	0.108416054025	0.0958909203958	0.211217770262	0.0812703118624	0.063442800689	0.16396804024	0.0880889743504
a20	0.0837311964063	0.0485201104328	0.0622464999268	0.136249222408	0.103445229199	0.199348447487	0.0827685875037	0.063415886443	0.14170302108	0.0785717990441
a31	0.0695608986728	0.0582431841243	0.0702513241289	0.149806168603	0.109043819066	0.202183209562	0.0889916573175	0.058667604681	0.11543208136	0.077820041416
a3	0.0643607936789	0.0641092069881	0.0793009795763	0.170155186868	0.123498603689	0.203278381854	0.0823488618003	0.054972428087	0.0837492701867	0.0742262842087
a20	0.0668358801123	0.0780297583627	0.104183342192	0.169121729423	0.126354753563	0.197077221951	0.0677525944914	0.042976956101	0.0771001561956	0.0705676088796
a31	0.0627785636161	0.0965845842276	0.105415021664	0.163614020274	0.107238383921	0.194601537984	0.0658900644259	0.0454491015103	0.0739175837919	0.0845111367279
a37	0.069417238352	0.0928799424959	0.113424520021	0.190200350091	0.100063331574	0.182647290328	0.0675046090598	0.0449912031548	0.0563241908573	0.082547318458
a31	0.078424692564	0.0901288459453	0.122240540874	0.19880562103	0.093208923458	0.171072124243	0.0657690454943	0.0456182617336	0.0483099817791	0.086421955523
a20	0.0842796711433	0.0865160125151	0.125117930025	0.193972873343	0.086166094886	0.162799978814	0.0609079274013	0.0465722712865	0.0490284146197	0.104638824941
a28	0.0950093989031	0.105047596272	0.138125821475	0.169812719781	0.086143444762	0.152607532338	0.0560688019884	0.0410531242688	0.0548761179399	0.10125544325
a31	0.089073877241	0.115000911591	0.139827748225	0.149627575927	0.0849948001207	0.152358245513	0.0621127729246	0.0453420728796	0.0562974619133	0.105364526411
a20	0.0882021733803	0.110296950097	0.136440351008	0.139154754242	0.0817469965069	0.151483694571	0.061290699906	0.0487753876965	0.0606580237711	0.121950969604
a31	0.0911350355534	0.106435662466	0.134161145736	0.125570065014	0.0838403468356	0.153519172657	0.06091556448	0.0543541199482	0.0653073749237	0.124761519879
a33	0.0954666671178	0.0966967093553	0.129733885245	0.130557745671	0.0801691208785	0.155986762619	0.0632975617213	0.0592534154987	0.0657687765079	0.123069363964
</S>	0.105328800369	0.0945280354776	0.125350639523	0.137610772835	0.0735833619392	0.15271939191	0.0604202576156	0.0560655467493	0.069054045554	0.125339160472
