 	la	pasta	vuole	sale	</S>
a20	0.17968856	0.3989076369	0.09008639335	0.14377152602	0.187545868712
a31	0.2030770834	0.461073362967	0.114966039983	0.111365486172	0.109518010673
a37	0.163622013667	0.441152059456	0.115540883921	0.159128502969	0.120556521387
a46	0.109006774089	0.398182467619	0.0872496797803	0.237949874503	0.167611207489
a3	0.13098151303	0.367649563206	0.0763912401334	0.280278502401	0.14469919111
a27	0.18637583161	0.351703080269	0.0638107647311	0.290351225807	0.107759100837
a8	0.234937809537	0.398155207956	0.0656140050904	0.223466563369	0.0778264136057
a31	0.243844359846	0.416147425985	0.0766956305301	0.182611430183	0.0807011265886
a18	0.234223768482	0.391521205328	0.0812540527567	0.182521665874	0.110479278536
a31	0.208649293361	0.354933221376	0.0839666107856	0.158181910311	0.194268954892
a23	0.19191689112	0.332707548725	0.0860367973952	0.134237364857	0.255101408717
</S>	0.20501504356	0.333038053363	0.0842177209976	0.123559572029	0.254169639289
