 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.05760423434	0.216937503609	0.028124945058	0.0263669842165	0.06252564387	0.4503563332	0.15808436662
a33	0.067052116165	0.200983134346	0.139524509567	0.0169439049252	0.0471871906777	0.439283017067	0.0890261402747
a31	0.10029294498	0.256679957624	0.195104416136	0.0458672984201	0.0369931907003	0.288371973396	0.0766902067929
a41	0.145241786612	0.288484305921	0.163937381369	0.108132621801	0.0326401178934	0.206417632439	0.055146147091
a18	0.223455556929	0.245852178869	0.138039691343	0.147262739084	0.0348121017178	0.170871268173	0.0397064729237
a11	0.296044732869	0.236511414003	0.0776291198417	0.126887750903	0.0441908499593	0.162497607318	0.0562385274412
a17	0.340101449676	0.266522985761	0.0496841914166	0.0758392727567	0.0533874893131	0.133523907339	0.0809407090804
a11	0.328252286859	0.280183406187	0.0499817552722	0.0382661137393	0.0780418340377	0.137275070713	0.0879995411601
a31	0.232714646086	0.302905775796	0.0645421041654	0.0239054307358	0.0915029484126	0.197780440071	0.0866486664534
a21	0.147223370229	0.304412830132	0.0694211333298	0.0302838491826	0.109059853271	0.246441766924	0.0931572108178
a31	0.132994781476	0.324168472911	0.0661291001286	0.0504851171475	0.119695502024	0.206102660241	0.100424372206
a15	0.126960257885	0.27593033397	0.0700016647995	0.0621242345158	0.132553844208	0.20463829188	0.127791369869
a31	0.139911860088	0.201874402323	0.0765057097365	0.0745252195719	0.151574740736	0.207815452493	0.147792621956
a11	0.154192743175	0.192758380608	0.0905456803978	0.0798534701906	0.138823748579	0.193543980698	0.150282017585
a31	0.15703009549	0.170321152703	0.0973454422549	0.0830630970635	0.142721967193	0.196839609033	0.152678643862
a11	0.164038516536	0.163023516434	0.097864554239	0.0834061700678	0.137587530398	0.194340720478	0.159738983221
a46	0.136433355089	0.158872272678	0.106700066438	0.0761397385093	0.124822201199	0.230789987293	0.166242368207
a31	0.141306804507	0.159597624293	0.103862092342	0.0921482374098	0.136979569466	0.214492390898	0.151613284336
</S>	0.158040408034	0.154998562747	0.099398457785	0.106670784605	0.149248677733	0.187508780449	0.144134344168
