 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.0692907536848	0.063577261503	0.18236271215	0.169023619	0.04815615752	0.10524517165	0.0962305669	0.07949845292	0.186615300483
a20	0.0611526853915	0.0631663706363	0.182081235417	0.161981396653	0.0744450144933	0.125761033017	0.120057693033	0.106592059613	0.104762508696
a31	0.0550084907772	0.0411274295121	0.136921876779	0.153019307771	0.116880341464	0.173136734939	0.144313929144	0.113137985118	0.0664539008822
a8	0.0297905869346	0.0408209039616	0.101735625993	0.160904049477	0.147747239097	0.17846036048	0.180710871848	0.102990059176	0.0568403052596
a20	0.0248333927804	0.0578913134315	0.0972096527577	0.201559064892	0.128690128406	0.113942710593	0.193154766949	0.132520303644	0.0501986797419
a31	0.0230791497335	0.0468232601765	0.0757773985859	0.236297129431	0.113892415607	0.090733716131	0.19692391345	0.16634736699	0.0501256678873
a24	0.0346903420645	0.0347237056872	0.054957129102	0.24210217421	0.104682959434	0.0925435331103	0.19068295615	0.199438331803	0.0461788759124
a46	0.0509835651478	0.0380374112497	0.062679731464	0.22097834757	0.088244343476	0.0847945777034	0.184186089117	0.219269859701	0.0508260834515
a10	0.0454018969889	0.0377751847681	0.077692183678	0.224523039263	0.0757165528587	0.0843474847011	0.222398624439	0.181340632607	0.0508044226765
a8	0.0423721535732	0.0397657830752	0.0797636200593	0.234243825194	0.0798156675129	0.098851617967	0.203219621013	0.179956118962	0.0420116034855
a31	0.0394626872746	0.0531904942842	0.0704886754531	0.224622736198	0.076553886671	0.115000391589	0.162355845671	0.210480103961	0.0478451757398
a46	0.0484979992449	0.0668792574807	0.0682038566177	0.225355417899	0.0695730260303	0.10625803273	0.15293163829	0.202597223714	0.0597035424639
a3	0.0577581722483	0.0709910303596	0.0867420344726	0.2557332254	0.0884210821168	0.0913250511767	0.110688378497	0.179489816805	0.058851204066
a18	0.0613919575961	0.0801470757199	0.0996719724909	0.2803467374	0.0988528705723	0.0930402019922	0.0958573991657	0.145050088468	0.0456416933167
a31	0.0596984647054	0.104098234573	0.0897367878303	0.273084384733	0.104552770851	0.0982959329307	0.0941567717886	0.132430183109	0.0439464652129
a10	0.0568764110418	0.100796420678	0.0785481903434	0.266599767178	0.12101526635	0.108304896464	0.0949589487295	0.120516263303	0.0523838450283
a20	0.0743043384806	0.088337209046	0.0799930218478	0.272260268193	0.12456626691	0.112363658241	0.0911260433365	0.0979958627477	0.0590533355734
a35	0.0866397463602	0.0909838959887	0.0839927722159	0.280757851531	0.115468580543	0.11314819308	0.0873221282055	0.0766222234759	0.0650645949405
a8	0.0897622618001	0.0904723903029	0.0884643657386	0.288574187777	0.117492501401	0.11189115836	0.0810965926352	0.063487094712	0.0687594347382
a31	0.0770555916934	0.124249071941	0.0882929181129	0.277876326592	0.10067636178	0.09508320792	0.0776918479784	0.0763494978907	0.0827251749761
a24	0.0752193620578	0.144512752754	0.087694427971	0.263743710331	0.0852649340267	0.0834856538067	0.0759037645261	0.0846545081302	0.0995208923734
a8	0.0886332464326	0.122908526071	0.0980177249903	0.27949964591	0.0990084786022	0.0831514819689	0.068882536722	0.0647884571101	0.0951099040291
a0	0.0891557530842	0.130475697377	0.10070425693	0.282364707237	0.101679873061	0.080793448323	0.064023134854	0.0539352367034	0.096867892521
a31	0.0790631669014	0.161582690099	0.0857309988433	0.259090513346	0.0774122195137	0.073754925241	0.0658763115513	0.0861965025678	0.11129266384
a18	0.0761361372738	0.168599330206	0.0835455390811	0.246866661115	0.0666020851312	0.068265308347	0.0621497068171	0.0963569590559	0.13147826688
a31	0.0844639456113	0.166070454989	0.0812144995804	0.240283848038	0.0608367261611	0.0639628203157	0.0658989065057	0.0857637662853	0.151505025751
a17	0.0799591035304	0.136125547863	0.0781352552135	0.256096205279	0.0583919832377	0.0627891537052	0.0732200862352	0.0887129884284	0.166569665988
a8	0.0826419173835	0.104457839101	0.0968678084045	0.278637542426	0.0752155389126	0.0707991708351	0.0703426498117	0.0706788979428	0.150358628656
a31	0.0957588228412	0.11727428532	0.0886776389148	0.261530819409	0.0713510016395	0.0713670912784	0.0791324310039	0.0760707895809	0.138837118743
</S>	0.0978754296506	0.12959905329	0.0717633883274	0.241635869005	0.0584554291727	0.0666608860392	0.0889860193019	0.0914226473905	0.153601283538
