 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.033785762011	0.0131243327022	0.183487433726	0.1016113293	0.13406371455	0.20490204145	0.0986289188	0.13575105195	0.09464540808
a28	0.022403169783	0.0119546345407	0.179748843838	0.159251231132	0.17086511373	0.171841242513	0.0851800627667	0.157365443672	0.0413902351687
a37	0.0124739900117	0.0138740635382	0.142025486329	0.227038755289	0.201749515443	0.111735801334	0.105827967649	0.157727299846	0.0275471139182
a20	0.0154025093466	0.0187177277907	0.0798829231763	0.236951879962	0.225181090401	0.107505373378	0.144971750776	0.148569678042	0.0228170727194
a37	0.0280593500562	0.0134983156962	0.0419002829321	0.228413365307	0.206585930267	0.138261623526	0.153998842125	0.172556758261	0.0167255407505
a24	0.0455091178267	0.00914734550507	0.0199582974003	0.191125022325	0.159206406822	0.215587567642	0.132189476508	0.208754361327	0.0185224116235
a21	0.0454970191709	0.00994129279669	0.011640571721	0.187554168737	0.134590540007	0.261806023081	0.103128431836	0.225955154296	0.0198867943972
a28	0.0448942855054	0.0117267383256	0.010534033343	0.213970448609	0.146066936602	0.249302066227	0.0701640569453	0.233713891032	0.0196275428524
a24	0.0589873026384	0.0119014237605	0.0143901677123	0.182687589841	0.159034792734	0.200740646409	0.0751913320484	0.235485744077	0.0615810136508
a31	0.0461909949491	0.0086818202195	0.0155065111908	0.195207073294	0.155336063351	0.16524889843	0.0965412582828	0.211503026159	0.105784367497
a20	0.0345582335795	0.0147957673012	0.0146026494076	0.263218955498	0.140465545757	0.154314778303	0.0968228949609	0.175598188453	0.105622996559
a24	0.0531820127409	0.0290887620201	0.0238518842225	0.302132700499	0.123999754652	0.129432402368	0.0876356190536	0.154861738284	0.0958151361597
a20	0.0668682082642	0.0392520652248	0.0396982651595	0.3149289915	0.113993320151	0.109845823256	0.0848121700179	0.140626766028	0.0899743948932
a33	0.0739324216991	0.0437819975267	0.0470665088798	0.3270959165	0.101575676317	0.102414007085	0.0794676030726	0.132201548209	0.0924643262244
a20	0.0735982970496	0.0488369770966	0.0543996654839	0.2965285519	0.093070790039	0.107323513562	0.0807604002242	0.14114175487	0.104340055181
a31	0.0632072440353	0.0488880843944	0.069379189988	0.239655572567	0.0855539900797	0.106090894254	0.0846237905747	0.189130059023	0.113471182
a3	0.06247902604	0.0483763606817	0.0688709889093	0.214230489056	0.0840691927599	0.098918859818	0.0830849573582	0.218208713741	0.121761412667
a20	0.0719779436781	0.063623173004	0.0614954614631	0.204017573685	0.0908324588533	0.0970584151393	0.0801976850527	0.20164852498	0.129148760042
</S>	0.076684434263	0.0750859243107	0.0634868657316	0.191643867843	0.0943256639267	0.0960471909697	0.0791482507264	0.19369482449	0.129882976921
