 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.0630208280977	0.0146681549954	0.0535978381157	0.090109537957	0.10873167953	0.08740723976	0.10673000714	0.08760282342	0.099085496227	0.174329707186	0.114716688606
a28	0.0337781630077	0.0512680936181	0.0399428591509	0.103239717303	0.111834980171	0.0814625610867	0.182599093007	0.08869599994	0.102357342447	0.154153660784	0.050667526825
a37	0.0219175581926	0.0797852847899	0.046974177498	0.111566892776	0.127116404818	0.0603563356622	0.188095848856	0.0867862888467	0.103762578156	0.140215858334	0.0334227786674
a31	0.0217297276302	0.0526698229759	0.0520646318998	0.122299461196	0.138640693573	0.0593396667541	0.182018125272	0.0868589801489	0.0953717776187	0.163529722645	0.0254774072405
a17	0.0478153159284	0.0335053632454	0.0412563910069	0.0968332874465	0.104423977524	0.0851174088514	0.187823311157	0.119956153316	0.0791591255662	0.171781388533	0.0323282893415
a31	0.0641582741829	0.0235505718808	0.0268323891608	0.0740471189508	0.10776387547	0.0979270833305	0.159228007919	0.154619975039	0.0951022870354	0.156718856558	0.0400515645305
a28	0.0457458474704	0.0158577195616	0.0182105973833	0.0657173211681	0.105227592452	0.0994153382568	0.169198074133	0.17146464828	0.111364669445	0.165262426626	0.0325357604328
a17	0.0464827853671	0.0206926913884	0.0180901325221	0.044950590846	0.097271560484	0.115571330252	0.189428529804	0.17442931536	0.117697319848	0.153102548895	0.0222831890123
a20	0.067562881831	0.0299782519757	0.0282726618747	0.0299458228973	0.112566039161	0.113894145884	0.192690111401	0.14738179352	0.115191562883	0.137237686798	0.0252790394488
a31	0.0687272535437	0.0299546683793	0.0447887753109	0.0206837299307	0.10841862708	0.100882960421	0.194857645867	0.154545479107	0.106379133161	0.130559682399	0.0402020520423
a37	0.0539901060212	0.0269842603102	0.0528042399703	0.0191039133052	0.105011414587	0.109112372867	0.181273677622	0.161774969702	0.0909469976203	0.148195970133	0.0508020788208
a31	0.0448423320471	0.0203772171898	0.0590758066568	0.0209682529594	0.109080280849	0.117288899056	0.161861294007	0.155297596167	0.0847474997068	0.158704172111	0.0677566366869
a18	0.042837491149	0.0257677335967	0.0642373570189	0.0243769830599	0.11188642427	0.112962372052	0.143182070669	0.144286981456	0.0831210432356	0.168093873104	0.0792476594756
a8	0.049705182543	0.031901390024	0.070129263873	0.0338470325466	0.142122487757	0.135677578417	0.113871825623	0.111103993219	0.0573562742119	0.183594913501	0.0706900520759
a31	0.0501735952077	0.0331876892403	0.0967631538243	0.0399676484066	0.138450676519	0.130533948352	0.0899705632077	0.089794602273	0.0630328720706	0.1918727985	0.0762524483626
a24	0.0484072348359	0.0460686740912	0.0968009899414	0.0342071524337	0.120534332506	0.114818261797	0.0728183257359	0.0774687667577	0.0834951456235	0.216463395567	0.0889177202542
a37	0.052003706332	0.0587549225307	0.0872372771805	0.0313811675862	0.106549335169	0.110958107899	0.0624762292453	0.0746543078526	0.0837394446078	0.235661254922	0.0965842524181
a31	0.0541231801307	0.0623338500134	0.0997353427268	0.0308696065443	0.0833420808963	0.0892091401063	0.0573890762151	0.0714386810842	0.0858452290693	0.249489285841	0.116224539206
a30	0.0624366936102	0.0699156261148	0.102466611242	0.0308168755526	0.0792493896054	0.0802835196354	0.069285042605	0.0636248432947	0.0747223957231	0.251196229014	0.116002786202
a24	0.0747976602901	0.0844291815889	0.115174221281	0.0331524489471	0.0758754445351	0.0798787871918	0.071839521735	0.0567287328982	0.0616765642744	0.238607099871	0.107840355934
a46	0.0781151297034	0.0861612544111	0.125006837427	0.0378045902635	0.0726481531784	0.0762487328706	0.0541956569117	0.0508286170994	0.0601693218915	0.238872584024	0.119949144911
a31	0.0747510185211	0.0938503432255	0.113165271209	0.0388872387015	0.0671217839461	0.0671357413569	0.0494030238372	0.0480944977998	0.0657972724972	0.251884386808	0.129909439857
a8	0.069415758907	0.0980355014742	0.106865639803	0.0415442888096	0.0603753396287	0.059552120139	0.0533371283457	0.0491168088333	0.0674040502324	0.252501110069	0.141852267906
a31	0.068340090569	0.101598457074	0.104802536468	0.0415557004907	0.0555063304629	0.0538088071863	0.0574666812152	0.0531754398778	0.0739774542108	0.247939272223	0.141829240782
a3	0.0777188534697	0.109742294604	0.0983316886893	0.0399496299065	0.0459622092876	0.0475635240421	0.0579119342384	0.0555536211593	0.0794806610036	0.242218368941	0.145567225074
a39	0.0845800355699	0.107334787472	0.117205263563	0.0423562273662	0.0462322002025	0.0494296142474	0.0538297788795	0.0518137944531	0.0672912483345	0.22475491218	0.155172160558
a31	0.07949745739	0.11624843797	0.118173531054	0.0371261956039	0.0396557223942	0.0423904495838	0.0508983897998	0.050254741751	0.0786223193515	0.232855723527	0.154277045219
a28	0.08235181781	0.121540348369	0.105556871818	0.0343113706413	0.0363743363381	0.0388268918026	0.0493768083733	0.0491796830503	0.0792455554238	0.236044594176	0.167191721373
a31	0.0878734084833	0.120610298064	0.0984001184727	0.0326754375258	0.033719726176	0.0358887984302	0.0509566063444	0.0508844576168	0.0788389138279	0.234146674792	0.176005559258
a17	0.0925125601278	0.104879101002	0.0869955284909	0.0341337693789	0.034145481862	0.0361038271527	0.0529878768015	0.0524952876056	0.0791533608293	0.239781236664	0.186811961353
</S>	0.0980278042139	0.087778949538	0.0875998433454	0.038994483351	0.039140292261	0.0409111212863	0.0526144774008	0.0514708513028	0.0674145167146	0.236003242332	0.200044407976
