 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a20	0.112755638513	0.0431619132673	0.12037630639	0.096147468252	0.116470540737	0.140628185884	0.0417740772292	0.014779781845	0.0062581855644	0.101095890662	0.0388779383173	0.0847943833707	0.082879685984
a31	0.0825131927228	0.04135053625	0.157513553645	0.0784199954507	0.106126703704	0.162964946882	0.0603785227299	0.0335161800317	0.0195246780068	0.149825255941	0.0249379369663	0.053188829504	0.0297396866958
a37	0.0617061261698	0.0443882557613	0.139251965494	0.100548116304	0.0930816275593	0.152046803814	0.0645043041805	0.0753384736972	0.0467308182847	0.126065799703	0.0194244111044	0.060226782968	0.0166865261864
a31	0.0515244806813	0.0452326141642	0.0856897988256	0.134222037515	0.138446725393	0.168734919565	0.0430157710002	0.0732789894991	0.0894890460409	0.0670746731043	0.0226994699615	0.0639706381893	0.0166208323515
a7	0.0525831233663	0.0363319143092	0.0579501927695	0.121643825718	0.196823800338	0.200729709282	0.0360567302274	0.042910935233	0.092163962115	0.0385297275681	0.0325422482472	0.0705338770298	0.0211999558645
a31	0.0518289050683	0.0254037697678	0.0444267711232	0.092197661106	0.220350291446	0.201794338621	0.0356218216978	0.035131476211	0.0643970154023	0.0364727235294	0.0530415087757	0.115228606777	0.0241051122555
a21	0.0421574544223	0.02140752841	0.0405097667677	0.0817792391687	0.216095818015	0.195371382267	0.0314946471619	0.0378423858037	0.0679081285945	0.0482935194298	0.0608471548252	0.133671315659	0.0226216663652
a31	0.0413537233648	0.0216814746253	0.0487966845226	0.0845148726562	0.169381826138	0.176610227489	0.0393176194866	0.0554196016679	0.119860679648	0.0508279520299	0.0680510423084	0.100564041686	0.0236202634017
a24	0.0368337012923	0.0223510104818	0.0543059859009	0.0741920230854	0.113100603846	0.158426086696	0.0582780738022	0.0674868134893	0.143861090667	0.0569437667166	0.0881913332695	0.102149032095	0.0238804757006
a20	0.0399776796641	0.0312157868539	0.0742983140936	0.0749814717618	0.0947190571487	0.170673385832	0.0510497823874	0.0594906004764	0.112771248492	0.0542777281989	0.0886544953365	0.124603314232	0.0232871397602
a31	0.0541567301747	0.035165259378	0.0905376275445	0.0953371077873	0.0875506360496	0.149200113211	0.0350351093045	0.0491024531388	0.108827032403	0.0392486091196	0.0878774948188	0.129325036544	0.0386368052467
a39	0.0566402048116	0.0317398688127	0.0874231109615	0.100187075662	0.0876916545499	0.167747355404	0.0354583641535	0.0464569426463	0.105211064698	0.0317956064399	0.0812048614063	0.105315646248	0.0631282492022
a3	0.0498894047372	0.0478240477442	0.0903552204872	0.091064631154	0.09180696485	0.213584862135	0.0347494281278	0.0432244851488	0.0915005321587	0.0230899699466	0.0690798014154	0.0831342204827	0.0706964379274
a11	0.0432151467791	0.0697790510147	0.0860458729291	0.088819447718	0.101249555883	0.229192140245	0.0371713081839	0.0415573681829	0.079897365509	0.0187304391155	0.0658757957118	0.0733624017209	0.0651041169491
a37	0.0412703255597	0.0778866625382	0.0576289139097	0.083815128706	0.114575761828	0.254803433082	0.052435045126	0.0488053287276	0.0739676521653	0.0212524219052	0.0620850517306	0.0609837314403	0.050490545743
a17	0.0486163909532	0.0824915078461	0.0387818807699	0.088033205502	0.125845347276	0.258715877027	0.068594492124	0.0563606632425	0.0703490697302	0.0223004124551	0.0571471740902	0.0476890108934	0.035074978301
a28	0.0707613742511	0.0877454259487	0.0350078548566	0.0903953157007	0.131143344825	0.237456406609	0.0745914870767	0.0563454479475	0.0659129699186	0.0205529827384	0.0555401058101	0.0403884319378	0.0341588590937
a31	0.0757508837504	0.0720328361162	0.0674849832189	0.100325755167	0.133059460675	0.207843151136	0.0726537715489	0.0570377995825	0.0619312739055	0.0230621345661	0.0536944586367	0.0349297194859	0.0401937660779
a28	0.0747259605168	0.0663888368387	0.10094219434	0.101723237122	0.125400845292	0.191277579045	0.0611872643336	0.0514210397275	0.0607258870088	0.0261396282087	0.0578293097789	0.0344071957353	0.0478310149726
