 	ora	io	sto	studiando	di	diventare	medico	</S>
a31	0.0937739410207	0.0360044151811	0.0437199793946	0.12058924031	0.2908631596	0.18487924967	0.053720756551	0.17644927037
a20	0.0637258446823	0.0667279636401	0.0398709234926	0.15087875085	0.324960086433	0.233151291723	0.040588951485	0.0800961933281
a31	0.0455575870159	0.074096647148	0.0398211009414	0.184085149769	0.278606587378	0.261200376808	0.0522906547263	0.0643418911392
a8	0.0548357609522	0.0819003873813	0.051337954181	0.194431898135	0.278580190459	0.231715423736	0.0514813805261	0.0557169843577
a31	0.104683693209	0.108371925126	0.0615169007287	0.184555420412	0.25744104922	0.181346636045	0.0448697401087	0.0572146207455
a37	0.136834627101	0.096884109842	0.054838845513	0.186728112171	0.222787228407	0.192574306148	0.0508094708229	0.0585433012352
a31	0.138176489082	0.0890979120247	0.0521430107093	0.186112460257	0.228194151736	0.192543162116	0.0573264636343	0.0564063600984
a39	0.164930126918	0.0816188437016	0.0492782074673	0.143683429952	0.255845518712	0.185163859172	0.0585082718248	0.0609717555328
a20	0.182032628173	0.0813281446072	0.0458029383383	0.121687595651	0.273405443704	0.178547085124	0.0635260729416	0.0536700879709
a31	0.128416314622	0.0739473999357	0.0491930212096	0.11614060835	0.286956569901	0.224486262908	0.0796679030739	0.041191900717
a39	0.0934091245947	0.0605588437586	0.0490843248799	0.105411419717	0.2891711143	0.264537731169	0.093114225938	0.044713188679
a41	0.0976173409656	0.0681084211662	0.065373448	0.106020220239	0.2676187941	0.260060630056	0.090184241946	0.0450168823797
a31	0.0901926296019	0.0676241193887	0.0802291648667	0.10894751088	0.259149378367	0.253947275885	0.086384642722	0.0535252653866
a23	0.090120891162	0.0728776873962	0.0769207282222	0.109838063827	0.250362711456	0.239396599895	0.0951132404273	0.0653700725689
a31	0.0951308987487	0.0748562723987	0.0817687598074	0.107319380609	0.230414807152	0.221020907498	0.0980503351624	0.0914386408263
a20	0.0935976845669	0.0763873716662	0.0965054452025	0.11447324887	0.221884390784	0.203842084966	0.0935141829208	0.0997955903321
a31	0.10289063182	0.0754883883554	0.103745521334	0.117451435357	0.218027312595	0.183377215455	0.0898399845069	0.109179515195
a28	0.103778150307	0.0699289343851	0.0905616849113	0.123080599452	0.211063254798	0.171493365418	0.0917100673023	0.138383960806
a31	0.112459441776	0.0695248460617	0.0786291345704	0.130767273951	0.203742731599	0.168980263006	0.0884914272341	0.147404899567
a8	0.128585563619	0.0829091101539	0.0836802743235	0.129013308584	0.199484721733	0.162335403535	0.0840580241447	0.129933612192
a24	0.153108227993	0.0985896800513	0.0835359447078	0.129259563728	0.182414980178	0.162509215312	0.0795500753149	0.111032327612
a31	0.179207747418	0.0913292621504	0.0764200140359	0.118652599843	0.168401782659	0.164120780637	0.0717212684383	0.130146541861
a3	0.168880330379	0.0969484601835	0.0750250222786	0.125296558814	0.16297756922	0.158461339946	0.0712364192794	0.141174298244
a13	0.178993554086	0.106429950595	0.0767510194929	0.138755407671	0.147106242473	0.150376123582	0.0665033300265	0.135084381348
a35	0.194676478122	0.108496858065	0.0875299354976	0.14274386169	0.139106590891	0.137500039861	0.0633832093422	0.126563020841
a31	0.187286476241	0.103784739288	0.0910757424325	0.129951176563	0.15078004443	0.13573875442	0.0662433649141	0.135139700585
a11	0.186452542327	0.103897311096	0.0903978084775	0.124473772654	0.150495194343	0.12996747054	0.065364807838	0.148951091895
a31	0.194350544822	0.103550810565	0.0901155364258	0.121652374418	0.149053672114	0.12287507298	0.0641234464793	0.154278538223
a46	0.169936034674	0.0954758547883	0.0877723060086	0.123301460606	0.155407878771	0.13060692206	0.0716352419598	0.165864306612
a8	0.129041144725	0.0924586929294	0.109336503736	0.148397200469	0.15080935759	0.125754125353	0.0814447656533	0.162758201531
a31	0.144556607075	0.0977391201098	0.125325260979	0.142611899556	0.15615278293	0.107513071118	0.0804799916844	0.145621263527
a39	0.175432543025	0.100558228837	0.116511454526	0.136810746652	0.151646117243	0.101237323306	0.0771656584281	0.140637927933
a31	0.192029515142	0.098097655279	0.109497093775	0.134681110951	0.149192366614	0.0988794391687	0.076270880076	0.141351916867
a29	0.203540553954	0.098568670093	0.105256061658	0.13136428525	0.145613900271	0.0986260065229	0.0739281579587	0.143102333845
a31	0.204541670158	0.094690515231	0.100786171086	0.131462452083	0.145533435824	0.098804307641	0.0757887643529	0.148392669068
a20	0.205506286653	0.0930437535437	0.097741195762	0.131718105094	0.146961648608	0.0974169690137	0.078055944751	0.149556090629
a13	0.210230115818	0.0928698957812	0.0978364327873	0.142732377431	0.134347791003	0.0948811377379	0.0768834995837	0.150218754503
a31	0.202454661006	0.0908494622604	0.101163890929	0.13493451081	0.142181604334	0.089905359846	0.0793684165946	0.159142104764
a23	0.165989959835	0.0882013546868	0.107642468976	0.135687899537	0.145400465045	0.106117744482	0.0831752888649	0.167784829071
</S>	0.140541713268	0.0849077987434	0.111182233488	0.146084701869	0.139230710523	0.122307522241	0.0842553233325	0.171490014736
