 	non	mi	aspetti	che	non	vengo	</S>
a31	0.06990728331	0.075437985482	0.134144083746	0.11103192483	0.118134118052	0.376416816	0.11492781627
a37	0.083064315178	0.0885190645833	0.138042051373	0.13720677703	0.089334239056	0.390929113267	0.0729044550813
a31	0.117142498501	0.0723210825598	0.132359989432	0.140417804433	0.0562705409693	0.377911947022	0.103576125485
a24	0.120110816722	0.0645680585996	0.14260543928	0.159419716747	0.0419232342078	0.320277469474	0.151095252688
a46	0.116365998589	0.0614560156509	0.161003718185	0.196986086849	0.0281456600959	0.270170446651	0.165872060762
a31	0.11960324701	0.055872353685	0.159858005098	0.152134639103	0.051914079654	0.31037296411	0.150244697127
a1	0.0980616770967	0.0469290536597	0.140499897499	0.115301590901	0.101722144531	0.368166697103	0.129318939242
a31	0.0835953169522	0.0624530100946	0.123816144233	0.091067822967	0.123230128624	0.375042217034	0.140795374947
a20	0.0877328302174	0.0874189645582	0.100217841944	0.083397172989	0.133163828941	0.367186776411	0.140882592449
a41	0.100130400986	0.0976433502527	0.0970821171813	0.0858270267297	0.13043048958	0.363819991537	0.125066628083
a31	0.113703877255	0.117858695338	0.103029737927	0.0726041103099	0.117772430687	0.319999428579	0.155031727228
</S>	0.122401981628	0.125638034869	0.111199250863	0.067315441855	0.117439990583	0.268949473889	0.187055822914
