 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.0503010726896	0.3309618776	0.127874147126	0.02610492455	0.04605539585	0.1178795067	0.14126938066	0.159553686914
a31	0.100535250628	0.314977475533	0.162369706215	0.04565475611	0.0373886464543	0.1125485739	0.137180927593	0.0893446585038
a39	0.099865638976	0.229009982778	0.0971741924183	0.05567450358	0.0378600212246	0.223818622367	0.175108345978	0.0814886793579
a21	0.0577334045393	0.243458739859	0.0531916801168	0.0481014606367	0.0287780417958	0.238930451489	0.241712402373	0.0880938167433
a31	0.0851626976364	0.297739214686	0.0503890259429	0.0372699509356	0.0236065876289	0.183768694596	0.234762880698	0.0873009410851
a37	0.109360917012	0.301862199895	0.0644190658036	0.0485963644152	0.0356933451513	0.151336625932	0.194031264246	0.0947002026884
a31	0.110878597031	0.311367592965	0.0923022037565	0.0729712265117	0.0465475844938	0.103767757244	0.172386193255	0.0897788276628
a41	0.098443662477	0.300435043442	0.101250424398	0.0774441873172	0.0454797897064	0.075618640148	0.224613726418	0.0767145052076
a10	0.060174083959	0.276993427334	0.113618042957	0.0738680487724	0.0433198895719	0.0560119472893	0.277329614926	0.0986849250692
a31	0.0569773303563	0.301534425311	0.129742217402	0.0783232262195	0.0399845573653	0.0559040909364	0.220587471162	0.11694666553
a46	0.0922902900221	0.365974340904	0.116325765671	0.0829319560418	0.0357888088884	0.0546747643788	0.147025498414	0.104988567117
a20	0.0972082008914	0.438757718101	0.119025215045	0.0827688030673	0.0288410595028	0.0427322747929	0.105784575098	0.0848821635257
a13	0.0796037683611	0.477363363367	0.134298200146	0.0768431710558	0.0355204182076	0.039061524411	0.0923986704327	0.0649109049752
a31	0.0713617696637	0.453650217122	0.127378707692	0.0709247017586	0.0445426478692	0.0510651626837	0.105610649418	0.0754661647051
a39	0.0958179006112	0.435100686374	0.111548398761	0.0723542628595	0.0538088104897	0.0610471313612	0.0986104264793	0.071712398015
a16	0.138373781777	0.433180533458	0.0965238014737	0.0759521040198	0.0626296787632	0.0602936730537	0.0799863646264	0.053060057405
a13	0.145119622219	0.412511037553	0.0918132079979	0.0826601427399	0.0735769374544	0.0609139030179	0.0762902308755	0.057114901035
a31	0.12670314882	0.370537990251	0.090184285306	0.08304377424	0.0787704275648	0.0648907440326	0.100249638885	0.0856199737897
a37	0.12162290242	0.343853960084	0.0843220213687	0.07866343714	0.0801330694683	0.0683513005709	0.116504955688	0.106548345141
a31	0.131738241793	0.327578946761	0.0733384228196	0.07146063134	0.0834154448094	0.0714829227036	0.112879588303	0.128105813132
a8	0.129141948184	0.29561750632	0.0688308334365	0.0706177344733	0.0838395887898	0.0771468053479	0.117258890374	0.157546710663
</S>	0.122243605472	0.28062472616	0.0722221488182	0.0781903356366	0.0848817760949	0.0798778420739	0.117807466687	0.164152106232
