 	sono	stato	sempre	poveretti	</S>
a20	0.061012575476	0.0824946963333	0.3767238859	0.353686120244	0.126082717795
a4	0.05652645105	0.0761595023696	0.471905583967	0.341549001644	0.053859450695
a31	0.097417690162	0.109847140737	0.428466106989	0.331617370681	0.032651675465
a38	0.14103063938	0.132137922226	0.37435902133	0.309185279227	0.043287129035
a31	0.182724920658	0.155649092669	0.336725727777	0.271919607809	0.0529806500717
a7	0.184035616573	0.144269594243	0.297707861259	0.29842012647	0.0755668092239
a31	0.142988254181	0.0922645388543	0.25791871962	0.383274307823	0.123554189428
a21	0.0858578499123	0.0569843375714	0.21534799594	0.457168230341	0.184641586209
a20	0.0446777824466	0.0299367288438	0.204762291247	0.477818810314	0.242804377896
a8	0.0530633836182	0.0399125219879	0.213763068616	0.454336013238	0.238925008525
a31	0.0545244916659	0.0610405385093	0.221076684405	0.474647729079	0.188710559508
a33	0.0469738740731	0.0676787415964	0.181135089068	0.492100635026	0.212111666436
a20	0.062260655064	0.0804265426655	0.164162522223	0.419750811675	0.273399469772
a31	0.0745933186974	0.100624480022	0.185700591074	0.397475493892	0.241606115151
a7	0.103528250723	0.114573537074	0.163760563491	0.392727043697	0.22541060585
a31	0.138365261329	0.130972298291	0.14067420103	0.350117661966	0.239870580643
a11	0.170604492055	0.13006276643	0.13284808521	0.326659543855	0.239825120908
a31	0.178888255608	0.12982775001	0.12930041987	0.315452704152	0.246530879529
a13	0.188906993229	0.12618708827	0.13004124809	0.308341886051	0.246522794203
a18	0.196485781238	0.120344682757	0.124051519163	0.313629730684	0.245488297601
a31	0.173235178089	0.141137556719	0.143205119721	0.306772253561	0.235649916827
</S>	0.165086028653	0.15217810516	0.153043319861	0.299267390781	0.230425193354
