 	sta	e	dorme	nel	letto	</S>
a33	0.06274154844	0.1376129735	0.2988731138	0.10258802972	0.076613125175	0.321571201146
a31	0.06854392777	0.2353123489	0.319281433333	0.0934564619337	0.103410194704	0.179995630676
a37	0.0775921570027	0.233443324327	0.295944190311	0.113710970992	0.179694856297	0.099614495129
a31	0.100758932249	0.174244806642	0.28176732057	0.114046053204	0.198528172852	0.13065472152
a13	0.108263770478	0.146657745394	0.333776761757	0.104445628008	0.130538558637	0.176317540057
a20	0.0808960809853	0.105978501838	0.389787127372	0.142399647369	0.090250739679	0.190687881212
a24	0.0675099882504	0.0972446849793	0.411526862344	0.147462236956	0.0875175872263	0.188738616151
a28	0.0683113395775	0.12147698526	0.378852758768	0.144439385185	0.123082723809	0.163836803917
a31	0.0827241516005	0.19011970122	0.354272452643	0.138507033395	0.11808029467	0.116296362652
a35	0.104512522582	0.225624449047	0.327038485574	0.114985523265	0.0954664039567	0.132372609004
a18	0.116292397408	0.211015147122	0.283377078885	0.104832719888	0.115721573652	0.168761081935
a31	0.117637047158	0.178444265041	0.279234381095	0.116545796896	0.146944032551	0.161194468485
a13	0.141239150199	0.15269468168	0.248720843032	0.116669596765	0.16684498885	0.173830738402
a39	0.16477848768	0.164879969893	0.199904310144	0.110355242722	0.18023310695	0.179848889134
a31	0.139734553716	0.146980908298	0.227920189181	0.116406219307	0.201088746983	0.167869373798
a21	0.138518768948	0.137940927099	0.23769740826	0.116564202436	0.198581993661	0.170696687619
a31	0.145641489023	0.141801532833	0.246046757953	0.115693521545	0.17847641422	0.1723402799
</S>	0.132204415481	0.130200335117	0.275762394977	0.116685079872	0.17442066361	0.17072711059
