 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.128173634557	0.0856291050485	0.058376183771	0.0535172348	0.10791560806	0.17632443687	0.153348362125	0.14001046711	0.0967049615215
a13	0.109013845503	0.146699550514	0.0485488976178	0.0446776926167	0.15115025909	0.198579046777	0.098036604465	0.165179466023	0.0381146158415
a0	0.0692812543371	0.163454332291	0.035664534049	0.0372735644662	0.158804743799	0.183337023992	0.0661620930923	0.250668883461	0.0353535652672
a31	0.062429994648	0.18137077039	0.033226341549	0.0340785546394	0.132779346799	0.185647096757	0.0406686603888	0.282822760524	0.0469764978613
a18	0.120238129542	0.160034576639	0.0449659119514	0.0526725952131	0.102929633673	0.194381421686	0.0380920829076	0.244381030359	0.0423046423127
a31	0.153554363137	0.100548233222	0.0485557962499	0.0767439780977	0.095439153431	0.186453037402	0.0824597213972	0.206123389966	0.0501223455642
a28	0.152606518782	0.0647430238319	0.048504402004	0.0971871163859	0.0799449851703	0.160800488734	0.126975225516	0.208246424175	0.0609918224881
a20	0.197810859153	0.0347445089712	0.0594288443771	0.106218244015	0.0636650252968	0.146429591838	0.147187671539	0.191394135132	0.0531211017314
a31	0.186241681484	0.0379091574741	0.0664827020715	0.0859840996717	0.0609520907723	0.148377589239	0.18839815174	0.165984317217	0.0596701968925
a7	0.160016182315	0.039798120668	0.103802760428	0.0924259902039	0.0495169727374	0.10992384148	0.234907186273	0.141679226792	0.0679297240375
a38	0.196265466658	0.0366727939167	0.114395216049	0.0906075115146	0.0367193342925	0.0993106782067	0.263850587591	0.102955910431	0.0592225028458
a24	0.219019632153	0.0473290650742	0.0991056229697	0.0892407367049	0.0358409382642	0.121122882682	0.239729110564	0.0960187746103	0.0525932323486
a46	0.239608219898	0.0552568449087	0.104659248337	0.087919836635	0.0338335860214	0.106855950261	0.190848141935	0.109399880603	0.0716182817362
a31	0.207613951879	0.0927095669889	0.137350439259	0.102868971478	0.0376209462738	0.0699309752203	0.149556233678	0.117129021114	0.0852198781987
a38	0.16530104376	0.112023117585	0.184793279286	0.125683732093	0.0377210188913	0.0458174906401	0.117433951113	0.120917247885	0.0903091020996
a31	0.15840006292	0.110553708302	0.235942337295	0.128459825118	0.0319294295638	0.0314584434067	0.090114313191	0.104372148782	0.108769719333
a13	0.136237964507	0.120810185703	0.249671865565	0.132020109926	0.0356601243213	0.0300670954289	0.076400753217	0.0980461901473	0.121085709778
a31	0.130932258569	0.13593407463	0.254525386122	0.117652865462	0.0336165217738	0.0304634124963	0.064458502221	0.0903798499158	0.142037118633
a8	0.116808131923	0.140441383041	0.267028839641	0.127070114414	0.0426786329246	0.0351205774121	0.053155560889	0.0797859430719	0.137910794718
a20	0.105254232174	0.128903474272	0.248364387014	0.136893732311	0.0605540883082	0.0445777544974	0.0541614426563	0.0915875839906	0.129703291239
a31	0.111143778858	0.141957031677	0.254108645205	0.10830407739	0.0530071998361	0.0402390960458	0.0467081980201	0.0829707508969	0.161561217786
a15	0.107213502153	0.137899216832	0.246840503868	0.11474384235	0.0572859690787	0.0410030876953	0.0450315024747	0.088375765199	0.161606619269
a31	0.113626799384	0.138193873664	0.237551114956	0.11199499697	0.0582312440929	0.0421959815784	0.0442070378556	0.0922601368663	0.16173882295
a20	0.125907242595	0.148583601899	0.226315968052	0.0863108497767	0.0527169961643	0.0417010451395	0.0428803380225	0.0962465333554	0.179337417677
a39	0.108900130865	0.125349173857	0.230218702684	0.0924015731922	0.0674263661881	0.0478832108465	0.0477035634342	0.112968566385	0.167148701026
a31	0.112405604288	0.127459748166	0.245547101095	0.0836604485974	0.0644609323294	0.0515709100355	0.0486766224314	0.100061682528	0.166156953049
a8	0.114949318363	0.126354257935	0.249333443232	0.0914765718658	0.0631167586431	0.0542211769652	0.0500671301505	0.0950187557093	0.155462590023
a31	0.120264688388	0.122873866698	0.251807070677	0.0926985574886	0.0628705024144	0.0567436390217	0.0520282856102	0.0947493713031	0.145964012768
a37	0.131324476463	0.139594713033	0.233114224092	0.0726509311229	0.0585398954048	0.0557754507539	0.0514685201167	0.101760197434	0.155771586943
a20	0.117471543354	0.137932438184	0.219089349631	0.0718523050343	0.0682033361349	0.0556457735646	0.0535226889522	0.122369258278	0.153913293674
a8	0.104665042718	0.116635576335	0.243511925544	0.0822275945114	0.0775640927783	0.0597233266549	0.0569923140507	0.119646559826	0.139033546991
a20	0.0966469652393	0.108268134972	0.252191828448	0.0873383896371	0.0829620590594	0.064141173885	0.0596452720036	0.114738628675	0.134067520364
a31	0.10238433608	0.122968665484	0.231320153483	0.073605941679	0.0764712932198	0.068321595935	0.0605132165212	0.105525460225	0.158889316108
</S>	0.10812859014	0.126196094542	0.229318001341	0.0658285638395	0.0684099362099	0.0711119942275	0.0609561940406	0.0938507095125	0.176199910734
