 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.123210611824	0.072713585311	0.061108397142	0.1730873499	0.20073329245	0.12765843127	0.241488327818
a31	0.101765387031	0.111769072675	0.128847539754	0.185441265567	0.23493110945	0.0824746882137	0.154770935852
a17	0.14993155791	0.142570042714	0.180970073158	0.202933075589	0.193300611083	0.0571365989352	0.0731580400316
a11	0.172248055705	0.116459083765	0.199812101053	0.226011391863	0.145250726228	0.0640535744987	0.0761650669505
a31	0.15082378641	0.109699204171	0.200976886484	0.243623721954	0.134209732609	0.0708666622062	0.0898000068435
a20	0.159437532745	0.103334697343	0.158446439428	0.259662590918	0.15436051187	0.0731636143421	0.0915946162012
a31	0.133752629316	0.074735832479	0.122485311076	0.259734767306	0.22699030169	0.0894906023874	0.0928105528737
a37	0.0828347665987	0.0610936529881	0.098051537492	0.226329666964	0.330871448963	0.103627449582	0.0971914625912
a24	0.0619856408996	0.0634529583771	0.071550111764	0.179356749103	0.389660651854	0.118519373447	0.115474497017
a28	0.0547400861399	0.0734384562497	0.0532000453547	0.161548545932	0.382744031485	0.157523887998	0.116804933452
a31	0.0620312187933	0.0871664388372	0.0440263218849	0.183099216488	0.317795979162	0.189158294809	0.116722523824
a24	0.0978881071978	0.0987508773997	0.0437290422283	0.194406319863	0.230239088987	0.189367801136	0.145618775875
a35	0.114446159026	0.0815719218332	0.0566320545428	0.175305693854	0.186053128262	0.197501402379	0.188489654358
a31	0.0981729540087	0.0798586335964	0.0617041139143	0.180200540085	0.176246386754	0.195635388126	0.208181988386
a20	0.0949495124696	0.0835178659308	0.0662959073048	0.176437548695	0.174102580251	0.182303216709	0.222393375129
</S>	0.102048073635	0.0828552440654	0.0765337605524	0.164673264348	0.166217232125	0.178007752355	0.229664682665
