 	voglio	che	Maria	venga	domani	</S>
a20	0.215245661334	0.16347931948	0.023221993726	0.194036519792	0.10566872542	0.298347794813
a21	0.171082797087	0.200336392247	0.093557882688	0.244696990437	0.0990071840313	0.191318755627
a31	0.169429997333	0.212289621482	0.17361025064	0.247424476603	0.117773702804	0.0794719526971
a37	0.187235694728	0.277522507427	0.169461565881	0.207692541948	0.109472786637	0.0486149098667
a31	0.243161826956	0.307835584142	0.174580005027	0.134474304515	0.0889084032723	0.0510398861089
a35	0.260849139709	0.280328251714	0.164635593531	0.122807968801	0.0734528252308	0.0979262207096
a31	0.21867438618	0.241414256905	0.140237200767	0.164853708005	0.107729134477	0.127091309703
a20	0.23965357326	0.179412438368	0.112030570753	0.196103965468	0.148965294692	0.123834157434
a31	0.238371022153	0.160693260389	0.0951926776197	0.220314412956	0.163850064897	0.121578560411
a18	0.185815077051	0.178375909996	0.0854652789492	0.211965544452	0.203223234566	0.135154958937
a31	0.184494857817	0.166234310265	0.0730332786657	0.198801868884	0.221509980522	0.155925721179
a3	0.198579086539	0.162769393555	0.0795235917886	0.180706064561	0.217892379507	0.160529514393
a13	0.157369334313	0.195999456052	0.0876924233095	0.148889366854	0.244893861836	0.165155568998
a37	0.114586115371	0.187604443751	0.107812319823	0.143145990285	0.278097461279	0.168753669933
a46	0.090987626057	0.175114439584	0.132317149648	0.141187216095	0.288624676426	0.171768896644
a31	0.136700128152	0.170711041795	0.140218840809	0.139570710498	0.236869106609	0.175930169308
a18	0.162472414451	0.174169231665	0.120226937956	0.136051299299	0.21633194327	0.190748172196
a46	0.138220188084	0.207141772022	0.119948376152	0.122193368433	0.22995819729	0.182538105532
</S>	0.135490329542	0.223434022011	0.136155613226	0.114899720216	0.220685396045	0.169334930966
